id,asset,year,rep_period,time_block_start,time_block_end,dual_min_output_flow_with_unit_commitment
119,AT_CCGT,2050,10,21,22,0.0
120,AT_CCGT,2050,10,23,24,0.0
121,AT_Coal,2050,1,1,2,0.0
122,AT_Coal,2050,1,3,4,0.0
123,AT_Coal,2050,1,5,6,0.0
124,AT_Coal,2050,1,7,8,0.0
125,AT_Coal,2050,1,9,10,0.0
126,AT_Coal,2050,1,11,12,0.0
127,AT_Coal,2050,1,13,14,0.0
128,AT_Coal,2050,1,15,16,0.0
129,AT_Coal,2050,1,17,18,0.0
130,AT_Coal,2050,1,19,20,0.0
131,AT_Coal,2050,1,21,22,0.0
132,AT_Coal,2050,1,23,24,0.0
133,AT_Coal,2050,2,1,2,0.0
134,AT_Coal,2050,2,3,4,0.0
135,AT_Coal,2050,2,5,6,0.0
136,AT_Coal,2050,2,7,8,0.0
137,AT_Coal,2050,2,9,10,0.0
138,AT_Coal,2050,2,11,12,0.0
139,AT_Coal,2050,2,13,14,0.0
140,AT_Coal,2050,2,15,16,0.0
141,AT_Coal,2050,2,17,18,0.0
142,AT_Coal,2050,2,19,20,0.0
143,AT_Coal,2050,2,21,22,0.0
144,AT_Coal,2050,2,23,24,0.0
145,AT_Coal,2050,3,1,2,0.0
146,AT_Coal,2050,3,3,4,0.0
147,AT_Coal,2050,3,5,6,0.0
148,AT_Coal,2050,3,7,8,0.0
149,AT_Coal,2050,3,9,10,0.0
150,AT_Coal,2050,3,11,12,0.0
151,AT_Coal,2050,3,13,14,0.0
152,AT_Coal,2050,3,15,16,0.0
153,AT_Coal,2050,3,17,18,0.0
154,AT_Coal,2050,3,19,20,0.0
155,AT_Coal,2050,3,21,22,0.0
156,AT_Coal,2050,3,23,24,0.0
157,AT_Coal,2050,4,1,2,0.0
158,AT_Coal,2050,4,3,4,0.0
159,AT_Coal,2050,4,5,6,0.0
160,AT_Coal,2050,4,7,8,0.0
161,AT_Coal,2050,4,9,10,0.0
162,AT_Coal,2050,4,11,12,0.0
163,AT_Coal,2050,4,13,14,0.0
164,AT_Coal,2050,4,15,16,0.0
165,AT_Coal,2050,4,17,18,0.0
166,AT_Coal,2050,4,19,20,0.0
167,AT_Coal,2050,4,21,22,0.0
168,AT_Coal,2050,4,23,24,0.0
169,AT_Coal,2050,5,1,2,0.0
170,AT_Coal,2050,5,3,4,0.0
171,AT_Coal,2050,5,5,6,0.0
172,AT_Coal,2050,5,7,8,0.0
173,AT_Coal,2050,5,9,10,0.0
174,AT_Coal,2050,5,11,12,0.0
175,AT_Coal,2050,5,13,14,0.0
176,AT_Coal,2050,5,15,16,0.0
177,AT_Coal,2050,5,17,18,0.0
178,AT_Coal,2050,5,19,20,0.0
179,AT_Coal,2050,5,21,22,0.0
180,AT_Coal,2050,5,23,24,0.0
181,AT_Coal,2050,6,1,2,0.0
182,AT_Coal,2050,6,3,4,0.0
183,AT_Coal,2050,6,5,6,0.0
184,AT_Coal,2050,6,7,8,0.0
185,AT_Coal,2050,6,9,10,0.0
186,AT_Coal,2050,6,11,12,0.0
187,AT_Coal,2050,6,13,14,0.0
188,AT_Coal,2050,6,15,16,0.0
189,AT_Coal,2050,6,17,18,0.0
190,AT_Coal,2050,6,19,20,0.0
191,AT_Coal,2050,6,21,22,0.0
192,AT_Coal,2050,6,23,24,0.0
193,AT_Coal,2050,7,1,2,0.0
194,AT_Coal,2050,7,3,4,0.0
195,AT_Coal,2050,7,5,6,0.0
196,AT_Coal,2050,7,7,8,0.0
197,AT_Coal,2050,7,9,10,0.0
198,AT_Coal,2050,7,11,12,0.0
199,AT_Coal,2050,7,13,14,0.0
200,AT_Coal,2050,7,15,16,0.0
201,AT_Coal,2050,7,17,18,0.0
202,AT_Coal,2050,7,19,20,0.0
203,AT_Coal,2050,7,21,22,0.0
204,AT_Coal,2050,7,23,24,0.0
205,AT_Coal,2050,8,1,2,1.0974
206,AT_Coal,2050,8,3,4,1.0974
207,AT_Coal,2050,8,5,6,0.0
208,AT_Coal,2050,8,7,8,0.0
209,AT_Coal,2050,8,9,10,0.0
210,AT_Coal,2050,8,11,12,0.0
211,AT_Coal,2050,8,13,14,0.0
212,AT_Coal,2050,8,15,16,0.0
213,AT_Coal,2050,8,17,18,0.0
214,AT_Coal,2050,8,19,20,0.0
215,AT_Coal,2050,8,21,22,0.0
216,AT_Coal,2050,8,23,24,0.0
217,AT_Coal,2050,9,1,2,0.0
218,AT_Coal,2050,9,3,4,0.0
219,AT_Coal,2050,9,5,6,0.0
220,AT_Coal,2050,9,7,8,0.0
221,AT_Coal,2050,9,9,10,0.0
222,AT_Coal,2050,9,11,12,0.0
223,AT_Coal,2050,9,13,14,0.0
224,AT_Coal,2050,9,15,16,-0.0
225,AT_Coal,2050,9,17,18,0.0
226,AT_Coal,2050,9,19,20,0.0
227,AT_Coal,2050,9,21,22,0.0
228,AT_Coal,2050,9,23,24,0.0
229,AT_Coal,2050,10,1,2,0.0
230,AT_Coal,2050,10,3,4,0.0
231,AT_Coal,2050,10,5,6,0.0
232,AT_Coal,2050,10,7,8,0.0
233,AT_Coal,2050,10,9,10,0.0
234,AT_Coal,2050,10,11,12,0.0
235,AT_Coal,2050,10,13,14,0.0
236,AT_Coal,2050,10,15,16,0.0
237,AT_Coal,2050,10,17,18,0.0
238,AT_Coal,2050,10,19,20,0.0
239,AT_Coal,2050,10,21,22,0.0
240,AT_Coal,2050,10,23,24,0.0
241,AT_Nuclear,2050,1,1,2,0.0
242,AT_Nuclear,2050,1,3,4,0.0
243,AT_Nuclear,2050,1,5,6,0.0
244,AT_Nuclear,2050,1,7,8,0.0
245,AT_Nuclear,2050,1,9,10,0.0
246,AT_Nuclear,2050,1,11,12,0.0
247,AT_Nuclear,2050,1,13,14,0.0
248,AT_Nuclear,2050,1,15,16,0.0
249,AT_Nuclear,2050,1,17,18,0.0
250,AT_Nuclear,2050,1,19,20,0.0
251,AT_Nuclear,2050,1,21,22,0.0
252,AT_Nuclear,2050,1,23,24,0.0
253,AT_Nuclear,2050,2,1,2,0.0
254,AT_Nuclear,2050,2,3,4,0.0
255,AT_Nuclear,2050,2,5,6,0.0
256,AT_Nuclear,2050,2,7,8,0.0
257,AT_Nuclear,2050,2,9,10,0.0
258,AT_Nuclear,2050,2,11,12,0.0
259,AT_Nuclear,2050,2,13,14,0.0
260,AT_Nuclear,2050,2,15,16,0.0
261,AT_Nuclear,2050,2,17,18,0.0
262,AT_Nuclear,2050,2,19,20,0.0
263,AT_Nuclear,2050,2,21,22,0.0
264,AT_Nuclear,2050,2,23,24,0.0
265,AT_Nuclear,2050,3,1,2,0.0
266,AT_Nuclear,2050,3,3,4,0.0
267,AT_Nuclear,2050,3,5,6,0.0
268,AT_Nuclear,2050,3,7,8,0.0
269,AT_Nuclear,2050,3,9,10,0.0
270,AT_Nuclear,2050,3,11,12,0.0
271,AT_Nuclear,2050,3,13,14,0.0
272,AT_Nuclear,2050,3,15,16,0.0
273,AT_Nuclear,2050,3,17,18,0.0
274,AT_Nuclear,2050,3,19,20,0.0
275,AT_Nuclear,2050,3,21,22,0.0
276,AT_Nuclear,2050,3,23,24,0.0
277,AT_Nuclear,2050,4,1,2,0.0
278,AT_Nuclear,2050,4,3,4,0.0
279,AT_Nuclear,2050,4,5,6,0.0
280,AT_Nuclear,2050,4,7,8,0.0
281,AT_Nuclear,2050,4,9,10,0.0
282,AT_Nuclear,2050,4,11,12,0.0
283,AT_Nuclear,2050,4,13,14,0.0
284,AT_Nuclear,2050,4,15,16,0.0
285,AT_Nuclear,2050,4,17,18,0.0
286,AT_Nuclear,2050,4,19,20,0.0
287,AT_Nuclear,2050,4,21,22,0.0
288,AT_Nuclear,2050,4,23,24,0.0
289,AT_Nuclear,2050,5,1,2,0.0
290,AT_Nuclear,2050,5,3,4,0.0
291,AT_Nuclear,2050,5,5,6,0.0
292,AT_Nuclear,2050,5,7,8,0.0
293,AT_Nuclear,2050,5,9,10,0.0
294,AT_Nuclear,2050,5,11,12,0.0
295,AT_Nuclear,2050,5,13,14,0.0
296,AT_Nuclear,2050,5,15,16,0.0
297,AT_Nuclear,2050,5,17,18,0.0
298,AT_Nuclear,2050,5,19,20,0.0
299,AT_Nuclear,2050,5,21,22,0.0
300,AT_Nuclear,2050,5,23,24,0.0
301,AT_Nuclear,2050,6,1,2,0.0
302,AT_Nuclear,2050,6,3,4,0.0
303,AT_Nuclear,2050,6,5,6,0.0
304,AT_Nuclear,2050,6,7,8,0.0
305,AT_Nuclear,2050,6,9,10,0.0
306,AT_Nuclear,2050,6,11,12,0.0
307,AT_Nuclear,2050,6,13,14,0.0
308,AT_Nuclear,2050,6,15,16,0.0
309,AT_Nuclear,2050,6,17,18,0.0
310,AT_Nuclear,2050,6,19,20,0.0
311,AT_Nuclear,2050,6,21,22,0.0
312,AT_Nuclear,2050,6,23,24,0.0
313,AT_Nuclear,2050,7,1,2,0.0
314,AT_Nuclear,2050,7,3,4,0.0
315,AT_Nuclear,2050,7,5,6,0.0
316,AT_Nuclear,2050,7,7,8,0.0
317,AT_Nuclear,2050,7,9,10,0.0
318,AT_Nuclear,2050,7,11,12,0.0
319,AT_Nuclear,2050,7,13,14,0.0
320,AT_Nuclear,2050,7,15,16,0.0
321,AT_Nuclear,2050,7,17,18,0.0
322,AT_Nuclear,2050,7,19,20,0.0
323,AT_Nuclear,2050,7,21,22,0.0
324,AT_Nuclear,2050,7,23,24,0.0
325,AT_Nuclear,2050,8,1,2,0.0
326,AT_Nuclear,2050,8,3,4,0.0
327,AT_Nuclear,2050,8,5,6,0.0
328,AT_Nuclear,2050,8,7,8,0.0
329,AT_Nuclear,2050,8,9,10,0.0
330,AT_Nuclear,2050,8,11,12,0.0
331,AT_Nuclear,2050,8,13,14,0.0
332,AT_Nuclear,2050,8,15,16,0.0
333,AT_Nuclear,2050,8,17,18,0.0
334,AT_Nuclear,2050,8,19,20,0.0
335,AT_Nuclear,2050,8,21,22,0.0
336,AT_Nuclear,2050,8,23,24,0.0
337,AT_Nuclear,2050,9,1,2,0.0
338,AT_Nuclear,2050,9,3,4,0.0
339,AT_Nuclear,2050,9,5,6,0.0
340,AT_Nuclear,2050,9,7,8,0.0
341,AT_Nuclear,2050,9,9,10,0.0
342,AT_Nuclear,2050,9,11,12,0.0
343,AT_Nuclear,2050,9,13,14,0.0
344,AT_Nuclear,2050,9,15,16,0.0
345,AT_Nuclear,2050,9,17,18,0.0
346,AT_Nuclear,2050,9,19,20,0.0
347,AT_Nuclear,2050,9,21,22,0.0
348,AT_Nuclear,2050,9,23,24,0.0
349,AT_Nuclear,2050,10,1,2,0.0
350,AT_Nuclear,2050,10,3,4,0.0
351,AT_Nuclear,2050,10,5,6,0.0
352,AT_Nuclear,2050,10,7,8,0.0
353,AT_Nuclear,2050,10,9,10,0.0
354,AT_Nuclear,2050,10,11,12,0.0
355,AT_Nuclear,2050,10,13,14,0.0
356,AT_Nuclear,2050,10,15,16,0.0
357,AT_Nuclear,2050,10,17,18,0.0
358,AT_Nuclear,2050,10,19,20,0.0
359,AT_Nuclear,2050,10,21,22,0.0
360,AT_Nuclear,2050,10,23,24,0.0
361,AT_OCGT,2050,1,1,2,0.0
362,AT_OCGT,2050,1,3,4,0.0
363,AT_OCGT,2050,1,5,6,0.0
364,AT_OCGT,2050,1,7,8,0.0
365,AT_OCGT,2050,1,9,10,0.0
366,AT_OCGT,2050,1,11,12,0.0
367,AT_OCGT,2050,1,13,14,0.0
368,AT_OCGT,2050,1,15,16,0.0
369,AT_OCGT,2050,1,17,18,0.0
370,AT_OCGT,2050,1,19,20,0.0
371,AT_OCGT,2050,1,21,22,0.0
372,AT_OCGT,2050,1,23,24,0.0
373,AT_OCGT,2050,2,1,2,0.0
374,AT_OCGT,2050,2,3,4,0.0
375,AT_OCGT,2050,2,5,6,0.0
376,AT_OCGT,2050,2,7,8,0.0
377,AT_OCGT,2050,2,9,10,0.0
378,AT_OCGT,2050,2,11,12,0.0
379,AT_OCGT,2050,2,13,14,0.0
380,AT_OCGT,2050,2,15,16,0.0
381,AT_OCGT,2050,2,17,18,0.0
382,AT_OCGT,2050,2,19,20,0.0
383,AT_OCGT,2050,2,21,22,0.0
384,AT_OCGT,2050,2,23,24,0.0
385,AT_OCGT,2050,3,1,2,1.0439999999999996
386,AT_OCGT,2050,3,3,4,0.0
387,AT_OCGT,2050,3,5,6,0.0
388,AT_OCGT,2050,3,7,8,0.0
389,AT_OCGT,2050,3,9,10,0.0
390,AT_OCGT,2050,3,11,12,0.0
391,AT_OCGT,2050,3,13,14,0.0
392,AT_OCGT,2050,3,15,16,0.0
393,AT_OCGT,2050,3,17,18,0.0
394,AT_OCGT,2050,3,19,20,0.0
395,AT_OCGT,2050,3,21,22,0.0
396,AT_OCGT,2050,3,23,24,0.0
397,AT_OCGT,2050,4,1,2,0.0
398,AT_OCGT,2050,4,3,4,0.0
399,AT_OCGT,2050,4,5,6,0.0
400,AT_OCGT,2050,4,7,8,0.0
401,AT_OCGT,2050,4,9,10,0.0
402,AT_OCGT,2050,4,11,12,0.0
403,AT_OCGT,2050,4,13,14,0.0
404,AT_OCGT,2050,4,15,16,0.0
405,AT_OCGT,2050,4,17,18,0.0
406,AT_OCGT,2050,4,19,20,0.0
407,AT_OCGT,2050,4,21,22,0.0
408,AT_OCGT,2050,4,23,24,0.0
409,AT_OCGT,2050,5,1,2,0.0
410,AT_OCGT,2050,5,3,4,0.0
411,AT_OCGT,2050,5,5,6,0.0
412,AT_OCGT,2050,5,7,8,0.0
413,AT_OCGT,2050,5,9,10,0.0
414,AT_OCGT,2050,5,11,12,0.0
415,AT_OCGT,2050,5,13,14,0.0
416,AT_OCGT,2050,5,15,16,0.0
417,AT_OCGT,2050,5,17,18,0.0
418,AT_OCGT,2050,5,19,20,0.0
419,AT_OCGT,2050,5,21,22,0.0
420,AT_OCGT,2050,5,23,24,0.0
421,AT_OCGT,2050,6,1,2,0.0
422,AT_OCGT,2050,6,3,4,0.0
423,AT_OCGT,2050,6,5,6,0.0
424,AT_OCGT,2050,6,7,8,0.0
425,AT_OCGT,2050,6,9,10,0.0
426,AT_OCGT,2050,6,11,12,0.0
427,AT_OCGT,2050,6,13,14,0.0
428,AT_OCGT,2050,6,15,16,0.0
429,AT_OCGT,2050,6,17,18,0.0
430,AT_OCGT,2050,6,19,20,0.0
431,AT_OCGT,2050,6,21,22,0.0
432,AT_OCGT,2050,6,23,24,0.0
433,AT_OCGT,2050,7,1,2,0.0
434,AT_OCGT,2050,7,3,4,0.0
435,AT_OCGT,2050,7,5,6,0.0
436,AT_OCGT,2050,7,7,8,0.0
437,AT_OCGT,2050,7,9,10,0.0
438,AT_OCGT,2050,7,11,12,0.0
439,AT_OCGT,2050,7,13,14,0.0
440,AT_OCGT,2050,7,15,16,0.0
441,AT_OCGT,2050,7,17,18,0.0
442,AT_OCGT,2050,7,19,20,0.0
443,AT_OCGT,2050,7,21,22,0.0
444,AT_OCGT,2050,7,23,24,0.0
445,AT_OCGT,2050,8,1,2,0.0
446,AT_OCGT,2050,8,3,4,0.0
447,AT_OCGT,2050,8,5,6,0.0
448,AT_OCGT,2050,8,7,8,0.0
449,AT_OCGT,2050,8,9,10,0.0
450,AT_OCGT,2050,8,11,12,0.0
451,AT_OCGT,2050,8,13,14,0.0
452,AT_OCGT,2050,8,15,16,0.0
453,AT_OCGT,2050,8,17,18,0.0
454,AT_OCGT,2050,8,19,20,2.0646
455,AT_OCGT,2050,8,21,22,0.0
456,AT_OCGT,2050,8,23,24,0.0
457,AT_OCGT,2050,9,1,2,0.0
458,AT_OCGT,2050,9,3,4,0.0
459,AT_OCGT,2050,9,5,6,0.0
460,AT_OCGT,2050,9,7,8,0.0
461,AT_OCGT,2050,9,9,10,0.0
462,AT_OCGT,2050,9,11,12,0.0
463,AT_OCGT,2050,9,13,14,0.0
464,AT_OCGT,2050,9,15,16,0.0
465,AT_OCGT,2050,9,17,18,0.0
466,AT_OCGT,2050,9,19,20,0.0
467,AT_OCGT,2050,9,21,22,0.0
468,AT_OCGT,2050,9,23,24,0.0
469,AT_OCGT,2050,10,1,2,0.0
470,AT_OCGT,2050,10,3,4,0.0
471,AT_OCGT,2050,10,5,6,0.0
472,AT_OCGT,2050,10,7,8,0.0
473,AT_OCGT,2050,10,9,10,0.0
474,AT_OCGT,2050,10,11,12,0.0
475,AT_OCGT,2050,10,13,14,0.0
476,AT_OCGT,2050,10,15,16,0.0
477,AT_OCGT,2050,10,17,18,0.0
478,AT_OCGT,2050,10,19,20,0.0
479,AT_OCGT,2050,10,21,22,0.0
480,AT_OCGT,2050,10,23,24,0.0
481,BE_CCGT,2050,1,1,1,0.0
482,BE_CCGT,2050,1,2,2,0.0
483,BE_CCGT,2050,1,3,3,0.0
484,BE_CCGT,2050,1,4,4,0.0
485,BE_CCGT,2050,1,5,5,0.0
486,BE_CCGT,2050,1,6,6,0.0
487,BE_CCGT,2050,1,7,7,0.0
488,BE_CCGT,2050,1,8,8,0.0
489,BE_CCGT,2050,1,9,9,0.0
490,BE_CCGT,2050,1,10,10,0.0
491,BE_CCGT,2050,1,11,11,0.0
492,BE_CCGT,2050,1,12,12,0.0
493,BE_CCGT,2050,1,13,13,0.0
494,BE_CCGT,2050,1,14,14,0.0
495,BE_CCGT,2050,1,15,15,0.0
496,BE_CCGT,2050,1,16,16,0.0
497,BE_CCGT,2050,1,17,17,0.0
498,BE_CCGT,2050,1,18,18,0.0
499,BE_CCGT,2050,1,19,19,0.0
500,BE_CCGT,2050,1,20,20,0.0
501,BE_CCGT,2050,1,21,21,0.0
502,BE_CCGT,2050,1,22,22,0.0
503,BE_CCGT,2050,1,23,23,0.0
504,BE_CCGT,2050,1,24,24,0.0
505,BE_CCGT,2050,2,1,1,0.0
506,BE_CCGT,2050,2,2,2,0.0
507,BE_CCGT,2050,2,3,3,0.0
508,BE_CCGT,2050,2,4,4,0.0
509,BE_CCGT,2050,2,5,5,0.0
510,BE_CCGT,2050,2,6,6,0.0
511,BE_CCGT,2050,2,7,7,0.0
512,BE_CCGT,2050,2,8,8,0.0
513,BE_CCGT,2050,2,9,9,0.0
514,BE_CCGT,2050,2,10,10,0.0
515,BE_CCGT,2050,2,11,11,0.0
516,BE_CCGT,2050,2,12,12,0.0
517,BE_CCGT,2050,2,13,13,0.0
518,BE_CCGT,2050,2,14,14,0.0
519,BE_CCGT,2050,2,15,15,0.0
520,BE_CCGT,2050,2,16,16,0.0
521,BE_CCGT,2050,2,17,17,0.0
522,BE_CCGT,2050,2,18,18,0.0
523,BE_CCGT,2050,2,19,19,0.0
524,BE_CCGT,2050,2,20,20,0.0
525,BE_CCGT,2050,2,21,21,0.0
526,BE_CCGT,2050,2,22,22,0.0
527,BE_CCGT,2050,2,23,23,0.0
528,BE_CCGT,2050,2,24,24,0.0
529,BE_CCGT,2050,3,1,1,0.0
530,BE_CCGT,2050,3,2,2,0.0
531,BE_CCGT,2050,3,3,3,0.0
532,BE_CCGT,2050,3,4,4,0.0
533,BE_CCGT,2050,3,5,5,0.0
534,BE_CCGT,2050,3,6,6,0.0
535,BE_CCGT,2050,3,7,7,0.0
536,BE_CCGT,2050,3,8,8,0.0
537,BE_CCGT,2050,3,9,9,0.0
538,BE_CCGT,2050,3,10,10,0.0
539,BE_CCGT,2050,3,11,11,0.0
540,BE_CCGT,2050,3,12,12,0.0
541,BE_CCGT,2050,3,13,13,0.0
542,BE_CCGT,2050,3,14,14,0.0
543,BE_CCGT,2050,3,15,15,0.0
544,BE_CCGT,2050,3,16,16,0.0
545,BE_CCGT,2050,3,17,17,0.0
546,BE_CCGT,2050,3,18,18,0.0
547,BE_CCGT,2050,3,19,19,0.0
548,BE_CCGT,2050,3,20,20,0.0
549,BE_CCGT,2050,3,21,21,0.0
550,BE_CCGT,2050,3,22,22,0.0
551,BE_CCGT,2050,3,23,23,0.0
552,BE_CCGT,2050,3,24,24,0.0
553,BE_CCGT,2050,4,1,1,0.0
554,BE_CCGT,2050,4,2,2,0.0
555,BE_CCGT,2050,4,3,3,0.0
556,BE_CCGT,2050,4,4,4,0.0
557,BE_CCGT,2050,4,5,5,0.0
558,BE_CCGT,2050,4,6,6,0.0
559,BE_CCGT,2050,4,7,7,0.0
560,BE_CCGT,2050,4,8,8,0.0
561,BE_CCGT,2050,4,9,9,0.0
562,BE_CCGT,2050,4,10,10,0.0
563,BE_CCGT,2050,4,11,11,0.0
564,BE_CCGT,2050,4,12,12,0.0
565,BE_CCGT,2050,4,13,13,0.0
566,BE_CCGT,2050,4,14,14,0.0
567,BE_CCGT,2050,4,15,15,0.0
568,BE_CCGT,2050,4,16,16,0.0
569,BE_CCGT,2050,4,17,17,0.0
570,BE_CCGT,2050,4,18,18,0.0
571,BE_CCGT,2050,4,19,19,0.0
572,BE_CCGT,2050,4,20,20,0.0
573,BE_CCGT,2050,4,21,21,0.0
574,BE_CCGT,2050,4,22,22,0.0
575,BE_CCGT,2050,4,23,23,0.0
576,BE_CCGT,2050,4,24,24,0.0
577,BE_CCGT,2050,5,1,1,0.0
578,BE_CCGT,2050,5,2,2,0.0
579,BE_CCGT,2050,5,3,3,0.0
580,BE_CCGT,2050,5,4,4,0.0
581,BE_CCGT,2050,5,5,5,0.0
582,BE_CCGT,2050,5,6,6,0.0
583,BE_CCGT,2050,5,7,7,0.0
584,BE_CCGT,2050,5,8,8,0.0
585,BE_CCGT,2050,5,9,9,0.0
586,BE_CCGT,2050,5,10,10,0.0
587,BE_CCGT,2050,5,11,11,0.0
588,BE_CCGT,2050,5,12,12,0.0
589,BE_CCGT,2050,5,13,13,0.0
590,BE_CCGT,2050,5,14,14,0.0
591,BE_CCGT,2050,5,15,15,0.0
592,BE_CCGT,2050,5,16,16,0.0
593,BE_CCGT,2050,5,17,17,0.0
594,BE_CCGT,2050,5,18,18,0.0
595,BE_CCGT,2050,5,19,19,0.0
596,BE_CCGT,2050,5,20,20,0.0
597,BE_CCGT,2050,5,21,21,0.0
598,BE_CCGT,2050,5,22,22,0.0
599,BE_CCGT,2050,5,23,23,0.0
600,BE_CCGT,2050,5,24,24,0.0
601,BE_CCGT,2050,6,1,1,0.0
602,BE_CCGT,2050,6,2,2,0.0
603,BE_CCGT,2050,6,3,3,0.0
604,BE_CCGT,2050,6,4,4,0.0
