id,asset,year,rep_period,time_block_start,time_block_end,dual_max_ramp_up_with_unit_commitment,dual_max_ramp_down_with_unit_commitment
30,AT_Gas,2050,5,21,24,0.0,0.0
31,AT_Gas,2050,6,1,4,-0.0,-0.0
32,AT_Gas,2050,6,5,8,0.0,0.0
33,AT_Gas,2050,6,9,12,0.0,0.0
34,AT_Gas,2050,6,13,16,0.0,0.0
35,AT_Gas,2050,6,17,20,0.0,0.0
36,AT_Gas,2050,6,21,24,0.0,0.0
37,AT_Gas,2050,7,1,4,-0.0,-0.0
38,AT_Gas,2050,7,5,8,0.0,0.0
39,AT_Gas,2050,7,9,12,0.0,0.0
40,AT_Gas,2050,7,13,16,0.0,0.0
41,AT_Gas,2050,7,17,20,0.0,0.0
42,AT_Gas,2050,7,21,24,0.0,0.0
43,AT_Gas,2050,8,1,4,-0.0,-0.0
44,AT_Gas,2050,8,5,8,0.0,0.0
45,AT_Gas,2050,8,9,12,0.0,0.0
46,AT_Gas,2050,8,13,16,0.0,0.0
47,AT_Gas,2050,8,17,20,0.0,0.0
48,AT_Gas,2050,8,21,24,0.0,0.0
49,AT_Gas,2050,9,1,4,-0.0,-0.0
50,AT_Gas,2050,9,5,8,0.0,0.0
51,AT_Gas,2050,9,9,12,0.0,0.0
52,AT_Gas,2050,9,13,16,0.0,0.0
53,AT_Gas,2050,9,17,20,0.0,0.0
54,AT_Gas,2050,9,21,24,0.0,0.0
55,AT_Gas,2050,10,1,4,-0.0,-0.0
56,AT_Gas,2050,10,5,8,0.0,0.0
57,AT_Gas,2050,10,9,12,0.0,0.0
58,AT_Gas,2050,10,13,16,0.0,0.0
59,AT_Gas,2050,10,17,20,0.0,0.0
60,AT_Gas,2050,10,21,24,0.0,0.0
61,BE_OCGT,2050,1,1,2,-0.0,-0.0
62,BE_OCGT,2050,1,3,4,0.0,19.125428844
63,BE_OCGT,2050,1,5,6,-4.179731155999999,0.0
64,BE_OCGT,2050,1,7,8,-23.74490820799999,0.0
65,BE_OCGT,2050,1,9,10,0.0,0.0
66,BE_OCGT,2050,1,11,12,0.0,23.744908208
67,BE_OCGT,2050,1,13,14,0.0,7.329748207999998
68,BE_OCGT,2050,1,15,16,0.0,0.0
69,BE_OCGT,2050,1,17,18,0.0,0.0
70,BE_OCGT,2050,1,19,20,0.0,0.0
71,BE_OCGT,2050,1,21,22,0.0,0.0
72,BE_OCGT,2050,1,23,24,0.0,0.0
73,BE_OCGT,2050,2,1,2,-0.0,-0.0
74,BE_OCGT,2050,2,3,4,0.0,0.0
75,BE_OCGT,2050,2,5,6,0.0,0.0
76,BE_OCGT,2050,2,7,8,0.0,0.0
77,BE_OCGT,2050,2,9,10,0.0,0.0
78,BE_OCGT,2050,2,11,12,0.0,0.0
79,BE_OCGT,2050,2,13,14,0.0,0.0
80,BE_OCGT,2050,2,15,16,0.0,0.0
81,BE_OCGT,2050,2,17,18,0.0,0.0
82,BE_OCGT,2050,2,19,20,0.0,0.0
83,BE_OCGT,2050,2,21,22,0.0,0.0
84,BE_OCGT,2050,2,23,24,0.0,0.0
85,BE_OCGT,2050,3,1,2,-0.0,-0.0
86,BE_OCGT,2050,3,3,4,0.0,0.0
87,BE_OCGT,2050,3,5,6,0.0,0.0
88,BE_OCGT,2050,3,7,8,0.0,0.0
89,BE_OCGT,2050,3,9,10,0.0,0.0
90,BE_OCGT,2050,3,11,12,0.0,0.0
91,BE_OCGT,2050,3,13,14,0.0,0.0
92,BE_OCGT,2050,3,15,16,0.0,0.0
93,BE_OCGT,2050,3,17,18,0.0,0.0
94,BE_OCGT,2050,3,19,20,0.0,0.0
95,BE_OCGT,2050,3,21,22,0.0,0.0
96,BE_OCGT,2050,3,23,24,0.0,0.0
97,BE_OCGT,2050,4,1,2,-0.0,-0.0
98,BE_OCGT,2050,4,3,4,0.0,0.0
99,BE_OCGT,2050,4,5,6,0.0,0.0
100,BE_OCGT,2050,4,7,8,0.0,0.0
101,BE_OCGT,2050,4,9,10,0.0,0.0
102,BE_OCGT,2050,4,11,12,0.0,0.0
103,BE_OCGT,2050,4,13,14,0.0,0.0
104,BE_OCGT,2050,4,15,16,0.0,0.0
105,BE_OCGT,2050,4,17,18,0.0,0.0
106,BE_OCGT,2050,4,19,20,0.0,0.0
107,BE_OCGT,2050,4,21,22,0.0,0.0
108,BE_OCGT,2050,4,23,24,0.0,0.0
109,BE_OCGT,2050,5,1,2,-0.0,-0.0
110,BE_OCGT,2050,5,3,4,0.0,0.0
111,BE_OCGT,2050,5,5,6,0.0,0.0
112,BE_OCGT,2050,5,7,8,0.0,0.0
113,BE_OCGT,2050,5,9,10,0.0,0.0
114,BE_OCGT,2050,5,11,12,0.0,0.0
115,BE_OCGT,2050,5,13,14,0.0,0.0
116,BE_OCGT,2050,5,15,16,0.0,0.0
117,BE_OCGT,2050,5,17,18,0.0,0.0
118,BE_OCGT,2050,5,19,20,0.0,0.0
119,BE_OCGT,2050,5,21,22,0.0,0.0
120,BE_OCGT,2050,5,23,24,0.0,0.0
121,BE_OCGT,2050,6,1,2,-0.0,-0.0
122,BE_OCGT,2050,6,3,4,0.0,0.0
123,BE_OCGT,2050,6,5,6,0.0,0.0
124,BE_OCGT,2050,6,7,8,0.0,0.0
125,BE_OCGT,2050,6,9,10,0.0,0.0
126,BE_OCGT,2050,6,11,12,0.0,0.0
127,BE_OCGT,2050,6,13,14,0.0,0.0
128,BE_OCGT,2050,6,15,16,0.0,0.0
129,BE_OCGT,2050,6,17,18,0.0,0.0
130,BE_OCGT,2050,6,19,20,0.0,0.0
131,BE_OCGT,2050,6,21,22,0.0,0.0
132,BE_OCGT,2050,6,23,24,0.0,0.0
133,BE_OCGT,2050,7,1,2,-0.0,-0.0
134,BE_OCGT,2050,7,3,4,-16.26964,0.0
135,BE_OCGT,2050,7,5,6,-27.729279999999996,0.0
136,BE_OCGT,2050,7,7,8,0.0,0.0
137,BE_OCGT,2050,7,9,10,0.0,0.0
138,BE_OCGT,2050,7,11,12,0.0,0.0
139,BE_OCGT,2050,7,13,14,0.0,0.0
140,BE_OCGT,2050,7,15,16,0.0,0.0
141,BE_OCGT,2050,7,17,18,0.0,0.0
142,BE_OCGT,2050,7,19,20,0.0,0.0
143,BE_OCGT,2050,7,21,22,0.0,27.729279999999996
144,BE_OCGT,2050,7,23,24,0.0,16.26964
145,BE_OCGT,2050,8,1,2,-0.0,-0.0
146,BE_OCGT,2050,8,3,4,0.0,0.0
147,BE_OCGT,2050,8,5,6,0.0,0.0
148,BE_OCGT,2050,8,7,8,0.0,0.0
149,BE_OCGT,2050,8,9,10,0.0,0.0
150,BE_OCGT,2050,8,11,12,0.0,0.0
151,BE_OCGT,2050,8,13,14,0.0,0.0
152,BE_OCGT,2050,8,15,16,0.0,0.0
153,BE_OCGT,2050,8,17,18,0.0,0.0
154,BE_OCGT,2050,8,19,20,0.0,0.0
155,BE_OCGT,2050,8,21,22,0.0,0.0
156,BE_OCGT,2050,8,23,24,0.0,0.0
157,BE_OCGT,2050,9,1,2,-0.0,-0.0
158,BE_OCGT,2050,9,3,4,0.0,0.0
159,BE_OCGT,2050,9,5,6,0.0,0.0
160,BE_OCGT,2050,9,7,8,0.0,0.0
161,BE_OCGT,2050,9,9,10,0.0,0.0
162,BE_OCGT,2050,9,11,12,0.0,0.0
163,BE_OCGT,2050,9,13,14,0.0,0.0
164,BE_OCGT,2050,9,15,16,0.0,0.0
165,BE_OCGT,2050,9,17,18,0.0,0.0
166,BE_OCGT,2050,9,19,20,0.0,0.0
167,BE_OCGT,2050,9,21,22,0.0,0.0
168,BE_OCGT,2050,9,23,24,0.0,0.0
169,BE_OCGT,2050,10,1,2,-0.0,-0.0
170,BE_OCGT,2050,10,3,4,0.0,20.22712
171,BE_OCGT,2050,10,5,6,0.0,0.0
172,BE_OCGT,2050,10,7,8,-15.522502383999992,0.0
173,BE_OCGT,2050,10,9,10,-23.78962238399997,0.0
174,BE_OCGT,2050,10,11,12,-38.036742383999965,0.0
175,BE_OCGT,2050,10,13,14,0.0,0.0
176,BE_OCGT,2050,10,15,16,0.0,0.0
177,BE_OCGT,2050,10,17,18,0.0,0.0
178,BE_OCGT,2050,10,19,20,0.0,0.0
179,BE_OCGT,2050,10,21,22,0.0,34.474239999999995
180,BE_OCGT,2050,10,23,24,0.0,20.22712
181,BE_Gas,2050,1,1,2,-0.0,-0.0
182,BE_Gas,2050,1,3,4,0.0,0.0
183,BE_Gas,2050,1,5,6,-16.930017052,0.0
184,BE_Gas,2050,1,7,8,-30.12005115599999,0.0
185,BE_Gas,2050,1,9,10,0.0,0.0
186,BE_Gas,2050,1,11,12,0.0,30.120051156
187,BE_Gas,2050,1,13,14,0.0,20.080034104
188,BE_Gas,2050,1,15,16,0.0,10.040017052
189,BE_Gas,2050,1,17,18,0.0,0.0
190,BE_Gas,2050,1,19,20,0.0,0.0
191,BE_Gas,2050,1,21,22,0.0,0.0
192,BE_Gas,2050,1,23,24,0.0,0.0
193,BE_Gas,2050,2,1,2,-0.0,-0.0
194,BE_Gas,2050,2,3,4,0.0,0.0
195,BE_Gas,2050,2,5,6,0.0,0.0
196,BE_Gas,2050,2,7,8,0.0,0.0
197,BE_Gas,2050,2,9,10,0.0,0.0
198,BE_Gas,2050,2,11,12,0.0,0.0
199,BE_Gas,2050,2,13,14,0.0,0.0
200,BE_Gas,2050,2,15,16,0.0,0.0
201,BE_Gas,2050,2,17,18,0.0,0.0
202,BE_Gas,2050,2,19,20,0.0,0.0
203,BE_Gas,2050,2,21,22,0.0,0.0
204,BE_Gas,2050,2,23,24,0.0,0.0
205,BE_Gas,2050,3,1,2,-0.0,-0.0
206,BE_Gas,2050,3,3,4,0.0,0.0
207,BE_Gas,2050,3,5,6,0.0,0.0
208,BE_Gas,2050,3,7,8,0.0,0.0
209,BE_Gas,2050,3,9,10,0.0,0.0
210,BE_Gas,2050,3,11,12,0.0,0.0
211,BE_Gas,2050,3,13,14,0.0,0.0
212,BE_Gas,2050,3,15,16,0.0,0.0
213,BE_Gas,2050,3,17,18,0.0,0.0
214,BE_Gas,2050,3,19,20,0.0,0.0
215,BE_Gas,2050,3,21,22,0.0,0.0
216,BE_Gas,2050,3,23,24,0.0,0.0
217,BE_Gas,2050,4,1,2,-0.0,-0.0
218,BE_Gas,2050,4,3,4,0.0,0.0
219,BE_Gas,2050,4,5,6,0.0,0.0
220,BE_Gas,2050,4,7,8,0.0,0.0
221,BE_Gas,2050,4,9,10,0.0,0.0
222,BE_Gas,2050,4,11,12,0.0,0.0
223,BE_Gas,2050,4,13,14,0.0,0.0
224,BE_Gas,2050,4,15,16,0.0,0.0
225,BE_Gas,2050,4,17,18,0.0,0.0
226,BE_Gas,2050,4,19,20,0.0,0.0
227,BE_Gas,2050,4,21,22,0.0,0.0
228,BE_Gas,2050,4,23,24,0.0,0.0
229,BE_Gas,2050,5,1,2,-0.0,-0.0
230,BE_Gas,2050,5,3,4,0.0,0.0
231,BE_Gas,2050,5,5,6,0.0,0.0
232,BE_Gas,2050,5,7,8,0.0,0.0
233,BE_Gas,2050,5,9,10,0.0,0.0
234,BE_Gas,2050,5,11,12,0.0,0.0
235,BE_Gas,2050,5,13,14,0.0,0.0
236,BE_Gas,2050,5,15,16,0.0,0.0
237,BE_Gas,2050,5,17,18,0.0,0.0
238,BE_Gas,2050,5,19,20,0.0,0.0
239,BE_Gas,2050,5,21,22,0.0,0.0
240,BE_Gas,2050,5,23,24,0.0,0.0
241,BE_Gas,2050,6,1,2,-0.0,-0.0
242,BE_Gas,2050,6,3,4,0.0,0.0
243,BE_Gas,2050,6,5,6,0.0,0.0
244,BE_Gas,2050,6,7,8,0.0,0.0
245,BE_Gas,2050,6,9,10,0.0,0.0
246,BE_Gas,2050,6,11,12,0.0,0.0
247,BE_Gas,2050,6,13,14,0.0,0.0
248,BE_Gas,2050,6,15,16,0.0,0.0
249,BE_Gas,2050,6,17,18,0.0,0.0
250,BE_Gas,2050,6,19,20,0.0,0.0
251,BE_Gas,2050,6,21,22,0.0,0.0
252,BE_Gas,2050,6,23,24,0.0,0.0
253,BE_Gas,2050,7,1,2,-0.0,-0.0
254,BE_Gas,2050,7,3,4,-11.819068508,0.0
255,BE_Gas,2050,7,5,6,-18.828137016,0.0
256,BE_Gas,2050,7,7,8,0.0,0.0
257,BE_Gas,2050,7,9,10,0.0,0.0
258,BE_Gas,2050,7,11,12,0.0,0.0
259,BE_Gas,2050,7,13,14,0.0,0.0
260,BE_Gas,2050,7,15,16,0.0,0.0
261,BE_Gas,2050,7,17,18,0.0,0.0
262,BE_Gas,2050,7,19,20,0.0,0.0
263,BE_Gas,2050,7,21,22,0.0,18.828137016
264,BE_Gas,2050,7,23,24,0.0,11.819068508
265,BE_Gas,2050,8,1,2,-0.0,-0.0
266,BE_Gas,2050,8,3,4,0.0,0.0
267,BE_Gas,2050,8,5,6,0.0,0.0
268,BE_Gas,2050,8,7,8,0.0,0.0
269,BE_Gas,2050,8,9,10,0.0,0.0
270,BE_Gas,2050,8,11,12,0.0,0.0
271,BE_Gas,2050,8,13,14,0.0,0.0
272,BE_Gas,2050,8,15,16,0.0,0.0
273,BE_Gas,2050,8,17,18,0.0,0.0
274,BE_Gas,2050,8,19,20,0.0,0.0
275,BE_Gas,2050,8,21,22,0.0,0.0
276,BE_Gas,2050,8,23,24,0.0,0.0
277,BE_Gas,2050,9,1,2,-0.0,-0.0
278,BE_Gas,2050,9,3,4,0.0,0.0
279,BE_Gas,2050,9,5,6,0.0,0.0
280,BE_Gas,2050,9,7,8,0.0,0.0
281,BE_Gas,2050,9,9,10,0.0,0.0
282,BE_Gas,2050,9,11,12,0.0,0.0
283,BE_Gas,2050,9,13,14,0.0,0.0
284,BE_Gas,2050,9,15,16,0.0,0.0
285,BE_Gas,2050,9,17,18,0.0,0.0
286,BE_Gas,2050,9,19,20,0.0,0.0
287,BE_Gas,2050,9,21,22,0.0,0.0
288,BE_Gas,2050,9,23,24,0.0,0.0
289,BE_Gas,2050,10,1,2,-0.0,-0.0
290,BE_Gas,2050,10,3,4,0.0,14.693977064
291,BE_Gas,2050,10,5,6,0.0,0.0
292,BE_Gas,2050,10,7,8,-14.693977063999995,0.0
293,BE_Gas,2050,10,9,10,-17.427954127999968,0.0
294,BE_Gas,2050,10,11,12,-26.14193119199996,0.0
295,BE_Gas,2050,10,13,14,0.0,0.0
296,BE_Gas,2050,10,15,16,0.0,0.0
297,BE_Gas,2050,10,17,18,0.0,0.0
298,BE_Gas,2050,10,19,20,0.0,0.0
299,BE_Gas,2050,10,21,22,0.0,23.407954128
300,BE_Gas,2050,10,23,24,0.0,14.693977064
301,BG_Coal,2050,1,1,24,-0.0,-0.0
302,BG_Coal,2050,2,1,24,-0.0,-0.0
303,BG_Coal,2050,3,1,24,-0.0,-0.0
304,BG_Coal,2050,4,1,24,-0.0,-0.0
305,BG_Coal,2050,5,1,24,-0.0,-0.0
306,BG_Coal,2050,6,1,24,-0.0,-0.0
307,BG_Coal,2050,7,1,24,-0.0,-0.0
308,BG_Coal,2050,8,1,24,-0.0,-0.0
309,BG_Coal,2050,9,1,24,-0.0,-0.0
310,BG_Coal,2050,10,1,24,-0.0,-0.0
311,BG_Gas,2050,1,1,24,-0.0,-0.0
312,BG_Gas,2050,2,1,24,-0.0,-0.0
313,BG_Gas,2050,3,1,24,-0.0,-0.0
314,BG_Gas,2050,4,1,24,-0.0,-0.0
315,BG_Gas,2050,5,1,24,-0.0,-0.0
316,BG_Gas,2050,6,1,24,-0.0,-0.0
317,BG_Gas,2050,7,1,24,-0.0,-0.0
318,BG_Gas,2050,8,1,24,-0.0,-0.0
319,BG_Gas,2050,9,1,24,-0.0,-0.0
320,BG_Gas,2050,10,1,24,-0.0,-0.0
321,BG_Nuclear,2050,1,1,24,-0.0,-0.0
322,BG_Nuclear,2050,2,1,24,-0.0,-0.0
323,BG_Nuclear,2050,3,1,24,-0.0,-0.0
324,BG_Nuclear,2050,4,1,24,-0.0,-0.0
325,BG_Nuclear,2050,5,1,24,-0.0,-0.0
326,BG_Nuclear,2050,6,1,24,-0.0,-0.0
327,BG_Nuclear,2050,7,1,24,-0.0,-0.0
328,BG_Nuclear,2050,8,1,24,-0.0,-0.0
329,BG_Nuclear,2050,9,1,24,-0.0,-0.0
330,BG_Nuclear,2050,10,1,24,-0.0,-0.0
331,BG_OCGT,2050,1,1,24,-0.0,-0.0
332,BG_OCGT,2050,2,1,24,-0.0,-0.0
333,BG_OCGT,2050,3,1,24,-0.0,-0.0
334,BG_OCGT,2050,4,1,24,-0.0,-0.0
335,BG_OCGT,2050,5,1,24,-0.0,-0.0
336,BG_OCGT,2050,6,1,24,-0.0,-0.0
337,BG_OCGT,2050,7,1,24,-0.0,-0.0
338,BG_OCGT,2050,8,1,24,-0.0,-0.0
339,BG_OCGT,2050,9,1,24,-0.0,-0.0
340,BG_OCGT,2050,10,1,24,-0.0,-0.0
341,CH_Nuclear,2050,1,1,4,-0.0,-0.0
342,CH_Nuclear,2050,1,5,8,0.0,0.0
343,CH_Nuclear,2050,1,9,12,0.0,0.0
344,CH_Nuclear,2050,1,13,16,0.0,0.0
345,CH_Nuclear,2050,1,17,20,0.0,0.0
346,CH_Nuclear,2050,1,21,24,0.0,0.0
347,CH_Nuclear,2050,2,1,4,-0.0,-0.0
348,CH_Nuclear,2050,2,5,8,0.0,0.0
349,CH_Nuclear,2050,2,9,12,0.0,0.0
350,CH_Nuclear,2050,2,13,16,0.0,0.0
351,CH_Nuclear,2050,2,17,20,0.0,0.0
352,CH_Nuclear,2050,2,21,24,0.0,0.0
353,CH_Nuclear,2050,3,1,4,-0.0,-0.0
354,CH_Nuclear,2050,3,5,8,0.0,0.0
355,CH_Nuclear,2050,3,9,12,0.0,0.0
356,CH_Nuclear,2050,3,13,16,0.0,0.0
357,CH_Nuclear,2050,3,17,20,0.0,0.0
358,CH_Nuclear,2050,3,21,24,0.0,0.0
359,CH_Nuclear,2050,4,1,4,-0.0,-0.0
360,CH_Nuclear,2050,4,5,8,0.0,0.0
361,CH_Nuclear,2050,4,9,12,0.0,0.0
362,CH_Nuclear,2050,4,13,16,0.0,0.0
363,CH_Nuclear,2050,4,17,20,0.0,0.0
364,CH_Nuclear,2050,4,21,24,0.0,0.0
365,CH_Nuclear,2050,5,1,4,-0.0,-0.0
366,CH_Nuclear,2050,5,5,8,0.0,0.0
367,CH_Nuclear,2050,5,9,12,0.0,0.0
368,CH_Nuclear,2050,5,13,16,0.0,0.0
369,CH_Nuclear,2050,5,17,20,0.0,0.0
370,CH_Nuclear,2050,5,21,24,0.0,0.0
371,CH_Nuclear,2050,6,1,4,-0.0,-0.0
372,CH_Nuclear,2050,6,5,8,0.0,0.0
373,CH_Nuclear,2050,6,9,12,0.0,0.0
374,CH_Nuclear,2050,6,13,16,0.0,0.0
375,CH_Nuclear,2050,6,17,20,0.0,0.0
376,CH_Nuclear,2050,6,21,24,0.0,0.0
377,CH_Nuclear,2050,7,1,4,-0.0,-0.0
378,CH_Nuclear,2050,7,5,8,0.0,0.0
379,CH_Nuclear,2050,7,9,12,0.0,0.0
380,CH_Nuclear,2050,7,13,16,0.0,0.0
381,CH_Nuclear,2050,7,17,20,0.0,0.0
382,CH_Nuclear,2050,7,21,24,0.0,0.0
383,CH_Nuclear,2050,8,1,4,-0.0,-0.0
384,CH_Nuclear,2050,8,5,8,0.0,0.0
385,CH_Nuclear,2050,8,9,12,0.0,0.0
386,CH_Nuclear,2050,8,13,16,0.0,0.0
387,CH_Nuclear,2050,8,17,20,0.0,0.0
388,CH_Nuclear,2050,8,21,24,0.0,0.0
389,CH_Nuclear,2050,9,1,4,-0.0,-0.0
390,CH_Nuclear,2050,9,5,8,0.0,0.0
391,CH_Nuclear,2050,9,9,12,0.0,0.0
392,CH_Nuclear,2050,9,13,16,0.0,0.0
393,CH_Nuclear,2050,9,17,20,0.0,0.0
394,CH_Nuclear,2050,9,21,24,0.0,0.0
395,CH_Nuclear,2050,10,1,4,-0.0,-0.0
396,CH_Nuclear,2050,10,5,8,0.0,0.0
397,CH_Nuclear,2050,10,9,12,0.0,0.0
398,CH_Nuclear,2050,10,13,16,0.0,0.0
399,CH_Nuclear,2050,10,17,20,0.0,0.0
400,CH_Nuclear,2050,10,21,24,0.0,0.0
401,CY_Gas,2050,1,1,24,-0.0,-0.0
402,CY_Gas,2050,2,1,24,-0.0,-0.0
403,CY_Gas,2050,3,1,24,-0.0,-0.0
404,CY_Gas,2050,4,1,24,-0.0,-0.0
405,CY_Gas,2050,5,1,24,-0.0,-0.0
406,CY_Gas,2050,6,1,24,-0.0,-0.0
407,CY_Gas,2050,7,1,24,-0.0,-0.0
408,CY_Gas,2050,8,1,24,-0.0,-0.0
409,CY_Gas,2050,9,1,24,-0.0,-0.0
410,CY_Gas,2050,10,1,24,-0.0,-0.0
411,CZ_Coal,2050,1,1,4,-0.0,-0.0
412,CZ_Coal,2050,1,5,8,0.0,0.0
413,CZ_Coal,2050,1,9,12,0.0,0.0
414,CZ_Coal,2050,1,13,16,0.0,0.0
415,CZ_Coal,2050,1,17,20,0.0,0.0
416,CZ_Coal,2050,1,21,24,0.0,0.0
417,CZ_Coal,2050,2,1,4,-0.0,-0.0
418,CZ_Coal,2050,2,5,8,0.0,0.0
419,CZ_Coal,2050,2,9,12,0.0,0.0
420,CZ_Coal,2050,2,13,16,0.0,0.0
421,CZ_Coal,2050,2,17,20,0.0,0.0
422,CZ_Coal,2050,2,21,24,0.0,0.0
423,CZ_Coal,2050,3,1,4,-0.0,-0.0
424,CZ_Coal,2050,3,5,8,0.0,0.0
425,CZ_Coal,2050,3,9,12,0.0,0.0
426,CZ_Coal,2050,3,13,16,0.0,0.0
427,CZ_Coal,2050,3,17,20,0.0,0.0
428,CZ_Coal,2050,3,21,24,0.0,0.0
429,CZ_Coal,2050,4,1,4,-0.0,-0.0
430,CZ_Coal,2050,4,5,8,0.0,0.0
431,CZ_Coal,2050,4,9,12,0.0,0.0
432,CZ_Coal,2050,4,13,16,0.0,0.0
433,CZ_Coal,2050,4,17,20,0.0,0.0
434,CZ_Coal,2050,4,21,24,0.0,0.0
435,CZ_Coal,2050,5,1,4,-0.0,-0.0
436,CZ_Coal,2050,5,5,8,0.0,0.0
437,CZ_Coal,2050,5,9,12,0.0,0.0
438,CZ_Coal,2050,5,13,16,0.0,0.0
439,CZ_Coal,2050,5,17,20,0.0,0.0
440,CZ_Coal,2050,5,21,24,0.0,0.0
441,CZ_Coal,2050,6,1,4,-0.0,-0.0
442,CZ_Coal,2050,6,5,8,0.0,0.0
443,CZ_Coal,2050,6,9,12,0.0,0.0
444,CZ_Coal,2050,6,13,16,0.0,0.0
445,CZ_Coal,2050,6,17,20,0.0,0.0
446,CZ_Coal,2050,6,21,24,0.0,0.0
447,CZ_Coal,2050,7,1,4,-0.0,-0.0
448,CZ_Coal,2050,7,5,8,0.0,0.0
449,CZ_Coal,2050,7,9,12,0.0,0.0
450,CZ_Coal,2050,7,13,16,0.0,0.0
451,CZ_Coal,2050,7,17,20,0.0,0.0
452,CZ_Coal,2050,7,21,24,0.0,0.0
453,CZ_Coal,2050,8,1,4,-0.0,-0.0
454,CZ_Coal,2050,8,5,8,0.0,0.0
455,CZ_Coal,2050,8,9,12,0.0,0.0
456,CZ_Coal,2050,8,13,16,0.0,0.0
457,CZ_Coal,2050,8,17,20,0.0,0.0
458,CZ_Coal,2050,8,21,24,0.0,0.0
459,CZ_Coal,2050,9,1,4,-0.0,-0.0
460,CZ_Coal,2050,9,5,8,0.0,0.0
461,CZ_Coal,2050,9,9,12,0.0,0.0
462,CZ_Coal,2050,9,13,16,0.0,0.0
463,CZ_Coal,2050,9,17,20,0.0,0.0
464,CZ_Coal,2050,9,21,24,0.0,0.0
465,CZ_Coal,2050,10,1,4,-0.0,-0.0
466,CZ_Coal,2050,10,5,8,0.0,0.0
467,CZ_Coal,2050,10,9,12,0.0,0.0
468,CZ_Coal,2050,10,13,16,0.0,0.0
469,CZ_Coal,2050,10,17,20,0.0,0.0
470,CZ_Coal,2050,10,21,24,0.0,0.0
471,CZ_Gas,2050,1,1,4,-0.0,-0.0
472,CZ_Gas,2050,1,5,8,0.0,0.0
473,CZ_Gas,2050,1,9,12,0.0,0.0
474,CZ_Gas,2050,1,13,16,0.0,0.0
475,CZ_Gas,2050,1,17,20,0.0,0.0
476,CZ_Gas,2050,1,21,24,0.0,0.0
477,CZ_Gas,2050,2,1,4,-0.0,-0.0
478,CZ_Gas,2050,2,5,8,0.0,0.0
479,CZ_Gas,2050,2,9,12,0.0,0.0
480,CZ_Gas,2050,2,13,16,0.0,0.0
481,CZ_Gas,2050,2,17,20,0.0,0.0
482,CZ_Gas,2050,2,21,24,0.0,0.0
483,CZ_Gas,2050,3,1,4,-0.0,-0.0
484,CZ_Gas,2050,3,5,8,0.0,0.0
485,CZ_Gas,2050,3,9,12,0.0,0.0
486,CZ_Gas,2050,3,13,16,0.0,0.0
487,CZ_Gas,2050,3,17,20,0.0,0.0
488,CZ_Gas,2050,3,21,24,0.0,0.0
489,CZ_Gas,2050,4,1,4,-0.0,-0.0
490,CZ_Gas,2050,4,5,8,0.0,0.0
491,CZ_Gas,2050,4,9,12,0.0,0.0
492,CZ_Gas,2050,4,13,16,0.0,0.0
493,CZ_Gas,2050,4,17,20,0.0,0.0
494,CZ_Gas,2050,4,21,24,0.0,0.0
495,CZ_Gas,2050,5,1,4,-0.0,-0.0
496,CZ_Gas,2050,5,5,8,0.0,0.0
497,CZ_Gas,2050,5,9,12,0.0,0.0
498,CZ_Gas,2050,5,13,16,0.0,0.0
499,CZ_Gas,2050,5,17,20,0.0,0.0
500,CZ_Gas,2050,5,21,24,0.0,0.0
501,CZ_Gas,2050,6,1,4,-0.0,-0.0
502,CZ_Gas,2050,6,5,8,0.0,0.0
503,CZ_Gas,2050,6,9,12,0.0,0.0
504,CZ_Gas,2050,6,13,16,0.0,0.0
505,CZ_Gas,2050,6,17,20,0.0,0.0
506,CZ_Gas,2050,6,21,24,0.0,0.0
507,CZ_Gas,2050,7,1,4,-0.0,-0.0
508,CZ_Gas,2050,7,5,8,0.0,0.0
509,CZ_Gas,2050,7,9,12,0.0,0.0
510,CZ_Gas,2050,7,13,16,0.0,0.0
511,CZ_Gas,2050,7,17,20,0.0,0.0
512,CZ_Gas,2050,7,21,24,0.0,0.0
513,CZ_Gas,2050,8,1,4,-0.0,-0.0
514,CZ_Gas,2050,8,5,8,0.0,0.0
515,CZ_Gas,2050,8,9,12,0.0,0.0
516,CZ_Gas,2050,8,13,16,0.0,0.0
517,CZ_Gas,2050,8,17,20,0.0,0.0
518,CZ_Gas,2050,8,21,24,0.0,0.0
519,CZ_Gas,2050,9,1,4,-0.0,-0.0
520,CZ_Gas,2050,9,5,8,0.0,0.0
521,CZ_Gas,2050,9,9,12,0.0,0.0
522,CZ_Gas,2050,9,13,16,0.0,0.0
523,CZ_Gas,2050,9,17,20,0.0,0.0
524,CZ_Gas,2050,9,21,24,0.0,0.0
525,CZ_Gas,2050,10,1,4,-0.0,-0.0
526,CZ_Gas,2050,10,5,8,0.0,0.0
527,CZ_Gas,2050,10,9,12,0.0,0.0
528,CZ_Gas,2050,10,13,16,0.0,0.0
529,CZ_Gas,2050,10,17,20,0.0,0.0
530,CZ_Gas,2050,10,21,24,0.0,0.0
531,CZ_Nuclear,2050,1,1,4,-0.0,-0.0
532,CZ_Nuclear,2050,1,5,8,0.0,0.0
533,CZ_Nuclear,2050,1,9,12,0.0,0.0
534,CZ_Nuclear,2050,1,13,16,0.0,0.0
535,CZ_Nuclear,2050,1,17,20,0.0,0.0
536,CZ_Nuclear,2050,1,21,24,0.0,0.0
537,CZ_Nuclear,2050,2,1,4,-0.0,-0.0
