id,asset,year,rep_period,time_block_start,time_block_end,dual_max_ramp_up_with_unit_commitment,dual_max_ramp_down_with_unit_commitment
1,AT_Gas,2050,1,1,4,-0.0,-0.0
2,AT_Gas,2050,1,5,8,0.0,0.0
3,AT_Gas,2050,1,9,12,0.0,0.0
4,AT_Gas,2050,1,13,16,0.0,0.0
5,AT_Gas,2050,1,17,20,0.0,0.0
6,AT_Gas,2050,1,21,24,0.0,0.0
7,AT_Gas,2050,2,1,4,-0.0,-0.0
8,AT_Gas,2050,2,5,8,0.0,0.0
9,AT_Gas,2050,2,9,12,0.0,0.0
10,AT_Gas,2050,2,13,16,0.0,0.0
11,AT_Gas,2050,2,17,20,0.0,0.0
12,AT_Gas,2050,2,21,24,0.0,0.0
13,AT_Gas,2050,3,1,4,-0.0,-0.0
14,AT_Gas,2050,3,5,8,0.0,0.0
15,AT_Gas,2050,3,9,12,0.0,0.0
16,AT_Gas,2050,3,13,16,0.0,0.0
17,AT_Gas,2050,3,17,20,0.0,0.0
18,AT_Gas,2050,3,21,24,0.0,0.0
19,AT_Gas,2050,4,1,4,-0.0,-0.0
20,AT_Gas,2050,4,5,8,0.0,0.0
21,AT_Gas,2050,4,9,12,0.0,0.0
22,AT_Gas,2050,4,13,16,0.0,0.0
23,AT_Gas,2050,4,17,20,0.0,0.0
24,AT_Gas,2050,4,21,24,0.0,0.0
25,AT_Gas,2050,5,1,4,-0.0,-0.0
26,AT_Gas,2050,5,5,8,0.0,0.0
27,AT_Gas,2050,5,9,12,0.0,0.0
28,AT_Gas,2050,5,13,16,0.0,0.0
29,AT_Gas,2050,5,17,20,0.0,0.0
