6.2367224856604904e7;2.206800655765488e6;407930.490946149;6.016042420083941e7;1.1959983844706943e7
6.236738790703553e7;2.2067762175200195e6;407906.0527006809;6.016061168951551e7;1.194969155128836e7
6.236787812114259e7;2.2067762175200195e6;407906.05270068074;6.016110190362255e7;1.195485760204506e7
6.2367984132115826e7;2.2067762175200195e6;407906.0527006809;6.016120791459579e7;1.1955602714823822e7
6.236737824440499e7;2.2067762175200195e6;407906.052700681;6.016060202688497e7;1.1956455249661075e7
6.236756668852653e7;2.2068167766000195e6;407946.61178068083;6.016074991192651e7;1.1945479214215696e7
6.236752077299574e7;2.2068167766000195e6;407946.61178068095;6.01607039963957e7;1.1952928303075448e7
6.236676494996196e7;2.2067762175200195e6;407906.0527006808;6.015998873244196e7;1.1951124490506208e7
6.236674183136424e7;2.206800655765488e6;407930.49094614905;6.0159941175598755e7;1.1942250656568248e7
6.236761326385566e7;2.2067762175200195e6;407906.052700681;6.016083704633564e7;1.1948478036662636e7
