asset,capacity,capacity_storage_energy,consumer_balance_sense,discount_rate,economic_lifetime,energy_to_power_ratio,group,investment_integer,investment_integer_storage_energy,investment_method,is_seasonal,max_ramp_down,max_ramp_up,min_operating_point,ramping,storage_method_energy,technical_lifetime,type,unit_commitment,unit_commitment_integer,unit_commitment_method,use_binary_storage_method
CZ_Hydro,953.0,0.0,,0.0,1.0,0,,false,false,none,false,,,,,false,1.0,producer,,,,
CZ_Nuclear,6983.0,0.0,,0.0,1.0,0,,false,false,none,false,0.3,0.3,0.25,true,false,1.0,producer,true,true,basic,
CZ_Coal,0.0,0.0,,0.0,1.0,0,,false,false,none,false,0.5,0.5,0.25,true,false,1.0,producer,true,true,basic,
CZ_Gas,2613.0,0.0,,0.0,1.0,0,,false,false,none,false,0.1,0.1,0.25,true,false,1.0,producer,true,true,basic,
PL_E_ENS,33646.76534,0.0,,0.0,1.0,0,,false,false,none,false,,,,,false,1.0,producer,,,,
PL_Wind_Onshore,62000.0,0.0,,0.0,1.0,0,,true,false,simple,false,,,,,false,1.0,producer,,,,
PL_Wind_Offshore,10900.0,0.0,,0.0,1.0,0,,true,false,simple,false,,,,,false,1.0,producer,,,,
PL_Solar,54303.0,0.0,,0.0,1.0,0,,true,false,simple,false,,,,,false,1.0,producer,,,,
PL_Hydro,794.0,0.0,,0.0,1.0,0,,false,false,none,false,,,,,false,1.0,producer,,,,
PL_Coal,2496.0,0.0,,0.0,1.0,0,,false,false,none,false,0.5,0.5,0.25,true,false,1.0,producer,true,true,basic,
PL_Gas,8223.0,0.0,,0.0,1.0,0,,false,false,none,false,0.1,0.1,0.25,true,false,1.0,producer,true,true,basic,
SE_E_ENS,30500.3913,0.0,,0.0,1.0,0,,false,false,none,false,,,,,false,1.0,producer,,,,
SE_Wind_Onshore,49100.0,0.0,,0.0,1.0,0,,true,false,simple,false,,,,,false,1.0,producer,,,,
SE_Wind_Offshore,14600.0,0.0,,0.0,1.0,0,,true,false,simple,false,,,,,false,1.0,producer,,,,
SE_Solar,46500.0,0.0,,0.0,1.0,0,,true,false,simple,false,,,,,false,1.0,producer,,,,
SE_Nuclear,11600.0,0.0,,0.0,1.0,0,,false,false,none,false,0.3,0.3,0.25,true,false,1.0,producer,true,true,basic,
SE_Gas,0.0,0.0,,0.0,1.0,0,,false,false,none,false,0.1,0.1,0.25,true,false,1.0,producer,true,true,basic,
SE_OCGT,97.0,0.0,,0.0,1.0,0,,false,false,none,false,0.1,0.1,0.25,true,false,1.0,producer,true,true,basic,
NO_E_ENS,30109.65055,0.0,,0.0,1.0,0,,false,false,none,false,,,,,false,1.0,producer,,,,
NO_Wind_Onshore,6924.0,0.0,,0.0,1.0,0,,true,false,simple,false,,,,,false,1.0,producer,,,,
NO_Wind_Offshore,9947.0,0.0,,0.0,1.0,0,,true,false,simple,false,,,,,false,1.0,producer,,,,
NO_Solar,11940.0,0.0,,0.0,1.0,0,,true,false,simple,false,,,,,false,1.0,producer,,,,
ES_E_ENS,47849.08992,0.0,,0.0,1.0,0,,false,false,none,false,,,,,false,1.0,producer,,,,
ES_Wind_Onshore,99549.0,0.0,,0.0,1.0,0,,true,false,simple,false,,,,,false,1.0,producer,,,,
ES_Wind_Offshore,5711.0,0.0,,0.0,1.0,0,,true,false,simple,false,,,,,false,1.0,producer,,,,
ES_Solar,148297.0,0.0,,0.0,1.0,0,,true,false,simple,false,,,,,false,1.0,producer,,,,
ES_Hydro,14839.0,0.0,,0.0,1.0,0,,false,false,none,false,,,,,false,1.0,producer,,,,
ES_Nuclear,0.0,0.0,,0.0,1.0,0,,false,false,none,false,0.3,0.3,0.25,true,false,1.0,producer,true,true,basic,
ES_Gas,14920.0,0.0,,0.0,1.0,0,,false,false,none,false,0.1,0.1,0.25,true,false,1.0,producer,true,true,basic,
PT_E_ENS,18910.67469,0.0,,0.0,1.0,0,,false,false,none,false,,,,,false,1.0,producer,,,,
PT_Wind_Onshore,13000.0,0.0,,0.0,1.0,0,,true,false,simple,false,,,,,false,1.0,producer,,,,
PT_Wind_Offshore,9978.0,0.0,,0.0,1.0,0,,true,false,simple,false,,,,,false,1.0,producer,,,,
PT_Solar,29000.0,0.0,,0.0,1.0,0,,true,false,simple,false,,,,,false,1.0,producer,,,,
PT_Hydro,4271.0,0.0,,0.0,1.0,0,,false,false,none,false,,,,,false,1.0,producer,,,,
PT_Gas,0.0,0.0,,0.0,1.0,0,,false,false,none,false,0.1,0.1,0.25,true,false,1.0,producer,true,true,basic,
IT_E_ENS,71136.5182,0.0,,0.0,1.0,0,,false,false,none,false,,,,,false,1.0,producer,,,,
