id,asset,year,rep_period,time_block_start,time_block_end,dual_max_output_flows_limit_simple_method
64789,SI_OCGT,2050,10,13,13,0.0
64790,SI_OCGT,2050,10,14,14,0.0
64791,SI_OCGT,2050,10,15,15,0.0
64792,SI_OCGT,2050,10,16,16,0.0
64793,SI_OCGT,2050,10,17,17,0.0
64794,SI_OCGT,2050,10,18,18,0.0
64795,SI_OCGT,2050,10,19,19,0.0
64796,SI_OCGT,2050,10,20,20,0.0
64797,SI_OCGT,2050,10,21,21,0.0
64798,SI_OCGT,2050,10,22,22,0.0
64799,SI_OCGT,2050,10,23,23,0.0
64800,SI_OCGT,2050,10,24,24,0.0
64801,SI_Solar,2050,1,1,1,-1.7225000000000004
64802,SI_Solar,2050,1,2,2,-1.7225000000000004
64803,SI_Solar,2050,1,3,3,-1.7225000000000004
64804,SI_Solar,2050,1,4,4,-1.7225000000000004
64805,SI_Solar,2050,1,5,5,-1.7225000000000004
64806,SI_Solar,2050,1,6,6,-1.7225000000000004
64807,SI_Solar,2050,1,7,7,-1.7225000000000004
64808,SI_Solar,2050,1,8,8,-0.6094999999999992
64809,SI_Solar,2050,1,9,9,-0.46664843750000035
64810,SI_Solar,2050,1,10,10,0.0
64811,SI_Solar,2050,1,11,11,0.0
64812,SI_Solar,2050,1,12,12,0.0
64813,SI_Solar,2050,1,13,13,0.0
64814,SI_Solar,2050,1,14,14,0.0
64815,SI_Solar,2050,1,15,15,0.0
64816,SI_Solar,2050,1,16,16,0.0
64817,SI_Solar,2050,1,17,17,-0.0
64818,SI_Solar,2050,1,18,18,-0.6095
64819,SI_Solar,2050,1,19,19,-1.7225000000000004
64820,SI_Solar,2050,1,20,20,-1.7225000000000004
64821,SI_Solar,2050,1,21,21,-1.7225000000000004
64822,SI_Solar,2050,1,22,22,-1.7225000000000004
64823,SI_Solar,2050,1,23,23,-1.7225000000000004
64824,SI_Solar,2050,1,24,24,-1.7225000000000004
64825,SI_Solar,2050,2,1,1,-0.9377476190476184
64826,SI_Solar,2050,2,2,2,-0.9377476190476184
64827,SI_Solar,2050,2,3,3,-0.9377476190476184
64828,SI_Solar,2050,2,4,4,-0.9377476190476184
64829,SI_Solar,2050,2,5,5,-0.9377476190476184
64830,SI_Solar,2050,2,6,6,-0.9377476190476184
64831,SI_Solar,2050,2,7,7,-0.9377476190476184
64832,SI_Solar,2050,2,8,8,-0.9377476190476184
64833,SI_Solar,2050,2,9,9,-0.3795
64834,SI_Solar,2050,2,10,10,0.0
64835,SI_Solar,2050,2,11,11,0.0
64836,SI_Solar,2050,2,12,12,0.0
64837,SI_Solar,2050,2,13,13,0.0
64838,SI_Solar,2050,2,14,14,0.0
64839,SI_Solar,2050,2,15,15,0.0
64840,SI_Solar,2050,2,16,16,-0.0
64841,SI_Solar,2050,2,17,17,-0.0
64842,SI_Solar,2050,2,18,18,-0.9377476190476184
64843,SI_Solar,2050,2,19,19,-0.9377476190476184
64844,SI_Solar,2050,2,20,20,-0.9377476190476184
64845,SI_Solar,2050,2,21,21,-0.9377476190476184
64846,SI_Solar,2050,2,22,22,-0.9377476190476184
64847,SI_Solar,2050,2,23,23,-0.9377476190476184
64848,SI_Solar,2050,2,24,24,-0.9377476190476184
64849,SI_Solar,2050,3,1,1,-0.9425000000000002
64850,SI_Solar,2050,3,2,2,-0.9425000000000002
64851,SI_Solar,2050,3,3,3,-0.9424999999999999
64852,SI_Solar,2050,3,4,4,-0.9424999999999999
64853,SI_Solar,2050,3,5,5,-0.9424999999999999
64854,SI_Solar,2050,3,6,6,-0.9425000000000002
64855,SI_Solar,2050,3,7,7,-0.9425000000000002
64856,SI_Solar,2050,3,8,8,-0.9425000000000002
64857,SI_Solar,2050,3,9,9,-0.9424999999999999
64858,SI_Solar,2050,3,10,10,-0.9424999999999999
64859,SI_Solar,2050,3,11,11,-0.3335
64860,SI_Solar,2050,3,12,12,0.0
64861,SI_Solar,2050,3,13,13,0.0
64862,SI_Solar,2050,3,14,14,-0.0
64863,SI_Solar,2050,3,15,15,-0.7216015625000005
64864,SI_Solar,2050,3,16,16,-0.9425000000000002
64865,SI_Solar,2050,3,17,17,-0.9424999999999999
64866,SI_Solar,2050,3,18,18,-0.9424999999999999
64867,SI_Solar,2050,3,19,19,-0.9425000000000002
64868,SI_Solar,2050,3,20,20,-0.9425000000000002
64869,SI_Solar,2050,3,21,21,-0.9424999999999998
64870,SI_Solar,2050,3,22,22,-0.9425000000000002
64871,SI_Solar,2050,3,23,23,-0.9425
64872,SI_Solar,2050,3,24,24,-0.9425000000000002
64873,SI_Solar,2050,4,1,1,-0.7475000000000002
64874,SI_Solar,2050,4,2,2,-0.7475000000000002
64875,SI_Solar,2050,4,3,3,-0.7475000000000002
64876,SI_Solar,2050,4,4,4,-0.7475000000000002
64877,SI_Solar,2050,4,5,5,-0.7475000000000002
64878,SI_Solar,2050,4,6,6,-0.7475000000000002
64879,SI_Solar,2050,4,7,7,-0.7475000000000002
64880,SI_Solar,2050,4,8,8,-0.7475000000000002
64881,SI_Solar,2050,4,9,9,-0.7475000000000002
64882,SI_Solar,2050,4,10,10,-0.5723046875000002
64883,SI_Solar,2050,4,11,11,0.0
64884,SI_Solar,2050,4,12,12,-0.0
64885,SI_Solar,2050,4,13,13,-0.0
64886,SI_Solar,2050,4,14,14,-0.0
64887,SI_Solar,2050,4,15,15,-0.0
64888,SI_Solar,2050,4,16,16,-0.0
64889,SI_Solar,2050,4,17,17,-0.6348333333333327
64890,SI_Solar,2050,4,18,18,-0.7475000000000002
64891,SI_Solar,2050,4,19,19,-0.7475000000000002
64892,SI_Solar,2050,4,20,20,-0.7475000000000002
64893,SI_Solar,2050,4,21,21,-0.7475000000000002
64894,SI_Solar,2050,4,22,22,-0.7475000000000002
64895,SI_Solar,2050,4,23,23,-0.7475000000000002
64896,SI_Solar,2050,4,24,24,-0.7475000000000002
64897,SI_Solar,2050,5,1,1,-1.6781663241779043
64898,SI_Solar,2050,5,2,2,-1.6781663241779043
64899,SI_Solar,2050,5,3,3,-1.6781663241779043
64900,SI_Solar,2050,5,4,4,-1.6781663241779043
64901,SI_Solar,2050,5,5,5,-1.6781663241779043
64902,SI_Solar,2050,5,6,6,-1.6781663241779043
64903,SI_Solar,2050,5,7,7,-1.6781663241779043
64904,SI_Solar,2050,5,8,8,-1.6781663241779043
64905,SI_Solar,2050,5,9,9,-0.7368958333333364
64906,SI_Solar,2050,5,10,10,-0.0
64907,SI_Solar,2050,5,11,11,0.0
64908,SI_Solar,2050,5,12,12,0.0
64909,SI_Solar,2050,5,13,13,0.0
64910,SI_Solar,2050,5,14,14,0.0
64911,SI_Solar,2050,5,15,15,0.0
64912,SI_Solar,2050,5,16,16,-0.0
64913,SI_Solar,2050,5,17,17,-0.598
64914,SI_Solar,2050,5,18,18,-1.6781663241779043
64915,SI_Solar,2050,5,19,19,-1.6781663241779043
64916,SI_Solar,2050,5,20,20,-1.6781663241779043
64917,SI_Solar,2050,5,21,21,-1.6781663241779043
64918,SI_Solar,2050,5,22,22,-1.6781663241779043
64919,SI_Solar,2050,5,23,23,-1.6781663241779043
64920,SI_Solar,2050,5,24,24,-1.6781663241779043
64921,SI_Solar,2050,6,1,1,-0.5850000000000002
64922,SI_Solar,2050,6,2,2,-0.5850000000000002
64923,SI_Solar,2050,6,3,3,-0.5850000000000002
64924,SI_Solar,2050,6,4,4,-0.21738488439523693
64925,SI_Solar,2050,6,5,5,-0.21738488439523693
64926,SI_Solar,2050,6,6,6,-0.207
64927,SI_Solar,2050,6,7,7,-0.14041428571428557
64928,SI_Solar,2050,6,8,8,-0.01335379920118204
64929,SI_Solar,2050,6,9,9,-0.0
64930,SI_Solar,2050,6,10,10,0.0
64931,SI_Solar,2050,6,11,11,0.0
64932,SI_Solar,2050,6,12,12,0.0
64933,SI_Solar,2050,6,13,13,0.0
64934,SI_Solar,2050,6,14,14,0.0
64935,SI_Solar,2050,6,15,15,0.0
64936,SI_Solar,2050,6,16,16,-0.0
64937,SI_Solar,2050,6,17,17,-0.0
64938,SI_Solar,2050,6,18,18,-0.010224002513404998
64939,SI_Solar,2050,6,19,19,-0.207
64940,SI_Solar,2050,6,20,20,-0.5850000000000002
64941,SI_Solar,2050,6,21,21,-0.5850000000000002
64942,SI_Solar,2050,6,22,22,-0.5850000000000002
64943,SI_Solar,2050,6,23,23,-0.5335346250000002
64944,SI_Solar,2050,6,24,24,-0.5335346250000002
64945,SI_Solar,2050,7,1,1,-1.2025000000000001
64946,SI_Solar,2050,7,2,2,-1.2025000000000001
64947,SI_Solar,2050,7,3,3,-1.2025000000000001
64948,SI_Solar,2050,7,4,4,-1.2025000000000001
64949,SI_Solar,2050,7,5,5,-1.2025000000000001
64950,SI_Solar,2050,7,6,6,-1.2025000000000001
64951,SI_Solar,2050,7,7,7,-1.2025000000000001
64952,SI_Solar,2050,7,8,8,-1.2024999999999997
64953,SI_Solar,2050,7,9,9,-0.7756670786786511
64954,SI_Solar,2050,7,10,10,0.0
64955,SI_Solar,2050,7,11,11,0.0
64956,SI_Solar,2050,7,12,12,0.0
64957,SI_Solar,2050,7,13,13,0.0
64958,SI_Solar,2050,7,14,14,0.0
64959,SI_Solar,2050,7,15,15,0.0
64960,SI_Solar,2050,7,16,16,0.0
64961,SI_Solar,2050,7,17,17,-0.4384374999999998
64962,SI_Solar,2050,7,18,18,-1.2025000000000001
64963,SI_Solar,2050,7,19,19,-1.2025000000000001
64964,SI_Solar,2050,7,20,20,-1.2025000000000001
64965,SI_Solar,2050,7,21,21,-1.2025000000000001
64966,SI_Solar,2050,7,22,22,-1.2025000000000001
64967,SI_Solar,2050,7,23,23,-1.2025000000000001
64968,SI_Solar,2050,7,24,24,-1.2025000000000001
