6.311552655870181e7;2.2255661572500723e6;403350.53805881116;6.088996040145188e7;1.2222258208004322e7
6.311535174437976e7;2.2255661572500723e6;403350.5380588112;6.0889785587129794e7;1.22209925136128e7
6.311509382309012e7;2.2255661572500723e6;403350.5380588113;6.088952766584018e7;1.2225357972417649e7
6.3115219768506706e7;2.2255661572500723e6;403350.53805881133;6.088965361125674e7;1.222170542509497e7
6.3115354955276325e7;2.225568635524752e6;403353.01633349084;6.0889786319751695e7;1.2249717408597024e7
6.311535538074286e7;2.2255661572500723e6;403350.5380588112;6.0889789223492905e7;1.2222603585583067e7
6.311571683889706e7;2.2255661572500723e6;403350.5380588112;6.089015068164711e7;1.2225033687481105e7
6.311517123626333e7;2.2255661572500723e6;403350.5380588113;6.0889605079013415e7;1.2248781376905505e7
6.31151455544236e7;2.2255661572500723e6;403350.5380588112;6.088957939717362e7;1.2225826130785951e7
6.311497987635943e7;2.2255661572500723e6;403350.5380588112;6.088941371910949e7;1.2217717232754452e7
