6.2884070602994576e7;2.213553028982564e6;398782.8936293243;6.0670517574012004e7;1.2169561308261797e7
6.2883783691911414e7;2.213553028982564e6;398782.8936293243;6.067023066292884e7;1.2208027524172282e7
6.2884009270196475e7;2.213553028982564e6;398782.8936293243;6.0670456241213895e7;1.2197055022922745e7
6.2883927131513074e7;2.213553028982564e6;398782.8936293243;6.0670374102530494e7;1.217365465794956e7
6.2884198485343546e7;2.213553028982564e6;398782.8936293243;6.0670645456360966e7;1.2173010401928013e7
6.28836579627869e7;2.213553028982564e6;398782.8936293243;6.067010493380433e7;1.2196647306391163e7
6.288440277137429e7;2.213553028982564e6;398782.8936293243;6.06708497423917e7;1.2188572120747304e7
6.288398628808653e7;2.213553028982564e6;398782.8936293243;6.0670433259103954e7;1.219583400234724e7
6.2883798881542504e7;2.213553028982564e6;398782.89362932433;6.067024585255994e7;1.2200128244124489e7
6.288408138245327e7;2.213553028982564e6;398782.8936293243;6.067052835347068e7;1.2200950417913139e7
