asset,commission_year,fixed_cost,fixed_cost_storage_energy,investment_cost,investment_cost_storage_energy,investment_limit,investment_limit_storage_energy,storage_loss_from_stored_energy
X3_Wind_Offshore2,2050,0.0,0.0,3580.0,0.0,,,0.0
X3_Coal2,2050,0.0,0.0,1200.0,0.0,,,0.0
X3_Nuclear2,2050,0.0,0.0,8658.0,0.0,,,0.0
X3_Battery,2050,0.0,0.0,146.0,146.0,,,0.0
X4_Solar,2050,0.0,0.0,485.0,0.0,,,0.0
X4_Wind_Onshore,2050,0.0,0.0,1000.0,0.0,,,0.0
X4_Wind_Offshore,2050,0.0,0.0,2580.0,0.0,,,0.0
X4_Coal,2050,0.0,0.0,1500.0,0.0,,,0.0
X4_Nuclear,2050,0.0,0.0,5658.0,0.0,,,0.0
X4_CCGT,2050,0.0,0.0,775.0,0.0,,,0.0
X4_OCGT,2050,0.0,0.0,475.0,0.0,,,0.0
X4_Wind_Onshore2,2050,0.0,0.0,600.0,0.0,,,0.0
X4_Wind_Offshore2,2050,0.0,0.0,3580.0,0.0,,,0.0
X4_Coal2,2050,0.0,0.0,1200.0,0.0,,,0.0
X4_Nuclear2,2050,0.0,0.0,8658.0,0.0,,,0.0
X4_Battery,2050,0.0,0.0,146.0,146.0,,,0.0
X5_Solar,2050,0.0,0.0,485.0,0.0,,,0.0
X5_Wind_Onshore,2050,0.0,0.0,1000.0,0.0,,,0.0
X5_Wind_Offshore,2050,0.0,0.0,2580.0,0.0,,,0.0
X5_Coal,2050,0.0,0.0,1500.0,0.0,,,0.0
X5_Nuclear,2050,0.0,0.0,5658.0,0.0,,,0.0
X5_CCGT,2050,0.0,0.0,775.0,0.0,,,0.0
X5_OCGT,2050,0.0,0.0,475.0,0.0,,,0.0
X5_Wind_Onshore2,2050,0.0,0.0,600.0,0.0,,,0.0
X5_Wind_Offshore2,2050,0.0,0.0,3580.0,0.0,,,0.0
X5_Coal2,2050,0.0,0.0,1200.0,0.0,,,0.0
X5_Nuclear2,2050,0.0,0.0,8658.0,0.0,,,0.0
X5_Battery,2050,0.0,0.0,146.0,146.0,,,0.0
X6_Solar,2050,0.0,0.0,485.0,0.0,,,0.0
X6_Wind_Onshore,2050,0.0,0.0,1000.0,0.0,,,0.0
X6_Wind_Offshore,2050,0.0,0.0,2580.0,0.0,,,0.0
X6_Coal,2050,0.0,0.0,1500.0,0.0,,,0.0
X6_Nuclear,2050,0.0,0.0,5658.0,0.0,,,0.0
X6_CCGT,2050,0.0,0.0,775.0,0.0,,,0.0
X6_OCGT,2050,0.0,0.0,475.0,0.0,,,0.0
X6_Wind_Onshore2,2050,0.0,0.0,600.0,0.0,,,0.0
X6_Wind_Offshore2,2050,0.0,0.0,3580.0,0.0,,,0.0
X6_Coal2,2050,0.0,0.0,1200.0,0.0,,,0.0
X6_Nuclear2,2050,0.0,0.0,8658.0,0.0,,,0.0
X6_Battery,2050,0.0,0.0,146.0,146.0,,,0.0
X7_Solar,2050,0.0,0.0,485.0,0.0,,,0.0
X7_Wind_Onshore,2050,0.0,0.0,1000.0,0.0,,,0.0
X7_Wind_Offshore,2050,0.0,0.0,2580.0,0.0,,,0.0
X7_Coal,2050,0.0,0.0,1500.0,0.0,,,0.0
X7_Nuclear,2050,0.0,0.0,5658.0,0.0,,,0.0
X7_CCGT,2050,0.0,0.0,775.0,0.0,,,0.0
X7_OCGT,2050,0.0,0.0,475.0,0.0,,,0.0
X7_Wind_Onshore2,2050,0.0,0.0,600.0,0.0,,,0.0
X7_Wind_Offshore2,2050,0.0,0.0,3580.0,0.0,,,0.0
X7_Coal2,2050,0.0,0.0,1200.0,0.0,,,0.0
X7_Nuclear2,2050,0.0,0.0,8658.0,0.0,,,0.0
X7_Battery,2050,0.0,0.0,146.0,146.0,,,0.0
X8_Solar,2050,0.0,0.0,485.0,0.0,,,0.0
X8_Wind_Onshore,2050,0.0,0.0,1000.0,0.0,,,0.0
X8_Wind_Offshore,2050,0.0,0.0,2580.0,0.0,,,0.0
X8_Coal,2050,0.0,0.0,1500.0,0.0,,,0.0
X8_Nuclear,2050,0.0,0.0,5658.0,0.0,,,0.0
X8_CCGT,2050,0.0,0.0,775.0,0.0,,,0.0
X8_OCGT,2050,0.0,0.0,475.0,0.0,,,0.0
X8_Wind_Onshore2,2050,0.0,0.0,600.0,0.0,,,0.0
X8_Wind_Offshore2,2050,0.0,0.0,3580.0,0.0,,,0.0
X8_Coal2,2050,0.0,0.0,1200.0,0.0,,,0.0
X8_Nuclear2,2050,0.0,0.0,8658.0,0.0,,,0.0
X8_Battery,2050,0.0,0.0,146.0,146.0,,,0.0
X9_Solar,2050,0.0,0.0,485.0,0.0,,,0.0
X9_Wind_Onshore,2050,0.0,0.0,1000.0,0.0,,,0.0
X9_Wind_Offshore,2050,0.0,0.0,2580.0,0.0,,,0.0
X9_Coal,2050,0.0,0.0,1500.0,0.0,,,0.0
X9_Nuclear,2050,0.0,0.0,5658.0,0.0,,,0.0
X9_CCGT,2050,0.0,0.0,775.0,0.0,,,0.0
X9_OCGT,2050,0.0,0.0,475.0,0.0,,,0.0
X9_Wind_Onshore2,2050,0.0,0.0,600.0,0.0,,,0.0
X9_Wind_Offshore2,2050,0.0,0.0,3580.0,0.0,,,0.0
X9_Coal2,2050,0.0,0.0,1200.0,0.0,,,0.0
X9_Nuclear2,2050,0.0,0.0,8658.0,0.0,,,0.0
X9_Battery,2050,0.0,0.0,146.0,146.0,,,0.0
X0_Solar,2050,0.0,0.0,485.0,0.0,,,0.0
X0_Wind_Onshore,2050,0.0,0.0,1000.0,0.0,,,0.0
X0_Wind_Offshore,2050,0.0,0.0,2580.0,0.0,,,0.0
X0_Coal,2050,0.0,0.0,1500.0,0.0,,,0.0
X0_Nuclear,2050,0.0,0.0,5658.0,0.0,,,0.0
X0_CCGT,2050,0.0,0.0,775.0,0.0,,,0.0
X0_OCGT,2050,0.0,0.0,475.0,0.0,,,0.0
X0_Wind_Onshore2,2050,0.0,0.0,600.0,0.0,,,0.0
X0_Wind_Offshore2,2050,0.0,0.0,3580.0,0.0,,,0.0
X0_Coal2,2050,0.0,0.0,1200.0,0.0,,,0.0
X0_Nuclear2,2050,0.0,0.0,8658.0,0.0,,,0.0
X0_Battery,2050,0.0,0.0,146.0,146.0,,,0.0
