id,asset,year,rep_period,time_block_start,time_block_end,dual_balance_conversion
1,AT_electrolyzer,2050,1,1,4,1.7225000000000004
2,AT_electrolyzer,2050,1,5,8,1.7224999999999997
3,AT_electrolyzer,2050,1,9,12,-0.0
4,AT_electrolyzer,2050,1,13,16,-0.0
5,AT_electrolyzer,2050,1,17,20,1.7225000000000001
6,AT_electrolyzer,2050,1,21,24,-0.0
7,AT_electrolyzer,2050,2,1,4,-0.0
8,AT_electrolyzer,2050,2,5,8,-0.0
9,AT_electrolyzer,2050,2,9,12,-0.0
10,AT_electrolyzer,2050,2,13,16,-0.0
11,AT_electrolyzer,2050,2,17,20,-0.0
12,AT_electrolyzer,2050,2,21,24,-0.0
13,AT_electrolyzer,2050,3,1,4,0.9425000000000002
14,AT_electrolyzer,2050,3,5,8,0.9425000000000002
15,AT_electrolyzer,2050,3,9,12,0.7216015625000004
16,AT_electrolyzer,2050,3,13,16,0.7216015625000004
17,AT_electrolyzer,2050,3,17,20,0.9425000000000002
18,AT_electrolyzer,2050,3,21,24,0.9425000000000004
19,AT_electrolyzer,2050,4,1,4,-0.0
20,AT_electrolyzer,2050,4,5,8,-0.0
21,AT_electrolyzer,2050,4,9,12,-0.0
22,AT_electrolyzer,2050,4,13,16,-0.0
23,AT_electrolyzer,2050,4,17,20,-0.0
24,AT_electrolyzer,2050,4,21,24,-0.0
25,AT_electrolyzer,2050,5,1,4,-0.0
26,AT_electrolyzer,2050,5,5,8,-0.0
27,AT_electrolyzer,2050,5,9,12,-0.0
28,AT_electrolyzer,2050,5,13,16,-0.0
29,AT_electrolyzer,2050,5,17,20,-0.0
30,AT_electrolyzer,2050,5,21,24,-0.0
31,AT_electrolyzer,2050,6,1,4,0.09876176470588238
32,AT_electrolyzer,2050,6,5,8,0.25407065633443693
33,AT_electrolyzer,2050,6,9,12,-0.0
34,AT_electrolyzer,2050,6,13,16,-0.0
35,AT_electrolyzer,2050,6,17,20,0.09876176470588237
