id,asset,year,period_block_start,period_block_end,dual_balance_storage_over_clustered_year,dual_max_storage_level_over_clustered_year_limit,dual_min_storage_level_over_clustered_year_limit
172,AT_Pump_Hydro_Closed,2050,321,324,-0.05411198619624939,0.0,0.0
173,AT_Pump_Hydro_Closed,2050,325,328,-0.05411198619624939,0.0,0.0
174,AT_Pump_Hydro_Closed,2050,329,332,-0.05411198619624939,0.0,0.0
175,AT_Pump_Hydro_Closed,2050,333,336,-0.05411198619624939,0.0,0.0
176,AT_Pump_Hydro_Closed,2050,337,340,-0.05411198619624939,0.0,0.0
177,AT_Pump_Hydro_Closed,2050,341,344,-0.05411198619624939,0.0,0.0
178,AT_Pump_Hydro_Closed,2050,345,348,-0.05411198619624939,0.0,0.0
179,AT_Pump_Hydro_Closed,2050,349,352,-0.05411198619624939,0.0,0.0
180,AT_Pump_Hydro_Closed,2050,353,356,-0.05411198619624939,0.0,0.0
181,AT_Pump_Hydro_Closed,2050,357,360,-0.05411198619624939,0.0,0.0
182,AT_Pump_Hydro_Closed,2050,361,364,-0.05411198619624939,0.0,0.0
183,AT_Pump_Hydro_Open,2050,1,4,0.07410203342939718,0.0,0.0
184,AT_Pump_Hydro_Open,2050,5,8,0.07410203342939718,0.0,0.0
185,AT_Pump_Hydro_Open,2050,9,12,0.07410203342939718,0.0,0.0
186,AT_Pump_Hydro_Open,2050,13,16,0.07410203342939718,-0.07224298725584499,0.0
187,AT_Pump_Hydro_Open,2050,17,20,0.0018590461735521944,0.0,0.0
188,AT_Pump_Hydro_Open,2050,21,24,0.0018590461735521944,0.0,0.0
189,AT_Pump_Hydro_Open,2050,25,28,0.0018590461735521944,0.0,0.0
190,AT_Pump_Hydro_Open,2050,29,32,0.0018590461735521944,0.0,0.0
191,AT_Pump_Hydro_Open,2050,33,36,0.0018590461735521944,0.0,0.0
192,AT_Pump_Hydro_Open,2050,37,40,0.0018590461735521944,0.0,0.0
193,AT_Pump_Hydro_Open,2050,41,44,0.0018590461735521944,0.0,0.0
194,AT_Pump_Hydro_Open,2050,45,48,0.0018590461735521944,0.0,0.0
195,AT_Pump_Hydro_Open,2050,49,52,0.0018590461735521944,0.0,0.0
196,AT_Pump_Hydro_Open,2050,53,56,0.0018590461735521944,0.0,0.0
197,AT_Pump_Hydro_Open,2050,57,60,0.0018590461735521944,0.0,0.0
198,AT_Pump_Hydro_Open,2050,61,64,0.0018590461735521944,0.0,0.0
199,AT_Pump_Hydro_Open,2050,65,68,0.0018590461735521944,0.0,0.0
200,AT_Pump_Hydro_Open,2050,69,72,0.0018590461735521944,0.0,0.0
201,AT_Pump_Hydro_Open,2050,73,76,0.0018590461735521944,0.0,0.0
202,AT_Pump_Hydro_Open,2050,77,80,0.0018590461735521944,0.0,0.0
203,AT_Pump_Hydro_Open,2050,81,84,0.0018590461735521944,0.0,0.0
204,AT_Pump_Hydro_Open,2050,85,88,0.0018590461735521944,0.0,0.0
205,AT_Pump_Hydro_Open,2050,89,92,0.0018590461735521944,0.0,0.0
206,AT_Pump_Hydro_Open,2050,93,96,0.0018590461735521944,-0.0018590461735521944,0.0
207,AT_Pump_Hydro_Open,2050,97,100,-0.0,0.0,0.0
208,AT_Pump_Hydro_Open,2050,101,104,-0.0,0.0,0.0
209,AT_Pump_Hydro_Open,2050,105,108,-0.0,0.0,0.0
210,AT_Pump_Hydro_Open,2050,109,112,-0.0,0.0,0.0
211,AT_Pump_Hydro_Open,2050,113,116,-0.0,0.0,0.0
212,AT_Pump_Hydro_Open,2050,117,120,-0.0,0.0,0.0
213,AT_Pump_Hydro_Open,2050,121,124,-0.0,0.0,0.0
214,AT_Pump_Hydro_Open,2050,125,128,-0.0,0.0,0.0
215,AT_Pump_Hydro_Open,2050,129,132,-0.0,0.0,0.0
216,AT_Pump_Hydro_Open,2050,133,136,-0.0,0.0,0.0
217,AT_Pump_Hydro_Open,2050,137,140,-0.0,0.0,0.0
218,AT_Pump_Hydro_Open,2050,141,144,-0.0,0.0,0.0
