id,asset,year,rep_period,time_block_start,time_block_end,rn,dual_su_sd_eq_units_on_diff
466,BE_Coal,2030,7,21,21,11,0.0
467,BE_Coal,2030,7,23,23,12,0.0
468,BE_Coal,2030,8,3,3,2,0.0
469,BE_Coal,2030,8,5,5,3,0.0
470,BE_Coal,2030,8,7,7,4,0.0
471,BE_Coal,2030,8,9,9,5,0.0
472,BE_Coal,2030,8,11,11,6,0.0
473,BE_Coal,2030,8,13,13,7,0.0
474,BE_Coal,2030,8,15,15,8,0.0
475,BE_Coal,2030,8,17,17,9,0.0
476,BE_Coal,2030,8,19,19,10,0.0
477,BE_Coal,2030,8,21,21,11,0.0
478,BE_Coal,2030,8,23,23,12,0.0
479,BE_Coal,2030,9,3,3,2,0.0
480,BE_Coal,2030,9,5,5,3,0.0
481,BE_Coal,2030,9,7,7,4,0.0
482,BE_Coal,2030,9,9,9,5,0.0
483,BE_Coal,2030,9,11,11,6,0.0
484,BE_Coal,2030,9,13,13,7,0.0
485,BE_Coal,2030,9,15,15,8,0.0
486,BE_Coal,2030,9,17,17,9,0.0
487,BE_Coal,2030,9,19,19,10,0.0
488,BE_Coal,2030,9,21,21,11,0.0
489,BE_Coal,2030,9,23,23,12,0.0
490,BE_Coal,2030,10,3,3,2,0.0
491,BE_Coal,2030,10,5,5,3,0.0
492,BE_Coal,2030,10,7,7,4,0.0
493,BE_Coal,2030,10,9,9,5,0.0
494,BE_Coal,2030,10,11,11,6,0.0
495,BE_Coal,2030,10,13,13,7,0.0
496,BE_Coal,2030,10,15,15,8,0.0
497,BE_Coal,2030,10,17,17,9,0.0
498,BE_Coal,2030,10,19,19,10,0.0
499,BE_Coal,2030,10,21,21,11,0.0
500,BE_Coal,2030,10,23,23,12,0.0
501,BE_Nuclear,2030,1,3,3,2,0.0
502,BE_Nuclear,2030,1,5,5,3,0.0
503,BE_Nuclear,2030,1,7,7,4,0.0
504,BE_Nuclear,2030,1,9,9,5,0.0
505,BE_Nuclear,2030,1,11,11,6,0.0
506,BE_Nuclear,2030,1,13,13,7,0.0
507,BE_Nuclear,2030,1,15,15,8,0.0
508,BE_Nuclear,2030,1,17,17,9,0.0
509,BE_Nuclear,2030,1,19,19,10,0.0
510,BE_Nuclear,2030,1,21,21,11,0.0
511,BE_Nuclear,2030,1,23,23,12,0.0
512,BE_Nuclear,2030,2,3,3,2,0.0
513,BE_Nuclear,2030,2,5,5,3,0.0
514,BE_Nuclear,2030,2,7,7,4,0.0
515,BE_Nuclear,2030,2,9,9,5,0.0
516,BE_Nuclear,2030,2,11,11,6,0.0
517,BE_Nuclear,2030,2,13,13,7,0.0
518,BE_Nuclear,2030,2,15,15,8,0.0
519,BE_Nuclear,2030,2,17,17,9,0.0
520,BE_Nuclear,2030,2,19,19,10,0.0
521,BE_Nuclear,2030,2,21,21,11,0.0
522,BE_Nuclear,2030,2,23,23,12,0.0
523,BE_Nuclear,2030,3,3,3,2,0.0
524,BE_Nuclear,2030,3,5,5,3,0.0
525,BE_Nuclear,2030,3,7,7,4,0.0
526,BE_Nuclear,2030,3,9,9,5,0.0
527,BE_Nuclear,2030,3,11,11,6,0.0
528,BE_Nuclear,2030,3,13,13,7,0.0
529,BE_Nuclear,2030,3,15,15,8,0.0
530,BE_Nuclear,2030,3,17,17,9,0.0
531,BE_Nuclear,2030,3,19,19,10,0.0
532,BE_Nuclear,2030,3,21,21,11,0.0
533,BE_Nuclear,2030,3,23,23,12,0.0
534,BE_Nuclear,2030,4,3,3,2,0.0
535,BE_Nuclear,2030,4,5,5,3,0.0
536,BE_Nuclear,2030,4,7,7,4,0.0
537,BE_Nuclear,2030,4,9,9,5,0.0
538,BE_Nuclear,2030,4,11,11,6,0.0
539,BE_Nuclear,2030,4,13,13,7,0.0
540,BE_Nuclear,2030,4,15,15,8,0.0
541,BE_Nuclear,2030,4,17,17,9,0.0
542,BE_Nuclear,2030,4,19,19,10,0.0
543,BE_Nuclear,2030,4,21,21,11,0.0
544,BE_Nuclear,2030,4,23,23,12,0.0
545,BE_Nuclear,2030,5,3,3,2,0.0
546,BE_Nuclear,2030,5,5,5,3,0.0
547,BE_Nuclear,2030,5,7,7,4,0.0
548,BE_Nuclear,2030,5,9,9,5,0.0
549,BE_Nuclear,2030,5,11,11,6,0.0
550,BE_Nuclear,2030,5,13,13,7,0.0
551,BE_Nuclear,2030,5,15,15,8,0.0
