id,asset,year,rep_period,time_block_start,time_block_end,dual_max_input_flows_limit_simple_method
115,BE_Battery,2030,10,1,4,0.0
116,BE_Battery,2030,10,5,8,-0.3116134386714364
117,BE_Battery,2030,10,9,12,0.0
118,BE_Battery,2030,10,13,16,0.0
119,BE_Battery,2030,10,17,20,0.0
120,BE_Battery,2030,10,21,24,0.0
121,BG_Battery,2030,1,1,4,0.0
122,BG_Battery,2030,1,5,8,0.0
123,BG_Battery,2030,1,9,12,0.0
124,BG_Battery,2030,1,13,16,0.0
125,BG_Battery,2030,1,17,20,0.0
126,BG_Battery,2030,1,21,24,0.0
127,BG_Battery,2030,2,1,4,0.0
128,BG_Battery,2030,2,5,8,0.0
129,BG_Battery,2030,2,9,12,0.0
130,BG_Battery,2030,2,13,16,0.0
131,BG_Battery,2030,2,17,20,0.0
132,BG_Battery,2030,2,21,24,0.0
133,BG_Battery,2030,3,1,4,0.0
134,BG_Battery,2030,3,5,8,0.0
135,BG_Battery,2030,3,9,12,-1.3579917809527693
136,BG_Battery,2030,3,13,16,0.0
137,BG_Battery,2030,3,17,20,0.0
138,BG_Battery,2030,3,21,24,0.0
139,BG_Battery,2030,4,1,4,0.0
140,BG_Battery,2030,4,5,8,0.0
141,BG_Battery,2030,4,9,12,0.0
142,BG_Battery,2030,4,13,16,0.0
143,BG_Battery,2030,4,17,20,0.0
144,BG_Battery,2030,4,21,24,0.0
145,BG_Battery,2030,5,1,4,0.0
146,BG_Battery,2030,5,5,8,0.0
147,BG_Battery,2030,5,9,12,-1.2131291004738962
148,BG_Battery,2030,5,13,16,0.0
149,BG_Battery,2030,5,17,20,0.0
150,BG_Battery,2030,5,21,24,0.0
151,BG_Battery,2030,6,1,4,0.0
152,BG_Battery,2030,6,5,8,0.0
153,BG_Battery,2030,6,9,12,0.0
154,BG_Battery,2030,6,13,16,0.0
155,BG_Battery,2030,6,17,20,0.0
156,BG_Battery,2030,6,21,24,0.0
157,BG_Battery,2030,7,1,4,0.0
158,BG_Battery,2030,7,5,8,0.0
159,BG_Battery,2030,7,9,12,0.0
160,BG_Battery,2030,7,13,16,0.0
161,BG_Battery,2030,7,17,20,0.0
162,BG_Battery,2030,7,21,24,0.0
163,BG_Battery,2030,8,1,4,0.0
164,BG_Battery,2030,8,5,8,0.0
165,BG_Battery,2030,8,9,12,0.0
166,BG_Battery,2030,8,13,16,-0.5040182127844619
167,BG_Battery,2030,8,17,20,0.0
168,BG_Battery,2030,8,21,24,0.0
169,BG_Battery,2030,9,1,4,0.0
170,BG_Battery,2030,9,5,8,0.0
171,BG_Battery,2030,9,9,12,0.0
172,BG_Battery,2030,9,13,16,0.0
173,BG_Battery,2030,9,17,20,0.0
174,BG_Battery,2030,9,21,24,0.0
175,BG_Battery,2030,10,1,4,0.0
176,BG_Battery,2030,10,5,8,0.0
177,BG_Battery,2030,10,9,12,0.0
178,BG_Battery,2030,10,13,16,0.0
179,BG_Battery,2030,10,17,20,0.0
180,BG_Battery,2030,10,21,24,0.0
181,CH_Battery,2030,1,1,4,0.0
182,CH_Battery,2030,1,5,8,0.0
183,CH_Battery,2030,1,9,12,0.0
184,CH_Battery,2030,1,13,16,0.0
185,CH_Battery,2030,1,17,20,0.0
186,CH_Battery,2030,1,21,24,0.0
187,CH_Battery,2030,2,1,4,0.0
188,CH_Battery,2030,2,5,8,0.0
189,CH_Battery,2030,2,9,12,0.0
190,CH_Battery,2030,2,13,16,0.0
191,CH_Battery,2030,2,17,20,0.0
192,CH_Battery,2030,2,21,24,0.0
193,CH_Battery,2030,3,1,4,0.0
194,CH_Battery,2030,3,5,8,0.0
195,CH_Battery,2030,3,9,12,0.0
196,CH_Battery,2030,3,13,16,0.0
197,CH_Battery,2030,3,17,20,0.0
198,CH_Battery,2030,3,21,24,0.0
199,CH_Battery,2030,4,1,4,0.0
200,CH_Battery,2030,4,5,8,0.0
201,CH_Battery,2030,4,9,12,0.0
202,CH_Battery,2030,4,13,16,0.0
203,CH_Battery,2030,4,17,20,0.0
204,CH_Battery,2030,4,21,24,0.0
205,CH_Battery,2030,5,1,4,0.0
206,CH_Battery,2030,5,5,8,0.0
207,CH_Battery,2030,5,9,12,0.0
208,CH_Battery,2030,5,13,16,0.0
209,CH_Battery,2030,5,17,20,0.0
210,CH_Battery,2030,5,21,24,0.0
211,CH_Battery,2030,6,1,4,0.0
212,CH_Battery,2030,6,5,8,0.0
213,CH_Battery,2030,6,9,12,0.0
214,CH_Battery,2030,6,13,16,0.0
215,CH_Battery,2030,6,17,20,0.0
216,CH_Battery,2030,6,21,24,0.0
217,CH_Battery,2030,7,1,4,0.0
218,CH_Battery,2030,7,5,8,0.0
219,CH_Battery,2030,7,9,12,0.0
220,CH_Battery,2030,7,13,16,0.0
221,CH_Battery,2030,7,17,20,0.0
222,CH_Battery,2030,7,21,24,0.0
223,CH_Battery,2030,8,1,4,0.0
224,CH_Battery,2030,8,5,8,0.0
225,CH_Battery,2030,8,9,12,0.0
226,CH_Battery,2030,8,13,16,0.0
227,CH_Battery,2030,8,17,20,0.0
228,CH_Battery,2030,8,21,24,0.0
229,CH_Battery,2030,9,1,4,0.0
230,CH_Battery,2030,9,5,8,0.0
231,CH_Battery,2030,9,9,12,0.0
232,CH_Battery,2030,9,13,16,0.0
233,CH_Battery,2030,9,17,20,0.0
234,CH_Battery,2030,9,21,24,0.0
235,CH_Battery,2030,10,1,4,0.0
236,CH_Battery,2030,10,5,8,0.0
237,CH_Battery,2030,10,9,12,0.0
238,CH_Battery,2030,10,13,16,0.0
239,CH_Battery,2030,10,17,20,0.0
240,CH_Battery,2030,10,21,24,0.0
241,CY_Battery,2030,1,1,4,0.0
242,CY_Battery,2030,1,5,8,0.0
243,CY_Battery,2030,1,9,12,0.0
244,CY_Battery,2030,1,13,16,0.0
245,CY_Battery,2030,1,17,20,0.0
246,CY_Battery,2030,1,21,24,0.0
247,CY_Battery,2030,2,1,4,0.0
248,CY_Battery,2030,2,5,8,0.0
249,CY_Battery,2030,2,9,12,0.0
250,CY_Battery,2030,2,13,16,0.0
251,CY_Battery,2030,2,17,20,0.0
252,CY_Battery,2030,2,21,24,0.0
253,CY_Battery,2030,3,1,4,0.0
254,CY_Battery,2030,3,5,8,0.0
255,CY_Battery,2030,3,9,12,0.0
256,CY_Battery,2030,3,13,16,0.0
257,CY_Battery,2030,3,17,20,0.0
258,CY_Battery,2030,3,21,24,0.0
259,CY_Battery,2030,4,1,4,0.0
260,CY_Battery,2030,4,5,8,0.0
261,CY_Battery,2030,4,9,12,0.0
262,CY_Battery,2030,4,13,16,0.0
263,CY_Battery,2030,4,17,20,0.0
264,CY_Battery,2030,4,21,24,0.0
265,CY_Battery,2030,5,1,4,0.0
266,CY_Battery,2030,5,5,8,0.0
267,CY_Battery,2030,5,9,12,0.0
268,CY_Battery,2030,5,13,16,0.0
269,CY_Battery,2030,5,17,20,0.0
270,CY_Battery,2030,5,21,24,0.0
271,CY_Battery,2030,6,1,4,0.0
272,CY_Battery,2030,6,5,8,0.0
273,CY_Battery,2030,6,9,12,0.0
274,CY_Battery,2030,6,13,16,0.0
275,CY_Battery,2030,6,17,20,0.0
276,CY_Battery,2030,6,21,24,0.0
277,CY_Battery,2030,7,1,4,0.0
278,CY_Battery,2030,7,5,8,0.0
279,CY_Battery,2030,7,9,12,0.0
280,CY_Battery,2030,7,13,16,0.0
281,CY_Battery,2030,7,17,20,0.0
282,CY_Battery,2030,7,21,24,0.0
283,CY_Battery,2030,8,1,4,0.0
284,CY_Battery,2030,8,5,8,0.0
285,CY_Battery,2030,8,9,12,0.0
286,CY_Battery,2030,8,13,16,0.0
287,CY_Battery,2030,8,17,20,0.0
288,CY_Battery,2030,8,21,24,0.0
289,CY_Battery,2030,9,1,4,0.0
290,CY_Battery,2030,9,5,8,0.0
291,CY_Battery,2030,9,9,12,0.0
292,CY_Battery,2030,9,13,16,0.0
293,CY_Battery,2030,9,17,20,0.0
294,CY_Battery,2030,9,21,24,0.0
295,CY_Battery,2030,10,1,4,0.0
296,CY_Battery,2030,10,5,8,0.0
297,CY_Battery,2030,10,9,12,0.0
298,CY_Battery,2030,10,13,16,0.0
299,CY_Battery,2030,10,17,20,0.0
300,CY_Battery,2030,10,21,24,0.0
301,CZ_Battery,2030,1,1,4,0.0
302,CZ_Battery,2030,1,5,8,0.0
303,CZ_Battery,2030,1,9,12,0.0
304,CZ_Battery,2030,1,13,16,0.0
305,CZ_Battery,2030,1,17,20,0.0
306,CZ_Battery,2030,1,21,24,0.0
307,CZ_Battery,2030,2,1,4,0.0
308,CZ_Battery,2030,2,5,8,0.0
309,CZ_Battery,2030,2,9,12,0.0
310,CZ_Battery,2030,2,13,16,0.0
311,CZ_Battery,2030,2,17,20,0.0
312,CZ_Battery,2030,2,21,24,0.0
313,CZ_Battery,2030,3,1,4,0.0
314,CZ_Battery,2030,3,5,8,0.0
315,CZ_Battery,2030,3,9,12,0.0
316,CZ_Battery,2030,3,13,16,0.0
317,CZ_Battery,2030,3,17,20,0.0
318,CZ_Battery,2030,3,21,24,0.0
319,CZ_Battery,2030,4,1,4,0.0
320,CZ_Battery,2030,4,5,8,0.0
321,CZ_Battery,2030,4,9,12,0.0
322,CZ_Battery,2030,4,13,16,0.0
323,CZ_Battery,2030,4,17,20,0.0
324,CZ_Battery,2030,4,21,24,0.0
325,CZ_Battery,2030,5,1,4,0.0
326,CZ_Battery,2030,5,5,8,0.0
327,CZ_Battery,2030,5,9,12,0.0
328,CZ_Battery,2030,5,13,16,0.0
329,CZ_Battery,2030,5,17,20,0.0
330,CZ_Battery,2030,5,21,24,0.0
331,CZ_Battery,2030,6,1,4,0.0
332,CZ_Battery,2030,6,5,8,-1.6716824741472287
333,CZ_Battery,2030,6,9,12,0.0
334,CZ_Battery,2030,6,13,16,0.0
335,CZ_Battery,2030,6,17,20,0.0
336,CZ_Battery,2030,6,21,24,0.0
337,CZ_Battery,2030,7,1,4,0.0
338,CZ_Battery,2030,7,5,8,0.0
339,CZ_Battery,2030,7,9,12,0.0
340,CZ_Battery,2030,7,13,16,0.0
341,CZ_Battery,2030,7,17,20,0.0
342,CZ_Battery,2030,7,21,24,0.0
343,CZ_Battery,2030,8,1,4,0.0
344,CZ_Battery,2030,8,5,8,0.0
345,CZ_Battery,2030,8,9,12,0.0
346,CZ_Battery,2030,8,13,16,0.0
347,CZ_Battery,2030,8,17,20,0.0
348,CZ_Battery,2030,8,21,24,0.0
349,CZ_Battery,2030,9,1,4,0.0
350,CZ_Battery,2030,9,5,8,0.0
351,CZ_Battery,2030,9,9,12,0.0
352,CZ_Battery,2030,9,13,16,0.0
353,CZ_Battery,2030,9,17,20,0.0
354,CZ_Battery,2030,9,21,24,0.0
355,CZ_Battery,2030,10,1,4,0.0
356,CZ_Battery,2030,10,5,8,-0.3116134386714364
357,CZ_Battery,2030,10,9,12,0.0
358,CZ_Battery,2030,10,13,16,0.0
359,CZ_Battery,2030,10,17,20,0.0
360,CZ_Battery,2030,10,21,24,0.0
361,DE_Battery,2030,1,1,4,0.0
362,DE_Battery,2030,1,5,8,0.0
363,DE_Battery,2030,1,9,12,0.0
364,DE_Battery,2030,1,13,16,0.0
365,DE_Battery,2030,1,17,20,0.0
366,DE_Battery,2030,1,21,24,0.0
367,DE_Battery,2030,2,1,4,0.0
368,DE_Battery,2030,2,5,8,0.0
369,DE_Battery,2030,2,9,12,0.0
370,DE_Battery,2030,2,13,16,0.0
371,DE_Battery,2030,2,17,20,0.0
372,DE_Battery,2030,2,21,24,0.0
373,DE_Battery,2030,3,1,4,0.0
374,DE_Battery,2030,3,5,8,-2.0532
375,DE_Battery,2030,3,9,12,-2.0532
376,DE_Battery,2030,3,13,16,0.0
377,DE_Battery,2030,3,17,20,0.0
378,DE_Battery,2030,3,21,24,0.0
379,DE_Battery,2030,4,1,4,0.0
380,DE_Battery,2030,4,5,8,0.0
381,DE_Battery,2030,4,9,12,0.0
382,DE_Battery,2030,4,13,16,0.0
383,DE_Battery,2030,4,17,20,0.0
384,DE_Battery,2030,4,21,24,0.0
385,DE_Battery,2030,5,1,4,0.0
386,DE_Battery,2030,5,5,8,0.0
387,DE_Battery,2030,5,9,12,0.0
388,DE_Battery,2030,5,13,16,0.0
389,DE_Battery,2030,5,17,20,0.0
390,DE_Battery,2030,5,21,24,0.0
391,DE_Battery,2030,6,1,4,0.0
392,DE_Battery,2030,6,5,8,-4.035634004825721
393,DE_Battery,2030,6,9,12,0.0
394,DE_Battery,2030,6,13,16,0.0
395,DE_Battery,2030,6,17,20,0.0
396,DE_Battery,2030,6,21,24,0.0
397,DE_Battery,2030,7,1,4,0.0
398,DE_Battery,2030,7,5,8,0.0
399,DE_Battery,2030,7,9,12,0.0
400,DE_Battery,2030,7,13,16,0.0
401,DE_Battery,2030,7,17,20,0.0
402,DE_Battery,2030,7,21,24,0.0
403,DE_Battery,2030,8,1,4,0.0
404,DE_Battery,2030,8,5,8,0.0
405,DE_Battery,2030,8,9,12,0.0
406,DE_Battery,2030,8,13,16,0.0
407,DE_Battery,2030,8,17,20,0.0
408,DE_Battery,2030,8,21,24,0.0
409,DE_Battery,2030,9,1,4,0.0
410,DE_Battery,2030,9,5,8,0.0
411,DE_Battery,2030,9,9,12,0.0
412,DE_Battery,2030,9,13,16,0.0
413,DE_Battery,2030,9,17,20,0.0
414,DE_Battery,2030,9,21,24,0.0
415,DE_Battery,2030,10,1,4,0.0
416,DE_Battery,2030,10,5,8,-0.3116134386714364
417,DE_Battery,2030,10,9,12,0.0
418,DE_Battery,2030,10,13,16,0.0
419,DE_Battery,2030,10,17,20,0.0
420,DE_Battery,2030,10,21,24,0.0
421,DK_Battery,2030,1,1,4,0.0
422,DK_Battery,2030,1,5,8,0.0
423,DK_Battery,2030,1,9,12,0.0
424,DK_Battery,2030,1,13,16,0.0
425,DK_Battery,2030,1,17,20,0.0
426,DK_Battery,2030,1,21,24,0.0
427,DK_Battery,2030,2,1,4,0.0
428,DK_Battery,2030,2,5,8,-2.3364000000000003
429,DK_Battery,2030,2,9,12,0.0
430,DK_Battery,2030,2,13,16,0.0
431,DK_Battery,2030,2,17,20,0.0
432,DK_Battery,2030,2,21,24,0.0
433,DK_Battery,2030,3,1,4,0.0
434,DK_Battery,2030,3,5,8,0.0
435,DK_Battery,2030,3,9,12,0.0
436,DK_Battery,2030,3,13,16,0.0
437,DK_Battery,2030,3,17,20,0.0
438,DK_Battery,2030,3,21,24,0.0
439,DK_Battery,2030,4,1,4,0.0
440,DK_Battery,2030,4,5,8,-1.6284
441,DK_Battery,2030,4,9,12,0.0
442,DK_Battery,2030,4,13,16,0.0
443,DK_Battery,2030,4,17,20,0.0
444,DK_Battery,2030,4,21,24,0.0
445,DK_Battery,2030,5,1,4,0.0
446,DK_Battery,2030,5,5,8,0.0
447,DK_Battery,2030,5,9,12,0.0
448,DK_Battery,2030,5,13,16,0.0
449,DK_Battery,2030,5,17,20,0.0
450,DK_Battery,2030,5,21,24,0.0
451,DK_Battery,2030,6,1,4,0.0
452,DK_Battery,2030,6,5,8,-4.035634004825721
453,DK_Battery,2030,6,9,12,0.0
454,DK_Battery,2030,6,13,16,0.0
455,DK_Battery,2030,6,17,20,0.0
456,DK_Battery,2030,6,21,24,0.0
457,DK_Battery,2030,7,1,4,0.0
458,DK_Battery,2030,7,5,8,0.0
459,DK_Battery,2030,7,9,12,0.0
460,DK_Battery,2030,7,13,16,0.0
461,DK_Battery,2030,7,17,20,0.0
462,DK_Battery,2030,7,21,24,0.0
463,DK_Battery,2030,8,1,4,0.0
464,DK_Battery,2030,8,5,8,0.0
465,DK_Battery,2030,8,9,12,0.0
466,DK_Battery,2030,8,13,16,0.0
467,DK_Battery,2030,8,17,20,0.0
468,DK_Battery,2030,8,21,24,0.0
469,DK_Battery,2030,9,1,4,0.0
470,DK_Battery,2030,9,5,8,0.0
471,DK_Battery,2030,9,9,12,0.0
472,DK_Battery,2030,9,13,16,0.0
473,DK_Battery,2030,9,17,20,0.0
474,DK_Battery,2030,9,21,24,0.0
475,DK_Battery,2030,10,1,4,0.0
476,DK_Battery,2030,10,5,8,-0.3116134386714364
477,DK_Battery,2030,10,9,12,0.0
478,DK_Battery,2030,10,13,16,0.0
479,DK_Battery,2030,10,17,20,0.0
480,DK_Battery,2030,10,21,24,0.0
481,EE_Battery,2030,1,1,4,0.0
482,EE_Battery,2030,1,5,8,0.0
483,EE_Battery,2030,1,9,12,0.0
484,EE_Battery,2030,1,13,16,-3.815999999999999
485,EE_Battery,2030,1,17,20,0.0
486,EE_Battery,2030,1,21,24,0.0
487,EE_Battery,2030,2,1,4,0.0
488,EE_Battery,2030,2,5,8,-2.3364000000000003
489,EE_Battery,2030,2,9,12,-1.4833509831775038
490,EE_Battery,2030,2,13,16,0.0
491,EE_Battery,2030,2,17,20,0.0
492,EE_Battery,2030,2,21,24,0.0
493,EE_Battery,2030,3,1,4,0.0
494,EE_Battery,2030,3,5,8,0.0
495,EE_Battery,2030,3,9,12,0.0
496,EE_Battery,2030,3,13,16,0.0
497,EE_Battery,2030,3,17,20,0.0
498,EE_Battery,2030,3,21,24,0.0
499,EE_Battery,2030,4,1,4,0.0
500,EE_Battery,2030,4,5,8,0.0
501,EE_Battery,2030,4,9,12,0.0
502,EE_Battery,2030,4,13,16,0.0
503,EE_Battery,2030,4,17,20,0.0
504,EE_Battery,2030,4,21,24,0.0
505,EE_Battery,2030,5,1,4,0.0
506,EE_Battery,2030,5,5,8,0.0
507,EE_Battery,2030,5,9,12,0.0
508,EE_Battery,2030,5,13,16,0.0
509,EE_Battery,2030,5,17,20,0.0
510,EE_Battery,2030,5,21,24,0.0
511,EE_Battery,2030,6,1,4,0.0
512,EE_Battery,2030,6,5,8,-0.5713384098235377
513,EE_Battery,2030,6,9,12,0.0
514,EE_Battery,2030,6,13,16,0.0
515,EE_Battery,2030,6,17,20,0.0
516,EE_Battery,2030,6,21,24,0.0
517,EE_Battery,2030,7,1,4,0.0
518,EE_Battery,2030,7,5,8,0.0
519,EE_Battery,2030,7,9,12,0.0
520,EE_Battery,2030,7,13,16,-2.6196
521,EE_Battery,2030,7,17,20,0.0
522,EE_Battery,2030,7,21,24,0.0
523,EE_Battery,2030,8,1,4,0.0
524,EE_Battery,2030,8,5,8,0.0
525,EE_Battery,2030,8,9,12,0.0
526,EE_Battery,2030,8,13,16,0.0
527,EE_Battery,2030,8,17,20,0.0
528,EE_Battery,2030,8,21,24,0.0
529,EE_Battery,2030,9,1,4,0.0
530,EE_Battery,2030,9,5,8,0.0
531,EE_Battery,2030,9,9,12,0.0
532,EE_Battery,2030,9,13,16,0.0
533,EE_Battery,2030,9,17,20,0.0
534,EE_Battery,2030,9,21,24,0.0
535,EE_Battery,2030,10,1,4,0.0
536,EE_Battery,2030,10,5,8,0.0
537,EE_Battery,2030,10,9,12,0.0
538,EE_Battery,2030,10,13,16,0.0
539,EE_Battery,2030,10,17,20,0.0
540,EE_Battery,2030,10,21,24,0.0
541,ES_Battery,2030,1,1,4,0.0
542,ES_Battery,2030,1,5,8,0.0
543,ES_Battery,2030,1,9,12,0.0
544,ES_Battery,2030,1,13,16,0.0
545,ES_Battery,2030,1,17,20,0.0
546,ES_Battery,2030,1,21,24,0.0
547,ES_Battery,2030,2,1,4,-2.3364000000000003
548,ES_Battery,2030,2,5,8,0.0
549,ES_Battery,2030,2,9,12,0.0
550,ES_Battery,2030,2,13,16,0.0
551,ES_Battery,2030,2,17,20,0.0
552,ES_Battery,2030,2,21,24,0.0
553,ES_Battery,2030,3,1,4,0.0
554,ES_Battery,2030,3,5,8,0.0
555,ES_Battery,2030,3,9,12,0.0
556,ES_Battery,2030,3,13,16,0.0
557,ES_Battery,2030,3,17,20,0.0
558,ES_Battery,2030,3,21,24,0.0
559,ES_Battery,2030,4,1,4,0.0
560,ES_Battery,2030,4,5,8,0.0
561,ES_Battery,2030,4,9,12,0.0
562,ES_Battery,2030,4,13,16,0.0
563,ES_Battery,2030,4,17,20,0.0
564,ES_Battery,2030,4,21,24,0.0
565,ES_Battery,2030,5,1,4,0.0
566,ES_Battery,2030,5,5,8,0.0
567,ES_Battery,2030,5,9,12,0.0
568,ES_Battery,2030,5,13,16,0.0
569,ES_Battery,2030,5,17,20,0.0
570,ES_Battery,2030,5,21,24,0.0
571,ES_Battery,2030,6,1,4,0.0
572,ES_Battery,2030,6,5,8,0.0
573,ES_Battery,2030,6,9,12,0.0
574,ES_Battery,2030,6,13,16,0.0
575,ES_Battery,2030,6,17,20,0.0
576,ES_Battery,2030,6,21,24,0.0
577,ES_Battery,2030,7,1,4,0.0
578,ES_Battery,2030,7,5,8,0.0
579,ES_Battery,2030,7,9,12,0.0
580,ES_Battery,2030,7,13,16,0.0
581,ES_Battery,2030,7,17,20,0.0
582,ES_Battery,2030,7,21,24,0.0
583,ES_Battery,2030,8,1,4,0.0
584,ES_Battery,2030,8,5,8,0.0
585,ES_Battery,2030,8,9,12,0.0
586,ES_Battery,2030,8,13,16,0.0
587,ES_Battery,2030,8,17,20,0.0
588,ES_Battery,2030,8,21,24,0.0
589,ES_Battery,2030,9,1,4,0.0
590,ES_Battery,2030,9,5,8,0.0
591,ES_Battery,2030,9,9,12,0.0
592,ES_Battery,2030,9,13,16,0.0
593,ES_Battery,2030,9,17,20,0.0
594,ES_Battery,2030,9,21,24,0.0
595,ES_Battery,2030,10,1,4,-3.2568
596,ES_Battery,2030,10,5,8,0.0
597,ES_Battery,2030,10,9,12,0.0
598,ES_Battery,2030,10,13,16,0.0
599,ES_Battery,2030,10,17,20,0.0
600,ES_Battery,2030,10,21,24,0.0
601,FI_Battery,2030,1,1,4,0.0
602,FI_Battery,2030,1,5,8,0.0
603,FI_Battery,2030,1,9,12,0.0
604,FI_Battery,2030,1,13,16,0.0
605,FI_Battery,2030,1,17,20,0.0
606,FI_Battery,2030,1,21,24,0.0
607,FI_Battery,2030,2,1,4,0.0
608,FI_Battery,2030,2,5,8,0.0
609,FI_Battery,2030,2,9,12,0.0
610,FI_Battery,2030,2,13,16,0.0
611,FI_Battery,2030,2,17,20,0.0
612,FI_Battery,2030,2,21,24,0.0
613,FI_Battery,2030,3,1,4,0.0
614,FI_Battery,2030,3,5,8,0.0
615,FI_Battery,2030,3,9,12,0.0
616,FI_Battery,2030,3,13,16,0.0
617,FI_Battery,2030,3,17,20,0.0
618,FI_Battery,2030,3,21,24,0.0
619,FI_Battery,2030,4,1,4,0.0
620,FI_Battery,2030,4,5,8,0.0
621,FI_Battery,2030,4,9,12,0.0
622,FI_Battery,2030,4,13,16,0.0
623,FI_Battery,2030,4,17,20,0.0
624,FI_Battery,2030,4,21,24,0.0
