id,asset,year,rep_period,time_block_start,time_block_end,dual_balance_conversion
963,IT_electrolyzer,2050,1,9,12,-0.0
964,IT_electrolyzer,2050,1,13,16,-0.0
965,IT_electrolyzer,2050,1,17,20,1.7225000000000006
966,IT_electrolyzer,2050,1,21,24,1.7225000000000006
967,IT_electrolyzer,2050,2,1,4,0.8211328125000008
968,IT_electrolyzer,2050,2,5,8,0.8211328125000008
969,IT_electrolyzer,2050,2,9,12,-0.0
970,IT_electrolyzer,2050,2,13,16,-0.0
971,IT_electrolyzer,2050,2,17,20,0.8211328125000008
972,IT_electrolyzer,2050,2,21,24,0.8211328125000008
973,IT_electrolyzer,2050,3,1,4,0.9425000000000003
974,IT_electrolyzer,2050,3,5,8,0.9425000000000002
975,IT_electrolyzer,2050,3,9,12,0.7216015625000004
976,IT_electrolyzer,2050,3,13,16,0.7216015625000004
977,IT_electrolyzer,2050,3,17,20,0.9425000000000002
978,IT_electrolyzer,2050,3,21,24,0.9425000000000003
979,IT_electrolyzer,2050,4,1,4,0.7475000000000003
980,IT_electrolyzer,2050,4,5,8,0.7475000000000002
981,IT_electrolyzer,2050,4,9,12,-0.0
982,IT_electrolyzer,2050,4,13,16,-0.0
983,IT_electrolyzer,2050,4,17,20,0.7475000000000003
984,IT_electrolyzer,2050,4,21,24,0.7475000000000003
985,IT_electrolyzer,2050,5,1,4,1.657500000000001
986,IT_electrolyzer,2050,5,5,8,1.6575000000000004
987,IT_electrolyzer,2050,5,9,12,-0.0
988,IT_electrolyzer,2050,5,13,16,-0.0
989,IT_electrolyzer,2050,5,17,20,1.6575000000000006
990,IT_electrolyzer,2050,5,21,24,1.657500000000001
991,IT_electrolyzer,2050,6,1,4,0.4394878516433343
992,IT_electrolyzer,2050,6,5,8,0.4394878516433343
993,IT_electrolyzer,2050,6,9,12,-0.0
994,IT_electrolyzer,2050,6,13,16,-0.0
995,IT_electrolyzer,2050,6,17,20,0.12948246582640993
996,IT_electrolyzer,2050,6,21,24,0.4394878516433343
997,IT_electrolyzer,2050,7,1,4,1.2025000000000001
998,IT_electrolyzer,2050,7,5,8,1.2025000000000001
999,IT_electrolyzer,2050,7,9,12,-0.0
1000,IT_electrolyzer,2050,7,13,16,-0.0
1001,IT_electrolyzer,2050,7,17,20,1.2025000000000001
1002,IT_electrolyzer,2050,7,21,24,1.2025000000000001
1003,IT_electrolyzer,2050,8,1,4,1.0075000000000003
1004,IT_electrolyzer,2050,8,5,8,1.0075000000000003
1005,IT_electrolyzer,2050,8,9,12,-0.0
1006,IT_electrolyzer,2050,8,13,16,-0.0
1007,IT_electrolyzer,2050,8,17,20,0.7713671875000003
1008,IT_electrolyzer,2050,8,21,24,1.0075000000000003
1009,IT_electrolyzer,2050,9,1,4,1.3975
1010,IT_electrolyzer,2050,9,5,8,1.3975000000000002
1011,IT_electrolyzer,2050,9,9,12,-0.0
1012,IT_electrolyzer,2050,9,13,16,-0.0
1013,IT_electrolyzer,2050,9,17,20,1.3975
1014,IT_electrolyzer,2050,9,21,24,1.3975
1015,IT_electrolyzer,2050,10,1,4,1.4950000000000003
1016,IT_electrolyzer,2050,10,5,8,1.4950000000000003
1017,IT_electrolyzer,2050,10,9,12,1.1446093750000004
1018,IT_electrolyzer,2050,10,13,16,1.1446093750000004
1019,IT_electrolyzer,2050,10,17,20,1.4950000000000006
1020,IT_electrolyzer,2050,10,21,24,1.4950000000000003
1021,LT_electrolyzer,2050,1,1,4,-0.0
1022,LT_electrolyzer,2050,1,5,8,-0.0
1023,LT_electrolyzer,2050,1,9,12,-0.0
1024,LT_electrolyzer,2050,1,13,16,-0.0
1025,LT_electrolyzer,2050,1,17,20,1.7225000000000004
1026,LT_electrolyzer,2050,1,21,24,-0.0
1027,LT_electrolyzer,2050,2,1,4,-0.0
1028,LT_electrolyzer,2050,2,5,8,-0.0
1029,LT_electrolyzer,2050,2,9,12,-0.0
1030,LT_electrolyzer,2050,2,13,16,-0.0
1031,LT_electrolyzer,2050,2,17,20,-0.0
1032,LT_electrolyzer,2050,2,21,24,-0.0
1033,LT_electrolyzer,2050,3,1,4,-0.0
1034,LT_electrolyzer,2050,3,5,8,-0.0
1035,LT_electrolyzer,2050,3,9,12,-0.0
1036,LT_electrolyzer,2050,3,13,16,-0.0
1037,LT_electrolyzer,2050,3,17,20,-0.0
