id,asset,year,period_block_start,period_block_end,dual_balance_storage_over_clustered_year,dual_max_storage_level_over_clustered_year_limit,dual_min_storage_level_over_clustered_year_limit
1,AT_Hydro_Reservoir,2050,1,4,-0.13000000000000003,0.0,0.0
2,AT_Hydro_Reservoir,2050,5,8,-0.13000000000000003,0.0,0.0
3,AT_Hydro_Reservoir,2050,9,12,-0.13000000000000003,0.0,0.0
4,AT_Hydro_Reservoir,2050,13,16,-0.13000000000000003,0.0,0.0
5,AT_Hydro_Reservoir,2050,17,20,-0.13000000000000003,0.0,0.0
6,AT_Hydro_Reservoir,2050,21,24,-0.13000000000000003,0.0,0.0
7,AT_Hydro_Reservoir,2050,25,28,-0.13000000000000003,0.0,0.0
8,AT_Hydro_Reservoir,2050,29,32,-0.13000000000000003,0.0,0.0
9,AT_Hydro_Reservoir,2050,33,36,-0.13000000000000003,0.0,0.0
10,AT_Hydro_Reservoir,2050,37,40,-0.13000000000000003,0.0,0.0
11,AT_Hydro_Reservoir,2050,41,44,-0.13000000000000003,0.0,0.0
12,AT_Hydro_Reservoir,2050,45,48,-0.13000000000000003,0.0,0.0
13,AT_Hydro_Reservoir,2050,49,52,-0.13000000000000003,0.0,0.0
14,AT_Hydro_Reservoir,2050,53,56,-0.13000000000000003,0.0,0.0
15,AT_Hydro_Reservoir,2050,57,60,-0.13000000000000003,0.0,0.0
16,AT_Hydro_Reservoir,2050,61,64,-0.13000000000000003,0.0,0.0
17,AT_Hydro_Reservoir,2050,65,68,-0.13000000000000003,0.0,0.0
18,AT_Hydro_Reservoir,2050,69,72,-0.13000000000000003,0.0,0.0
19,AT_Hydro_Reservoir,2050,73,76,-0.13000000000000003,0.0,0.0
20,AT_Hydro_Reservoir,2050,77,80,-0.13000000000000003,0.0,0.0
21,AT_Hydro_Reservoir,2050,81,84,-0.13000000000000003,0.0,0.0
22,AT_Hydro_Reservoir,2050,85,88,-0.13000000000000003,0.0,0.0
23,AT_Hydro_Reservoir,2050,89,92,-0.13000000000000003,0.0,0.0
24,AT_Hydro_Reservoir,2050,93,96,-0.13000000000000003,0.0,0.0
25,AT_Hydro_Reservoir,2050,97,100,-0.13000000000000003,0.0,0.0
26,AT_Hydro_Reservoir,2050,101,104,-0.13000000000000003,0.0,0.0
27,AT_Hydro_Reservoir,2050,105,108,-0.13000000000000003,0.0,0.0
28,AT_Hydro_Reservoir,2050,109,112,-0.13000000000000003,0.0,0.0
