id,asset,year,period_block_start,period_block_end,dual_balance_storage_over_clustered_year,dual_max_storage_level_over_clustered_year_limit,dual_min_storage_level_over_clustered_year_limit
1,AT_Hydro_Reservoir,2050,1,6,-0.03138392857142857,0.0,0.0
2,AT_Hydro_Reservoir,2050,7,12,-0.03138392857142857,0.0,0.0
3,AT_Hydro_Reservoir,2050,13,18,-0.03138392857142857,0.0,0.0
4,AT_Hydro_Reservoir,2050,19,24,-0.03138392857142857,0.0,0.0
5,AT_Hydro_Reservoir,2050,25,30,-0.03138392857142857,0.0,0.0
6,AT_Hydro_Reservoir,2050,31,36,-0.03138392857142857,0.0,0.0
7,AT_Hydro_Reservoir,2050,37,42,-0.03138392857142857,0.0,0.0
8,AT_Hydro_Reservoir,2050,43,48,-0.03138392857142857,0.0,0.0
9,AT_Hydro_Reservoir,2050,49,54,-0.03138392857142857,0.0,0.0
10,AT_Hydro_Reservoir,2050,55,60,-0.03138392857142857,0.0,0.0
11,AT_Hydro_Reservoir,2050,61,66,-0.03138392857142857,0.0,0.0
12,AT_Hydro_Reservoir,2050,67,72,-0.03138392857142857,0.0,0.0
13,AT_Hydro_Reservoir,2050,73,78,-0.03138392857142857,0.0,0.0
14,AT_Hydro_Reservoir,2050,79,84,-0.03138392857142857,0.0,0.0
15,AT_Hydro_Reservoir,2050,85,90,-0.03138392857142857,0.0,0.0
16,AT_Hydro_Reservoir,2050,91,96,-0.03138392857142857,0.0,0.0
17,AT_Hydro_Reservoir,2050,97,102,-0.03138392857142857,0.0,0.0
18,AT_Hydro_Reservoir,2050,103,108,-0.03138392857142857,0.0,0.0
19,AT_Hydro_Reservoir,2050,109,114,-0.03138392857142857,0.0,0.0
20,AT_Hydro_Reservoir,2050,115,120,-0.03138392857142857,0.0,0.0
21,AT_Hydro_Reservoir,2050,121,126,-0.03138392857142857,0.0,0.0
22,AT_Hydro_Reservoir,2050,127,132,-0.03138392857142857,0.0,0.0
23,AT_Hydro_Reservoir,2050,133,138,-0.03138392857142857,0.0,0.0
24,AT_Hydro_Reservoir,2050,139,144,-0.03138392857142857,0.0,0.0
25,AT_Hydro_Reservoir,2050,145,150,-0.03138392857142857,0.0,0.0
26,AT_Hydro_Reservoir,2050,151,156,-0.03138392857142857,0.0,0.0
27,AT_Hydro_Reservoir,2050,157,162,-0.03138392857142857,0.0,0.0
28,AT_Hydro_Reservoir,2050,163,168,-0.03138392857142857,-0.0011830357142857198,0.0
29,AT_Hydro_Reservoir,2050,169,174,-0.03256696428571429,0.0,0.0
30,AT_Hydro_Reservoir,2050,175,180,-0.03256696428571429,0.0,0.0
31,AT_Hydro_Reservoir,2050,181,186,-0.03256696428571429,0.0,0.0
32,AT_Hydro_Reservoir,2050,187,192,-0.03256696428571429,0.0,0.0
33,AT_Hydro_Reservoir,2050,193,198,-0.03256696428571429,0.0,0.0
34,AT_Hydro_Reservoir,2050,199,204,-0.03256696428571429,0.0,0.0
35,AT_Hydro_Reservoir,2050,205,210,-0.03256696428571429,0.0,0.0
36,AT_Hydro_Reservoir,2050,211,216,-0.03256696428571429,0.0,0.0
