id,asset,milestone_year,investment_integer_storage_energy,capacity_storage_energy,investment_limit_storage_energy,solution
1,NL_Battery,2050,false,10.0,,111.97105259251002
2,BE_Battery,2050,false,10.0,,193.83946107167122
3,DE_Battery,2050,false,10.0,,375.41756743410804
4,FR_Battery,2050,false,10.0,,1210.790679861691
5,LU_Battery,2050,false,10.0,,10.529769240110397
6,CH_Battery,2050,false,10.0,,87.01803011517896
7,UK_Battery,2050,false,10.0,,1165.5571867492756
8,DK_Battery,2050,false,10.0,,78.69117590875513
9,NO_Battery,2050,false,10.0,,214.28674588033354
10,IE_Battery,2050,false,10.0,,196.8828459677834
11,SE_Battery,2050,false,10.0,,305.21909834339965
12,AT_Battery,2050,false,10.0,,105.1206151334898
13,CZ_Battery,2050,false,10.0,,102.01358820422593
14,PL_Battery,2050,false,10.0,,29.072611994107138
15,ES_Battery,2050,false,10.0,,1048.4975641897101
16,IT_Battery,2050,false,10.0,,1661.2005005772291
17,LT_Battery,2050,false,10.0,,3.811235594022571
18,FI_Battery,2050,false,10.0,,188.1892391488438
19,SI_Battery,2050,false,10.0,,5.82028494044348
20,HU_Battery,2050,false,10.0,,140.57938779922978
21,SK_Battery,2050,false,10.0,,5.801477598191321
22,PT_Battery,2050,false,10.0,,140.92598618782785
23,HR_Battery,2050,false,10.0,,9.14099939149619
24,RO_Battery,2050,false,10.0,,96.55639069747686
25,GR_Battery,2050,false,10.0,,152.7177518692867
26,LV_Battery,2050,false,10.0,,6.123333445536559
27,EE_Battery,2050,false,10.0,,8.263874261382693
28,MT_Battery,2050,false,10.0,,12.879935140098098
29,CY_Battery,2050,false,10.0,,71.87713783556221
30,BG_Battery,2050,false,10.0,,171.15296396291188
