id,asset,year,rep_period,time_block_start,time_block_end,dual_balance_hub
855,DK_E_Balance,2050,2,5,6,-0.0
856,DK_E_Balance,2050,2,7,8,-0.0
857,DK_E_Balance,2050,2,9,10,-0.0
858,DK_E_Balance,2050,2,11,12,-0.0
859,DK_E_Balance,2050,2,13,14,-0.0
860,DK_E_Balance,2050,2,15,16,-0.0
861,DK_E_Balance,2050,2,17,18,-0.0
862,DK_E_Balance,2050,2,19,20,-0.0
863,DK_E_Balance,2050,2,21,22,-0.0
864,DK_E_Balance,2050,2,23,24,-0.0
865,DK_E_Balance,2050,3,1,2,-0.0
866,DK_E_Balance,2050,3,3,4,-0.0
867,DK_E_Balance,2050,3,5,6,-0.0
868,DK_E_Balance,2050,3,7,8,-0.0
869,DK_E_Balance,2050,3,9,10,-0.0
870,DK_E_Balance,2050,3,11,12,-0.0
871,DK_E_Balance,2050,3,13,14,-0.0
872,DK_E_Balance,2050,3,15,16,-0.0
873,DK_E_Balance,2050,3,17,18,-0.0
874,DK_E_Balance,2050,3,19,20,-0.0
875,DK_E_Balance,2050,3,21,22,-0.0
876,DK_E_Balance,2050,3,23,24,-0.0
877,DK_E_Balance,2050,4,1,2,-0.0
878,DK_E_Balance,2050,4,3,4,-0.0
879,DK_E_Balance,2050,4,5,6,-0.0
880,DK_E_Balance,2050,4,7,8,-0.0
881,DK_E_Balance,2050,4,9,10,-0.0
882,DK_E_Balance,2050,4,11,12,-0.0
883,DK_E_Balance,2050,4,13,14,-0.0
884,DK_E_Balance,2050,4,15,16,-0.0
885,DK_E_Balance,2050,4,17,18,-0.0
886,DK_E_Balance,2050,4,19,20,-0.0
887,DK_E_Balance,2050,4,21,22,-0.0
888,DK_E_Balance,2050,4,23,24,-0.0
889,DK_E_Balance,2050,5,1,2,-0.0
890,DK_E_Balance,2050,5,3,4,-0.0
891,DK_E_Balance,2050,5,5,6,-0.0
892,DK_E_Balance,2050,5,7,8,-0.0
893,DK_E_Balance,2050,5,9,10,-0.0
894,DK_E_Balance,2050,5,11,12,-0.0
895,DK_E_Balance,2050,5,13,14,-0.0
896,DK_E_Balance,2050,5,15,16,-0.0
897,DK_E_Balance,2050,5,17,18,-0.0
898,DK_E_Balance,2050,5,19,20,-0.0
899,DK_E_Balance,2050,5,21,22,-0.0
900,DK_E_Balance,2050,5,23,24,-0.0
901,DK_E_Balance,2050,6,1,2,2.3400000000000003
902,DK_E_Balance,2050,6,3,4,2.3400000000000003
903,DK_E_Balance,2050,6,5,6,2.3400000000000003
904,DK_E_Balance,2050,6,7,8,2.3400000000000003
905,DK_E_Balance,2050,6,9,10,2.3400000000000003
906,DK_E_Balance,2050,6,11,12,-0.0
907,DK_E_Balance,2050,6,13,14,-0.0
908,DK_E_Balance,2050,6,15,16,-0.0
909,DK_E_Balance,2050,6,17,18,-0.0
910,DK_E_Balance,2050,6,19,20,2.3400000000000003
911,DK_E_Balance,2050,6,21,22,2.3400000000000003
912,DK_E_Balance,2050,6,23,24,-0.0
913,DK_E_Balance,2050,7,1,2,-0.0
914,DK_E_Balance,2050,7,3,4,-0.0
915,DK_E_Balance,2050,7,5,6,4.8100000000000005
916,DK_E_Balance,2050,7,7,8,4.8100000000000005
917,DK_E_Balance,2050,7,9,10,4.8100000000000005
918,DK_E_Balance,2050,7,11,12,4.8100000000000005
919,DK_E_Balance,2050,7,13,14,4.3868402500000006
920,DK_E_Balance,2050,7,15,16,4.3868402500000006
921,DK_E_Balance,2050,7,17,18,148.0
922,DK_E_Balance,2050,7,19,20,148.0
923,DK_E_Balance,2050,7,21,22,4.8100000000000005
924,DK_E_Balance,2050,7,23,24,4.8100000000000005
925,DK_E_Balance,2050,8,1,2,-0.0
926,DK_E_Balance,2050,8,3,4,-0.0
927,DK_E_Balance,2050,8,5,6,-0.0
928,DK_E_Balance,2050,8,7,8,-0.0
929,DK_E_Balance,2050,8,9,10,-0.0
930,DK_E_Balance,2050,8,11,12,-0.0
931,DK_E_Balance,2050,8,13,14,-0.0
932,DK_E_Balance,2050,8,15,16,-0.0
933,DK_E_Balance,2050,8,17,18,-0.0
934,DK_E_Balance,2050,8,19,20,-0.0
935,DK_E_Balance,2050,8,21,22,-0.0
936,DK_E_Balance,2050,8,23,24,-0.0
937,DK_E_Balance,2050,9,1,2,-0.0
938,DK_E_Balance,2050,9,3,4,-0.0
939,DK_E_Balance,2050,9,5,6,-0.0
940,DK_E_Balance,2050,9,7,8,-0.0
941,DK_E_Balance,2050,9,9,10,-0.0
942,DK_E_Balance,2050,9,11,12,-0.0
943,DK_E_Balance,2050,9,13,14,-0.0
944,DK_E_Balance,2050,9,15,16,-0.0
945,DK_E_Balance,2050,9,17,18,-0.0
946,DK_E_Balance,2050,9,19,20,-0.0
947,DK_E_Balance,2050,9,21,22,-0.0
948,DK_E_Balance,2050,9,23,24,-0.0
949,DK_E_Balance,2050,10,1,2,184.0
950,DK_E_Balance,2050,10,3,4,184.0
951,DK_E_Balance,2050,10,5,6,201.7488555686522
