id,asset,year,rep_period,time_block_start,time_block_end,rn,dual_su_sd_eq_units_on_diff
12517,HR_Nuclear,2030,5,6,6,6,0.0
12518,HR_Nuclear,2030,5,7,7,7,0.0
12519,HR_Nuclear,2030,5,8,8,8,0.0
12520,HR_Nuclear,2030,5,9,9,9,0.0
12521,HR_Nuclear,2030,5,10,10,10,0.0
12522,HR_Nuclear,2030,5,11,11,11,0.0
12523,HR_Nuclear,2030,5,12,12,12,0.0
12524,HR_Nuclear,2030,5,13,13,13,0.0
12525,HR_Nuclear,2030,5,14,14,14,0.0
12526,HR_Nuclear,2030,5,15,15,15,0.0
12527,HR_Nuclear,2030,5,16,16,16,0.0
12528,HR_Nuclear,2030,5,17,17,17,0.0
12529,HR_Nuclear,2030,5,18,18,18,0.0
12530,HR_Nuclear,2030,5,19,19,19,0.0
12531,HR_Nuclear,2030,5,20,20,20,0.0
12532,HR_Nuclear,2030,5,21,21,21,0.0
12533,HR_Nuclear,2030,5,22,22,22,0.0
12534,HR_Nuclear,2030,5,23,23,23,0.0
12535,HR_Nuclear,2030,5,24,24,24,0.0
12536,HR_Nuclear,2030,6,2,2,2,0.0
12537,HR_Nuclear,2030,6,3,3,3,0.0
12538,HR_Nuclear,2030,6,4,4,4,0.0
12539,HR_Nuclear,2030,6,5,5,5,0.0
12540,HR_Nuclear,2030,6,6,6,6,0.0
12541,HR_Nuclear,2030,6,7,7,7,0.0
12542,HR_Nuclear,2030,6,8,8,8,0.0
12543,HR_Nuclear,2030,6,9,9,9,0.0
12544,HR_Nuclear,2030,6,10,10,10,0.0
12545,HR_Nuclear,2030,6,11,11,11,0.0
12546,HR_Nuclear,2030,6,12,12,12,0.0
12547,HR_Nuclear,2030,6,13,13,13,0.0
12548,HR_Nuclear,2030,6,14,14,14,0.0
12549,HR_Nuclear,2030,6,15,15,15,0.0
12550,HR_Nuclear,2030,6,16,16,16,0.0
12551,HR_Nuclear,2030,6,17,17,17,0.0
12552,HR_Nuclear,2030,6,18,18,18,0.0
12553,HR_Nuclear,2030,6,19,19,19,0.0
12554,HR_Nuclear,2030,6,20,20,20,0.0
