id,asset,milestone_year,investment_integer_storage_energy,capacity_storage_energy,investment_limit_storage_energy,solution
1,NL_Battery,2030,false,10.0,,0.0
2,BE_Battery,2030,false,10.0,,15.790719492583548
3,DE_Battery,2030,false,10.0,,529.7978413184628
4,FR_Battery,2030,false,10.0,,344.69320397225675
5,LU_Battery,2030,false,10.0,,0.0
6,CH_Battery,2030,false,10.0,,109.54668084576512
7,UK_Battery,2030,false,10.0,,272.94555280779025
8,DK_Battery,2030,false,10.0,,0.0
9,NO_Battery,2030,false,10.0,,0.0
10,IE_Battery,2030,false,10.0,,0.0
11,SE_Battery,2030,false,10.0,,26.07800752467416
12,AT_Battery,2030,false,10.0,,20.251824640922237
13,CZ_Battery,2030,false,10.0,,81.40225083250904
14,PL_Battery,2030,false,10.0,,59.884665696419326
15,ES_Battery,2030,false,10.0,,435.25327486385794
16,IT_Battery,2030,false,10.0,,798.5724402098771
17,LT_Battery,2030,false,10.0,,60.33571476864838
18,FI_Battery,2030,false,10.0,,0.9171072378731424
19,SI_Battery,2030,false,10.0,,0.0
20,HU_Battery,2030,false,10.0,,0.0
21,SK_Battery,2030,false,10.0,,0.0
22,PT_Battery,2030,false,10.0,,54.301935234822466
23,HR_Battery,2030,false,10.0,,26.386813198966365
24,RO_Battery,2030,false,10.0,,33.948395147553086
25,GR_Battery,2030,false,10.0,,0.0
26,LV_Battery,2030,false,10.0,,0.0
27,EE_Battery,2030,false,10.0,,0.0
28,MT_Battery,2030,false,10.0,,238.23388431555213
29,CY_Battery,2030,false,10.0,,27.620171294458192
30,BG_Battery,2030,false,10.0,,96.21203279751482
