6.276738762519744e7;2.225714541116305e6;399498.8100754445;6.054167308408117e7;1.207321127937211e7
6.276743583139593e7;2.225991223283298e6;373888.0273413657;6.054144460811265e7;1.2041067775179442e7
6.2767034454955816e7;2.225232682442391e6;402282.4129343341;6.054180177251347e7;1.207794271344831e7
6.276676856838545e7;2.2256146296433755e6;401230.4173605921;6.054115393874213e7;1.2082451521962306e7
6.276668952958602e7;2.2251554447008744e6;398499.14947710733;6.054153408488516e7;1.208539111273352e7
6.276690226303183e7;2.225625507046515e6;399063.35203078005;6.054127675598535e7;1.2071493926440263e7
6.276649985383509e7;2.224975554361264e6;402390.16037492116;6.054152429947389e7;1.2090161129100285e7
6.276686468857835e7;2.225425386675405e6;397841.5937302532;6.054143930190297e7;1.2086572645352827e7
6.276646619530147e7;2.2252017551505393e6;400010.83328451216;6.054126444015098e7;1.2090216913052464e7
6.276664066135078e7;2.2253554966638885e6;404688.6111335478;6.054128516468695e7;1.207453609422923e7
