id,asset,year,rep_period,time_block_start,time_block_end,unit_commitment_integer,solution
55,AT_Gas,2050,1,1,6,true,0.0
56,AT_Gas,2050,1,7,12,true,0.0
250,AT_Gas,2050,1,13,18,true,0.0
57,AT_Gas,2050,1,19,24,true,0.0
300,AT_Gas,2050,2,1,6,true,0.0
615,AT_Gas,2050,2,7,12,true,0.0
301,AT_Gas,2050,2,13,18,true,0.0
302,AT_Gas,2050,2,19,24,true,0.0
675,AT_Gas,2050,3,1,6,true,0.0
676,AT_Gas,2050,3,7,12,true,0.0
677,AT_Gas,2050,3,13,18,true,-0.0
678,AT_Gas,2050,3,19,24,true,0.0
779,AT_Gas,2050,4,1,6,true,0.0
780,AT_Gas,2050,4,7,12,true,0.0
781,AT_Gas,2050,4,13,18,true,0.0
932,AT_Gas,2050,4,19,24,true,1.0
1022,AT_Gas,2050,5,1,6,true,0.0
1023,AT_Gas,2050,5,7,12,true,0.0
1024,AT_Gas,2050,5,13,18,true,0.0
1188,AT_Gas,2050,5,19,24,true,0.0
1276,AT_Gas,2050,6,1,6,true,0.0
1277,AT_Gas,2050,6,7,12,true,0.0
1278,AT_Gas,2050,6,13,18,true,0.0
1279,AT_Gas,2050,6,19,24,true,0.0
1477,AT_Gas,2050,7,1,6,true,0.0
1478,AT_Gas,2050,7,7,12,true,0.0
1479,AT_Gas,2050,7,13,18,true,0.0
1588,AT_Gas,2050,7,19,24,true,0.0
1753,AT_Gas,2050,8,1,6,true,0.0
1754,AT_Gas,2050,8,7,12,true,0.0
1755,AT_Gas,2050,8,13,18,true,0.0
1756,AT_Gas,2050,8,19,24,true,0.0
2131,AT_Gas,2050,9,1,6,true,0.0
2132,AT_Gas,2050,9,7,12,true,0.0
2133,AT_Gas,2050,9,13,18,true,0.0
2134,AT_Gas,2050,9,19,24,true,0.0
2237,AT_Gas,2050,10,1,6,true,0.0
2424,AT_Gas,2050,10,7,12,true,0.0
2238,AT_Gas,2050,10,13,18,true,0.0
2403,AT_Gas,2050,10,19,24,true,0.0
5,BE_Gas,2050,1,1,6,true,0.0
6,BE_Gas,2050,1,7,12,true,0.0
7,BE_Gas,2050,1,13,18,true,0.0
8,BE_Gas,2050,1,19,24,true,0.0
267,BE_Gas,2050,2,1,6,true,0.0
217,BE_Gas,2050,2,7,12,true,0.0
218,BE_Gas,2050,2,13,18,true,0.0
219,BE_Gas,2050,2,19,24,true,0.0
673,BE_Gas,2050,3,1,6,true,0.0
920,BE_Gas,2050,3,7,12,true,-0.0
921,BE_Gas,2050,3,13,18,true,0.0
674,BE_Gas,2050,3,19,24,true,0.0
729,BE_Gas,2050,4,1,6,true,0.0
730,BE_Gas,2050,4,7,12,true,0.0
731,BE_Gas,2050,4,13,18,true,0.0
732,BE_Gas,2050,4,19,24,true,0.0
976,BE_Gas,2050,5,1,6,true,0.0
977,BE_Gas,2050,5,7,12,true,0.0
978,BE_Gas,2050,5,13,18,true,0.0
1183,BE_Gas,2050,5,19,24,true,0.0
1226,BE_Gas,2050,6,1,6,true,0.0
1227,BE_Gas,2050,6,7,12,true,0.0
1610,BE_Gas,2050,6,13,18,true,0.0
1228,BE_Gas,2050,6,19,24,true,0.0
1437,BE_Gas,2050,7,1,6,true,0.0
1438,BE_Gas,2050,7,7,12,true,0.0
1439,BE_Gas,2050,7,13,18,true,0.0
1580,BE_Gas,2050,7,19,24,true,0.0
1700,BE_Gas,2050,8,1,6,true,0.0
1701,BE_Gas,2050,8,7,12,true,0.0
1890,BE_Gas,2050,8,13,18,true,0.0
