5.869901968289746e7;2.0904246058992418e6;387537.8779519125;5.660859507699821e7;1.2223011376364259e7
5.869892721297622e7;2.0904246058992445e6;387537.87795191543;5.660850260707699e7;1.2219237940159995e7
5.869856367953108e7;2.0904246058992445e6;387537.87795191543;5.6608139073631845e7;1.2256058386240011e7
5.869859336387291e7;2.0904246058992445e6;387537.87795191543;5.660816875797366e7;1.2256134045056239e7
5.869890126684224e7;2.0904246058992445e6;387537.87795191543;5.660847666094299e7;1.2259301293701278e7
5.869850846332412e7;2.0904246058992445e6;387537.87795191543;5.660808385742488e7;1.2258242802121224e7
5.869897278423698e7;2.0904246058992445e6;387537.87795191543;5.660854817833774e7;1.2256261811511805e7
5.8698269906061865e7;2.0904246058992445e6;387537.87795191543;5.660784530016262e7;1.2258825925113795e7
5.869868635347902e7;2.0904246058992445e6;387537.87795191543;5.660826174757977e7;1.2217856452767344e7
5.869865235693082e7;2.0904246058992445e6;387537.87795191543;5.660822775103158e7;1.2260959086191403e7
