id,asset,year,rep_period,time_block_start,time_block_end,rn,dual_su_sd_eq_units_on_diff
305,BE_CCGT,2030,4,13,15,5,0.0
306,BE_CCGT,2030,4,16,18,6,0.0
307,BE_CCGT,2030,4,19,21,7,0.0
308,BE_CCGT,2030,4,22,24,8,0.0
309,BE_CCGT,2030,5,4,6,2,0.0
310,BE_CCGT,2030,5,7,9,3,0.0
311,BE_CCGT,2030,5,10,12,4,0.0
312,BE_CCGT,2030,5,13,15,5,0.0
313,BE_CCGT,2030,5,16,18,6,0.0
314,BE_CCGT,2030,5,19,21,7,0.0
315,BE_CCGT,2030,5,22,24,8,0.0
316,BE_CCGT,2030,6,4,6,2,0.0
317,BE_CCGT,2030,6,7,9,3,0.0
318,BE_CCGT,2030,6,10,12,4,0.0
319,BE_CCGT,2030,6,13,15,5,0.0
320,BE_CCGT,2030,6,16,18,6,0.0
321,BE_CCGT,2030,6,19,21,7,0.0
322,BE_CCGT,2030,6,22,24,8,0.0
323,BE_CCGT,2030,7,4,6,2,0.0
324,BE_CCGT,2030,7,7,9,3,0.0
325,BE_CCGT,2030,7,10,12,4,0.0
326,BE_CCGT,2030,7,13,15,5,0.0
327,BE_CCGT,2030,7,16,18,6,0.0
328,BE_CCGT,2030,7,19,21,7,0.0
329,BE_CCGT,2030,7,22,24,8,0.0
330,BE_CCGT,2030,8,4,6,2,0.0
331,BE_CCGT,2030,8,7,9,3,0.0
332,BE_CCGT,2030,8,10,12,4,0.0
333,BE_CCGT,2030,8,13,15,5,0.0
334,BE_CCGT,2030,8,16,18,6,0.0
335,BE_CCGT,2030,8,19,21,7,0.0
336,BE_CCGT,2030,8,22,24,8,0.0
337,BE_CCGT,2030,9,4,6,2,0.0
338,BE_CCGT,2030,9,7,9,3,0.0
339,BE_CCGT,2030,9,10,12,4,0.0
340,BE_CCGT,2030,9,13,15,5,0.0
341,BE_CCGT,2030,9,16,18,6,0.0
342,BE_CCGT,2030,9,19,21,7,0.0
343,BE_CCGT,2030,9,22,24,8,0.0
344,BE_CCGT,2030,10,4,6,2,0.0
345,BE_CCGT,2030,10,7,9,3,0.0
346,BE_CCGT,2030,10,10,12,4,0.0
347,BE_CCGT,2030,10,13,15,5,0.0
348,BE_CCGT,2030,10,16,18,6,0.0
349,BE_CCGT,2030,10,19,21,7,0.0
350,BE_CCGT,2030,10,22,24,8,0.0
351,BE_Coal,2030,1,4,6,2,0.0
352,BE_Coal,2030,1,7,9,3,0.0
353,BE_Coal,2030,1,10,12,4,0.0
354,BE_Coal,2030,1,13,15,5,0.0
355,BE_Coal,2030,1,16,18,6,0.0
356,BE_Coal,2030,1,19,21,7,0.0
357,BE_Coal,2030,1,22,24,8,0.0
358,BE_Coal,2030,2,4,6,2,0.0
359,BE_Coal,2030,2,7,9,3,0.0
360,BE_Coal,2030,2,10,12,4,0.0
361,BE_Coal,2030,2,13,15,5,0.0
362,BE_Coal,2030,2,16,18,6,0.0
363,BE_Coal,2030,2,19,21,7,0.0
364,BE_Coal,2030,2,22,24,8,0.0
365,BE_Coal,2030,3,4,6,2,0.0
366,BE_Coal,2030,3,7,9,3,0.0
367,BE_Coal,2030,3,10,12,4,0.0
368,BE_Coal,2030,3,13,15,5,0.0
369,BE_Coal,2030,3,16,18,6,0.0
370,BE_Coal,2030,3,19,21,7,0.0
371,BE_Coal,2030,3,22,24,8,0.0
372,BE_Coal,2030,4,4,6,2,0.0
373,BE_Coal,2030,4,7,9,3,0.0
374,BE_Coal,2030,4,10,12,4,0.0
375,BE_Coal,2030,4,13,15,5,0.0
376,BE_Coal,2030,4,16,18,6,0.0
377,BE_Coal,2030,4,19,21,7,0.0
378,BE_Coal,2030,4,22,24,8,0.0
379,BE_Coal,2030,5,4,6,2,0.0
380,BE_Coal,2030,5,7,9,3,0.0
381,BE_Coal,2030,5,10,12,4,0.0
382,BE_Coal,2030,5,13,15,5,0.0
383,BE_Coal,2030,5,16,18,6,0.0
384,BE_Coal,2030,5,19,21,7,0.0
385,BE_Coal,2030,5,22,24,8,0.0
386,BE_Coal,2030,6,4,6,2,0.0
387,BE_Coal,2030,6,7,9,3,0.0
388,BE_Coal,2030,6,10,12,4,0.0
389,BE_Coal,2030,6,13,15,5,0.0
390,BE_Coal,2030,6,16,18,6,0.0
391,BE_Coal,2030,6,19,21,7,0.0
392,BE_Coal,2030,6,22,24,8,0.0
393,BE_Coal,2030,7,4,6,2,0.0
394,BE_Coal,2030,7,7,9,3,0.0
395,BE_Coal,2030,7,10,12,4,0.0
396,BE_Coal,2030,7,13,15,5,0.0
397,BE_Coal,2030,7,16,18,6,0.0
398,BE_Coal,2030,7,19,21,7,0.0
399,BE_Coal,2030,7,22,24,8,0.0
400,BE_Coal,2030,8,4,6,2,0.0
401,BE_Coal,2030,8,7,9,3,0.0
402,BE_Coal,2030,8,10,12,4,0.0
403,BE_Coal,2030,8,13,15,5,0.0
404,BE_Coal,2030,8,16,18,6,0.0
405,BE_Coal,2030,8,19,21,7,0.0
406,BE_Coal,2030,8,22,24,8,0.0
407,BE_Coal,2030,9,4,6,2,0.0
408,BE_Coal,2030,9,7,9,3,0.0
409,BE_Coal,2030,9,10,12,4,0.0
410,BE_Coal,2030,9,13,15,5,0.0
411,BE_Coal,2030,9,16,18,6,0.0
412,BE_Coal,2030,9,19,21,7,0.0
413,BE_Coal,2030,9,22,24,8,0.0
414,BE_Coal,2030,10,4,6,2,0.0
415,BE_Coal,2030,10,7,9,3,0.0
416,BE_Coal,2030,10,10,12,4,0.0
417,BE_Coal,2030,10,13,15,5,0.0
418,BE_Coal,2030,10,16,18,6,0.0
419,BE_Coal,2030,10,19,21,7,0.0
420,BE_Coal,2030,10,22,24,8,0.0
421,BE_Nuclear,2030,1,4,6,2,0.0
422,BE_Nuclear,2030,1,7,9,3,0.0
423,BE_Nuclear,2030,1,10,12,4,0.0
424,BE_Nuclear,2030,1,13,15,5,0.0
425,BE_Nuclear,2030,1,16,18,6,0.0
426,BE_Nuclear,2030,1,19,21,7,0.0
427,BE_Nuclear,2030,1,22,24,8,0.0
428,BE_Nuclear,2030,2,4,6,2,0.0
429,BE_Nuclear,2030,2,7,9,3,0.0
430,BE_Nuclear,2030,2,10,12,4,0.0
431,BE_Nuclear,2030,2,13,15,5,0.0
432,BE_Nuclear,2030,2,16,18,6,0.0
433,BE_Nuclear,2030,2,19,21,7,0.0
434,BE_Nuclear,2030,2,22,24,8,0.0
435,BE_Nuclear,2030,3,4,6,2,0.0
436,BE_Nuclear,2030,3,7,9,3,0.0
437,BE_Nuclear,2030,3,10,12,4,0.0
438,BE_Nuclear,2030,3,13,15,5,0.0
439,BE_Nuclear,2030,3,16,18,6,0.0
440,BE_Nuclear,2030,3,19,21,7,0.0
441,BE_Nuclear,2030,3,22,24,8,0.0
442,BE_Nuclear,2030,4,4,6,2,0.0
443,BE_Nuclear,2030,4,7,9,3,0.0
444,BE_Nuclear,2030,4,10,12,4,0.0
445,BE_Nuclear,2030,4,13,15,5,0.0
446,BE_Nuclear,2030,4,16,18,6,0.0
447,BE_Nuclear,2030,4,19,21,7,0.0
448,BE_Nuclear,2030,4,22,24,8,0.0
449,BE_Nuclear,2030,5,4,6,2,0.0
450,BE_Nuclear,2030,5,7,9,3,0.0
451,BE_Nuclear,2030,5,10,12,4,0.0
452,BE_Nuclear,2030,5,13,15,5,0.0
453,BE_Nuclear,2030,5,16,18,6,0.0
454,BE_Nuclear,2030,5,19,21,7,0.0
455,BE_Nuclear,2030,5,22,24,8,0.0
456,BE_Nuclear,2030,6,4,6,2,0.0
457,BE_Nuclear,2030,6,7,9,3,0.0
458,BE_Nuclear,2030,6,10,12,4,0.0
459,BE_Nuclear,2030,6,13,15,5,0.0
460,BE_Nuclear,2030,6,16,18,6,0.0
461,BE_Nuclear,2030,6,19,21,7,0.0
462,BE_Nuclear,2030,6,22,24,8,0.0
463,BE_Nuclear,2030,7,4,6,2,0.0
464,BE_Nuclear,2030,7,7,9,3,0.0
465,BE_Nuclear,2030,7,10,12,4,0.0
466,BE_Nuclear,2030,7,13,15,5,0.0
467,BE_Nuclear,2030,7,16,18,6,0.0
468,BE_Nuclear,2030,7,19,21,7,0.0
469,BE_Nuclear,2030,7,22,24,8,0.0
470,BE_Nuclear,2030,8,4,6,2,0.0
471,BE_Nuclear,2030,8,7,9,3,0.0
472,BE_Nuclear,2030,8,10,12,4,0.0
473,BE_Nuclear,2030,8,13,15,5,0.0
474,BE_Nuclear,2030,8,16,18,6,0.0
475,BE_Nuclear,2030,8,19,21,7,0.0
476,BE_Nuclear,2030,8,22,24,8,0.0
477,BE_Nuclear,2030,9,4,6,2,0.0
478,BE_Nuclear,2030,9,7,9,3,0.0
479,BE_Nuclear,2030,9,10,12,4,0.0
480,BE_Nuclear,2030,9,13,15,5,0.0
481,BE_Nuclear,2030,9,16,18,6,0.0
482,BE_Nuclear,2030,9,19,21,7,0.0
483,BE_Nuclear,2030,9,22,24,8,0.0
484,BE_Nuclear,2030,10,4,6,2,0.0
485,BE_Nuclear,2030,10,7,9,3,0.0
486,BE_Nuclear,2030,10,10,12,4,0.0
487,BE_Nuclear,2030,10,13,15,5,0.0
488,BE_Nuclear,2030,10,16,18,6,0.0
489,BE_Nuclear,2030,10,19,21,7,0.0
490,BE_Nuclear,2030,10,22,24,8,0.0
491,BE_OCGT,2030,1,4,6,2,0.0
492,BE_OCGT,2030,1,7,9,3,0.0
493,BE_OCGT,2030,1,10,12,4,0.0
494,BE_OCGT,2030,1,13,15,5,0.0
495,BE_OCGT,2030,1,16,18,6,0.0
496,BE_OCGT,2030,1,19,21,7,0.0
497,BE_OCGT,2030,1,22,24,8,0.0
498,BE_OCGT,2030,2,4,6,2,0.0
499,BE_OCGT,2030,2,7,9,3,0.0
500,BE_OCGT,2030,2,10,12,4,0.0
501,BE_OCGT,2030,2,13,15,5,0.0
502,BE_OCGT,2030,2,16,18,6,0.0
503,BE_OCGT,2030,2,19,21,7,0.0
504,BE_OCGT,2030,2,22,24,8,0.0
505,BE_OCGT,2030,3,4,6,2,0.0
506,BE_OCGT,2030,3,7,9,3,0.0
507,BE_OCGT,2030,3,10,12,4,0.0
508,BE_OCGT,2030,3,13,15,5,0.0
509,BE_OCGT,2030,3,16,18,6,0.0
510,BE_OCGT,2030,3,19,21,7,0.0
511,BE_OCGT,2030,3,22,24,8,0.0
512,BE_OCGT,2030,4,4,6,2,0.0
513,BE_OCGT,2030,4,7,9,3,0.0
514,BE_OCGT,2030,4,10,12,4,0.0
515,BE_OCGT,2030,4,13,15,5,0.0
516,BE_OCGT,2030,4,16,18,6,0.0
517,BE_OCGT,2030,4,19,21,7,0.0
518,BE_OCGT,2030,4,22,24,8,0.0
519,BE_OCGT,2030,5,4,6,2,0.0
520,BE_OCGT,2030,5,7,9,3,0.0
521,BE_OCGT,2030,5,10,12,4,0.0
522,BE_OCGT,2030,5,13,15,5,0.0
523,BE_OCGT,2030,5,16,18,6,0.0
524,BE_OCGT,2030,5,19,21,7,0.0
525,BE_OCGT,2030,5,22,24,8,0.0
526,BE_OCGT,2030,6,4,6,2,0.0
527,BE_OCGT,2030,6,7,9,3,0.0
528,BE_OCGT,2030,6,10,12,4,0.0
529,BE_OCGT,2030,6,13,15,5,0.0
530,BE_OCGT,2030,6,16,18,6,0.0
531,BE_OCGT,2030,6,19,21,7,0.0
532,BE_OCGT,2030,6,22,24,8,0.0
533,BE_OCGT,2030,7,4,6,2,0.0
534,BE_OCGT,2030,7,7,9,3,0.0
535,BE_OCGT,2030,7,10,12,4,0.0
536,BE_OCGT,2030,7,13,15,5,0.0
537,BE_OCGT,2030,7,16,18,6,0.0
538,BE_OCGT,2030,7,19,21,7,0.0
539,BE_OCGT,2030,7,22,24,8,0.0
540,BE_OCGT,2030,8,4,6,2,0.0
541,BE_OCGT,2030,8,7,9,3,0.0
542,BE_OCGT,2030,8,10,12,4,0.0
543,BE_OCGT,2030,8,13,15,5,0.0
544,BE_OCGT,2030,8,16,18,6,0.0
545,BE_OCGT,2030,8,19,21,7,0.0
546,BE_OCGT,2030,8,22,24,8,0.0
547,BE_OCGT,2030,9,4,6,2,0.0
548,BE_OCGT,2030,9,7,9,3,0.0
549,BE_OCGT,2030,9,10,12,4,0.0
550,BE_OCGT,2030,9,13,15,5,0.0
