id,asset,year,period_block_start,period_block_end,solution
1,AT_Hydro_Reservoir,2050,1,4,387956.4677325846
2,AT_Hydro_Reservoir,2050,5,8,398123.3252196004
3,AT_Hydro_Reservoir,2050,9,12,407579.79295218503
4,AT_Hydro_Reservoir,2050,13,16,417036.26068476966
5,AT_Hydro_Reservoir,2050,17,20,375817.82287355076
6,AT_Hydro_Reservoir,2050,21,24,387480.3685798791
7,AT_Hydro_Reservoir,2050,25,28,396299.6945333957
8,AT_Hydro_Reservoir,2050,29,32,406254.1714273888
9,AT_Hydro_Reservoir,2050,33,36,417916.71713371715
10,AT_Hydro_Reservoir,2050,37,40,428083.5746207329
11,AT_Hydro_Reservoir,2050,41,44,386260.10698404966
12,AT_Hydro_Reservoir,2050,45,48,345964.4395202847
13,AT_Hydro_Reservoir,2050,49,52,356343.67760032316
14,AT_Hydro_Reservoir,2050,53,56,367433.3054347928
15,AT_Hydro_Reservoir,2050,57,60,376252.6313883094
16,AT_Hydro_Reservoir,2050,61,64,385284.3379348487
17,AT_Hydro_Reservoir,2050,65,68,369668.41345303814
18,AT_Hydro_Reservoir,2050,69,72,302062.16384752945
19,AT_Hydro_Reservoir,2050,73,76,261373.84715132375
20,AT_Hydro_Reservoir,2050,77,80,274564.1930305693
21,AT_Hydro_Reservoir,2050,81,84,261186.4584761071
22,AT_Hydro_Reservoir,2050,85,88,272276.08631057676
23,AT_Hydro_Reservoir,2050,89,92,282655.3243906152
24,AT_Hydro_Reservoir,2050,93,96,268884.9406037124
25,AT_Hydro_Reservoir,2050,97,100,201278.69099820376
26,AT_Hydro_Reservoir,2050,101,104,132537.29045221867
27,AT_Hydro_Reservoir,2050,105,108,91848.97375601296
28,AT_Hydro_Reservoir,2050,109,112,24242.724150504386
29,AT_Hydro_Reservoir,2050,113,116,0.0
30,AT_Hydro_Reservoir,2050,117,120,45616.63963064251
31,AT_Hydro_Reservoir,2050,121,124,93059.77620402684
32,AT_Hydro_Reservoir,2050,125,128,140971.04689727174
33,AT_Hydro_Reservoir,2050,129,132,188882.3175905166
34,AT_Hydro_Reservoir,2050,133,136,235857.3200440404
35,AT_Hydro_Reservoir,2050,137,140,283300.45661742473
36,AT_Hydro_Reservoir,2050,141,144,329339.1908312274
37,AT_Hydro_Reservoir,2050,145,148,375846.0591648906
38,AT_Hydro_Reservoir,2050,149,152,423757.3298581355
39,AT_Hydro_Reservoir,2050,153,156,471668.60055138037
40,AT_Hydro_Reservoir,2050,157,160,519579.87124462525
41,AT_Hydro_Reservoir,2050,161,164,493226.20718845853
42,AT_Hydro_Reservoir,2050,165,168,537484.4839962198
43,AT_Hydro_Reservoir,2050,169,172,509772.4571171718
44,AT_Hydro_Reservoir,2050,173,176,506347.27436806704
45,AT_Hydro_Reservoir,2050,177,180,455238.6320620964
46,AT_Hydro_Reservoir,2050,181,184,404129.9897561258
47,AT_Hydro_Reservoir,2050,185,188,399814.57830400043
48,AT_Hydro_Reservoir,2050,189,192,418895.78227879765
49,AT_Hydro_Reservoir,2050,193,196,367787.1399728271
50,AT_Hydro_Reservoir,2050,197,200,340075.1130937791
51,AT_Hydro_Reservoir,2050,201,204,335759.70164165355
52,AT_Hydro_Reservoir,2050,205,208,354840.90561645076
53,AT_Hydro_Reservoir,2050,209,212,397318.72501817055
54,AT_Hydro_Reservoir,2050,213,216,346210.08271219995
55,AT_Hydro_Reservoir,2050,217,220,295101.44040622935
56,AT_Hydro_Reservoir,2050,221,224,243992.79810025875
