commission_year,decommissionable,from_asset,initial_export_units,initial_import_units,milestone_year,to_asset
2050,false,CH_Wind_Offshore,0.0,0.0,2050,CH_Balance
2050,false,CH_Coal,0.0,0.0,2050,CH_Balance
2050,false,CH_Nuclear,0.0,0.0,2050,CH_Balance
2050,false,CH_CCGT,0.0,0.0,2050,CH_Balance
2050,false,CH_OCGT,0.0,0.0,2050,CH_Balance
2050,false,CH_Battery,0.0,0.0,2050,CH_Balance
2050,false,CH_Balance,0.0,0.0,2050,CH_Battery
2050,false,UK_Balance,0.0,0.0,2050,UK_E_Demand
2050,false,UK_Solar,0.0,0.0,2050,UK_Balance
2050,false,UK_Wind_Onshore,0.0,0.0,2050,UK_Balance
2050,false,UK_Wind_Offshore,0.0,0.0,2050,UK_Balance
2050,false,UK_Coal,0.0,0.0,2050,UK_Balance
2050,false,UK_Nuclear,0.0,0.0,2050,UK_Balance
2050,false,UK_CCGT,0.0,0.0,2050,UK_Balance
2050,false,UK_OCGT,0.0,0.0,2050,UK_Balance
2050,false,UK_Battery,0.0,0.0,2050,UK_Balance
2050,false,UK_Balance,0.0,0.0,2050,UK_Battery
2050,false,DK_Balance,0.0,0.0,2050,DK_E_Demand
2050,false,DK_Solar,0.0,0.0,2050,DK_Balance
2050,false,DK_Wind_Onshore,0.0,0.0,2050,DK_Balance
2050,false,DK_Wind_Offshore,0.0,0.0,2050,DK_Balance
2050,false,DK_Coal,0.0,0.0,2050,DK_Balance
2050,false,DK_Nuclear,0.0,0.0,2050,DK_Balance
2050,false,DK_CCGT,0.0,0.0,2050,DK_Balance
2050,false,DK_OCGT,0.0,0.0,2050,DK_Balance
2050,false,DK_Battery,0.0,0.0,2050,DK_Balance
2050,false,DK_Balance,0.0,0.0,2050,DK_Battery
2050,false,NO_Balance,0.0,0.0,2050,NO_E_Demand
2050,false,NO_Solar,0.0,0.0,2050,NO_Balance
2050,false,NO_Wind_Onshore,0.0,0.0,2050,NO_Balance
2050,false,NO_Wind_Offshore,0.0,0.0,2050,NO_Balance
2050,false,NO_Coal,0.0,0.0,2050,NO_Balance
2050,false,NO_Nuclear,0.0,0.0,2050,NO_Balance
2050,false,NO_CCGT,0.0,0.0,2050,NO_Balance
2050,false,NO_OCGT,0.0,0.0,2050,NO_Balance
2050,false,NO_Battery,0.0,0.0,2050,NO_Balance
2050,false,NO_Balance,0.0,0.0,2050,NO_Battery
2050,false,IE_Balance,0.0,0.0,2050,IE_E_Demand
2050,false,IE_Solar,0.0,0.0,2050,IE_Balance
2050,false,IE_Wind_Onshore,0.0,0.0,2050,IE_Balance
2050,false,IE_Wind_Offshore,0.0,0.0,2050,IE_Balance
2050,false,IE_Coal,0.0,0.0,2050,IE_Balance
2050,false,IE_Nuclear,0.0,0.0,2050,IE_Balance
2050,false,IE_CCGT,0.0,0.0,2050,IE_Balance
2050,false,IE_OCGT,0.0,0.0,2050,IE_Balance
2050,false,IE_Battery,0.0,0.0,2050,IE_Balance
2050,false,IE_Balance,0.0,0.0,2050,IE_Battery
2050,false,SE_Balance,0.0,0.0,2050,SE_E_Demand
2050,false,SE_Solar,0.0,0.0,2050,SE_Balance
2050,false,SE_Wind_Onshore,0.0,0.0,2050,SE_Balance
2050,false,SE_Wind_Offshore,0.0,0.0,2050,SE_Balance
2050,false,SE_Coal,0.0,0.0,2050,SE_Balance
2050,false,SE_Nuclear,0.0,0.0,2050,SE_Balance
2050,false,SE_CCGT,0.0,0.0,2050,SE_Balance
2050,false,SE_OCGT,0.0,0.0,2050,SE_Balance
2050,false,SE_Battery,0.0,0.0,2050,SE_Balance
2050,false,SE_Balance,0.0,0.0,2050,SE_Battery
2050,false,AT_Balance,0.0,0.0,2050,AT_E_Demand
2050,false,AT_Solar,0.0,0.0,2050,AT_Balance
2050,false,AT_Wind_Onshore,0.0,0.0,2050,AT_Balance
2050,false,AT_Wind_Offshore,0.0,0.0,2050,AT_Balance
2050,false,AT_Coal,0.0,0.0,2050,AT_Balance
2050,false,AT_Nuclear,0.0,0.0,2050,AT_Balance
2050,false,AT_CCGT,0.0,0.0,2050,AT_Balance
2050,false,AT_OCGT,0.0,0.0,2050,AT_Balance
2050,false,AT_Battery,0.0,0.0,2050,AT_Balance
2050,false,AT_Balance,0.0,0.0,2050,AT_Battery
2050,false,CZ_Balance,0.0,0.0,2050,CZ_E_Demand
2050,false,CZ_Solar,0.0,0.0,2050,CZ_Balance
2050,false,CZ_Wind_Onshore,0.0,0.0,2050,CZ_Balance
2050,false,CZ_Wind_Offshore,0.0,0.0,2050,CZ_Balance
2050,false,CZ_Coal,0.0,0.0,2050,CZ_Balance
2050,false,CZ_Nuclear,0.0,0.0,2050,CZ_Balance
2050,false,CZ_CCGT,0.0,0.0,2050,CZ_Balance
2050,false,CZ_OCGT,0.0,0.0,2050,CZ_Balance
2050,false,CZ_Battery,0.0,0.0,2050,CZ_Balance
2050,false,CZ_Balance,0.0,0.0,2050,CZ_Battery
2050,false,PL_Balance,0.0,0.0,2050,PL_E_Demand
2050,false,PL_Solar,0.0,0.0,2050,PL_Balance
2050,false,PL_Wind_Onshore,0.0,0.0,2050,PL_Balance
2050,false,PL_Wind_Offshore,0.0,0.0,2050,PL_Balance
2050,false,PL_Coal,0.0,0.0,2050,PL_Balance
2050,false,PL_Nuclear,0.0,0.0,2050,PL_Balance
2050,false,PL_CCGT,0.0,0.0,2050,PL_Balance
2050,false,PL_OCGT,0.0,0.0,2050,PL_Balance
2050,false,PL_Battery,0.0,0.0,2050,PL_Balance
2050,false,PL_Balance,0.0,0.0,2050,PL_Battery
2050,false,ES_Balance,0.0,0.0,2050,ES_E_Demand
2050,false,ES_Solar,0.0,0.0,2050,ES_Balance
2050,false,ES_Wind_Onshore,0.0,0.0,2050,ES_Balance
2050,false,ES_Wind_Offshore,0.0,0.0,2050,ES_Balance
2050,false,ES_Coal,0.0,0.0,2050,ES_Balance
2050,false,ES_Nuclear,0.0,0.0,2050,ES_Balance
2050,false,ES_CCGT,0.0,0.0,2050,ES_Balance
2050,false,ES_OCGT,0.0,0.0,2050,ES_Balance
2050,false,ES_Battery,0.0,0.0,2050,ES_Balance
2050,false,ES_Balance,0.0,0.0,2050,ES_Battery
2050,false,IT_Balance,0.0,0.0,2050,IT_E_Demand
2050,false,IT_Solar,0.0,0.0,2050,IT_Balance
2050,false,IT_Wind_Onshore,0.0,0.0,2050,IT_Balance
2050,false,IT_Wind_Offshore,0.0,0.0,2050,IT_Balance
2050,false,IT_Coal,0.0,0.0,2050,IT_Balance
2050,false,IT_Nuclear,0.0,0.0,2050,IT_Balance
2050,false,IT_CCGT,0.0,0.0,2050,IT_Balance
2050,false,IT_OCGT,0.0,0.0,2050,IT_Balance
2050,false,IT_Battery,0.0,0.0,2050,IT_Balance
2050,false,IT_Balance,0.0,0.0,2050,IT_Battery
2050,false,LT_Balance,0.0,0.0,2050,LT_E_Demand
2050,false,LT_Solar,0.0,0.0,2050,LT_Balance
2050,false,LT_Wind_Onshore,0.0,0.0,2050,LT_Balance
2050,false,LT_Wind_Offshore,0.0,0.0,2050,LT_Balance
2050,false,LT_Coal,0.0,0.0,2050,LT_Balance
2050,false,LT_Nuclear,0.0,0.0,2050,LT_Balance
2050,false,LT_CCGT,0.0,0.0,2050,LT_Balance
2050,false,LT_OCGT,0.0,0.0,2050,LT_Balance
2050,false,LT_Battery,0.0,0.0,2050,LT_Balance
2050,false,LT_Balance,0.0,0.0,2050,LT_Battery
2050,false,FI_Balance,0.0,0.0,2050,FI_E_Demand
2050,false,FI_Solar,0.0,0.0,2050,FI_Balance
2050,false,FI_Wind_Onshore,0.0,0.0,2050,FI_Balance
2050,false,FI_Wind_Offshore,0.0,0.0,2050,FI_Balance
2050,false,FI_Coal,0.0,0.0,2050,FI_Balance
2050,false,FI_Nuclear,0.0,0.0,2050,FI_Balance
2050,false,FI_CCGT,0.0,0.0,2050,FI_Balance
2050,false,FI_OCGT,0.0,0.0,2050,FI_Balance
2050,false,FI_Battery,0.0,0.0,2050,FI_Balance
2050,false,FI_Balance,0.0,0.0,2050,FI_Battery
2050,false,SI_Balance,0.0,0.0,2050,SI_E_Demand
2050,false,SI_Solar,0.0,0.0,2050,SI_Balance
2050,false,SI_Wind_Onshore,0.0,0.0,2050,SI_Balance
2050,false,SI_Wind_Offshore,0.0,0.0,2050,SI_Balance
2050,false,SI_Coal,0.0,0.0,2050,SI_Balance
2050,false,SI_Nuclear,0.0,0.0,2050,SI_Balance
2050,false,SI_CCGT,0.0,0.0,2050,SI_Balance
2050,false,SI_OCGT,0.0,0.0,2050,SI_Balance
2050,false,SI_Battery,0.0,0.0,2050,SI_Balance
2050,false,SI_Balance,0.0,0.0,2050,SI_Battery
2050,false,HU_Balance,0.0,0.0,2050,HU_E_Demand
2050,false,HU_Solar,0.0,0.0,2050,HU_Balance
2050,false,HU_Wind_Onshore,0.0,0.0,2050,HU_Balance
2050,false,HU_Wind_Offshore,0.0,0.0,2050,HU_Balance
2050,false,HU_Coal,0.0,0.0,2050,HU_Balance
2050,false,HU_Nuclear,0.0,0.0,2050,HU_Balance
2050,false,HU_CCGT,0.0,0.0,2050,HU_Balance
2050,false,HU_OCGT,0.0,0.0,2050,HU_Balance
2050,false,HU_Battery,0.0,0.0,2050,HU_Balance
2050,false,HU_Balance,0.0,0.0,2050,HU_Battery
2050,false,SK_Balance,0.0,0.0,2050,SK_E_Demand
2050,false,SK_Solar,0.0,0.0,2050,SK_Balance
2050,false,SK_Wind_Onshore,0.0,0.0,2050,SK_Balance
2050,false,SK_Wind_Offshore,0.0,0.0,2050,SK_Balance
2050,false,SK_Coal,0.0,0.0,2050,SK_Balance
2050,false,SK_Nuclear,0.0,0.0,2050,SK_Balance
2050,false,SK_CCGT,0.0,0.0,2050,SK_Balance
2050,false,SK_OCGT,0.0,0.0,2050,SK_Balance
2050,false,SK_Battery,0.0,0.0,2050,SK_Balance
2050,false,SK_Balance,0.0,0.0,2050,SK_Battery
2050,false,PT_Balance,0.0,0.0,2050,PT_E_Demand
2050,false,PT_Solar,0.0,0.0,2050,PT_Balance
2050,false,PT_Wind_Onshore,0.0,0.0,2050,PT_Balance
2050,false,PT_Wind_Offshore,0.0,0.0,2050,PT_Balance
2050,false,PT_Coal,0.0,0.0,2050,PT_Balance
2050,false,PT_Nuclear,0.0,0.0,2050,PT_Balance
2050,false,PT_CCGT,0.0,0.0,2050,PT_Balance
2050,false,PT_OCGT,0.0,0.0,2050,PT_Balance
2050,false,PT_Battery,0.0,0.0,2050,PT_Balance
2050,false,PT_Balance,0.0,0.0,2050,PT_Battery
2050,false,HR_Balance,0.0,0.0,2050,HR_E_Demand
2050,false,HR_Solar,0.0,0.0,2050,HR_Balance
2050,false,HR_Wind_Onshore,0.0,0.0,2050,HR_Balance
2050,false,HR_Wind_Offshore,0.0,0.0,2050,HR_Balance
2050,false,HR_Coal,0.0,0.0,2050,HR_Balance
2050,false,HR_Nuclear,0.0,0.0,2050,HR_Balance
2050,false,HR_CCGT,0.0,0.0,2050,HR_Balance
2050,false,HR_OCGT,0.0,0.0,2050,HR_Balance
2050,false,HR_Battery,0.0,0.0,2050,HR_Balance
2050,false,HR_Balance,0.0,0.0,2050,HR_Battery
2050,false,RO_Balance,0.0,0.0,2050,RO_E_Demand
2050,false,RO_Solar,0.0,0.0,2050,RO_Balance
2050,false,RO_Wind_Onshore,0.0,0.0,2050,RO_Balance
2050,false,RO_Wind_Offshore,0.0,0.0,2050,RO_Balance
2050,false,RO_Coal,0.0,0.0,2050,RO_Balance
2050,false,RO_Nuclear,0.0,0.0,2050,RO_Balance
2050,false,RO_CCGT,0.0,0.0,2050,RO_Balance
2050,false,RO_OCGT,0.0,0.0,2050,RO_Balance
2050,false,RO_Battery,0.0,0.0,2050,RO_Balance
2050,false,RO_Balance,0.0,0.0,2050,RO_Battery
2050,false,GR_Balance,0.0,0.0,2050,GR_E_Demand
2050,false,GR_Solar,0.0,0.0,2050,GR_Balance
2050,false,GR_Wind_Onshore,0.0,0.0,2050,GR_Balance
2050,false,GR_Wind_Offshore,0.0,0.0,2050,GR_Balance
2050,false,GR_Coal,0.0,0.0,2050,GR_Balance
2050,false,GR_Nuclear,0.0,0.0,2050,GR_Balance
2050,false,GR_CCGT,0.0,0.0,2050,GR_Balance
2050,false,GR_OCGT,0.0,0.0,2050,GR_Balance
2050,false,GR_Battery,0.0,0.0,2050,GR_Balance
2050,false,GR_Balance,0.0,0.0,2050,GR_Battery
2050,false,LV_Balance,0.0,0.0,2050,LV_E_Demand
2050,false,LV_Solar,0.0,0.0,2050,LV_Balance
2050,false,LV_Wind_Onshore,0.0,0.0,2050,LV_Balance
2050,false,LV_Wind_Offshore,0.0,0.0,2050,LV_Balance
2050,false,LV_Coal,0.0,0.0,2050,LV_Balance
2050,false,LV_Nuclear,0.0,0.0,2050,LV_Balance
2050,false,LV_CCGT,0.0,0.0,2050,LV_Balance
2050,false,LV_OCGT,0.0,0.0,2050,LV_Balance
2050,false,LV_Battery,0.0,0.0,2050,LV_Balance
2050,false,LV_Balance,0.0,0.0,2050,LV_Battery
2050,false,EE_Balance,0.0,0.0,2050,EE_E_Demand
2050,false,EE_Solar,0.0,0.0,2050,EE_Balance
2050,false,EE_Wind_Onshore,0.0,0.0,2050,EE_Balance
2050,false,EE_Wind_Offshore,0.0,0.0,2050,EE_Balance
2050,false,EE_Coal,0.0,0.0,2050,EE_Balance
2050,false,EE_Nuclear,0.0,0.0,2050,EE_Balance
2050,false,EE_CCGT,0.0,0.0,2050,EE_Balance
2050,false,EE_OCGT,0.0,0.0,2050,EE_Balance
2050,false,EE_Battery,0.0,0.0,2050,EE_Balance
2050,false,EE_Balance,0.0,0.0,2050,EE_Battery
2050,false,MT_Balance,0.0,0.0,2050,MT_E_Demand
2050,false,MT_Solar,0.0,0.0,2050,MT_Balance
2050,false,MT_Wind_Onshore,0.0,0.0,2050,MT_Balance
2050,false,MT_Wind_Offshore,0.0,0.0,2050,MT_Balance
2050,false,MT_Coal,0.0,0.0,2050,MT_Balance
2050,false,MT_Nuclear,0.0,0.0,2050,MT_Balance
2050,false,MT_CCGT,0.0,0.0,2050,MT_Balance
2050,false,MT_OCGT,0.0,0.0,2050,MT_Balance
2050,false,MT_Battery,0.0,0.0,2050,MT_Balance
2050,false,MT_Balance,0.0,0.0,2050,MT_Battery
2050,false,CY_Balance,0.0,0.0,2050,CY_E_Demand
2050,false,CY_Solar,0.0,0.0,2050,CY_Balance
2050,false,CY_Wind_Onshore,0.0,0.0,2050,CY_Balance
2050,false,CY_Wind_Offshore,0.0,0.0,2050,CY_Balance
2050,false,CY_Coal,0.0,0.0,2050,CY_Balance
2050,false,CY_Nuclear,0.0,0.0,2050,CY_Balance
2050,false,CY_CCGT,0.0,0.0,2050,CY_Balance
2050,false,CY_OCGT,0.0,0.0,2050,CY_Balance
2050,false,CY_Battery,0.0,0.0,2050,CY_Balance
2050,false,CY_Balance,0.0,0.0,2050,CY_Battery
2050,false,BG_Balance,0.0,0.0,2050,BG_E_Demand
2050,false,BG_Solar,0.0,0.0,2050,BG_Balance
2050,false,BG_Wind_Onshore,0.0,0.0,2050,BG_Balance
2050,false,BG_Wind_Offshore,0.0,0.0,2050,BG_Balance
2050,false,BG_Coal,0.0,0.0,2050,BG_Balance
2050,false,BG_Nuclear,0.0,0.0,2050,BG_Balance
2050,false,BG_CCGT,0.0,0.0,2050,BG_Balance
2050,false,BG_OCGT,0.0,0.0,2050,BG_Balance
2050,false,BG_Battery,0.0,0.0,2050,BG_Balance
2050,false,BG_Balance,0.0,0.0,2050,BG_Battery
2050,false,NL_Balance,0.0,0.0,2050,NO_Balance
2050,false,NL_Balance,0.0,0.0,2050,BE_Balance
2050,false,NL_Balance,0.0,0.0,2050,DK_Balance
2050,false,NL_Balance,0.0,0.0,2050,UK_Balance
2050,false,NL_Balance,0.0,0.0,2050,DE_Balance
2050,false,BE_Balance,0.0,0.0,2050,UK_Balance
2050,false,BE_Balance,0.0,0.0,2050,FR_Balance
2050,false,BE_Balance,0.0,0.0,2050,DE_Balance
2050,false,BE_Balance,0.0,0.0,2050,LU_Balance
2050,false,DE_Balance,0.0,0.0,2050,PL_Balance
2050,false,DE_Balance,0.0,0.0,2050,NO_Balance
2050,false,DE_Balance,0.0,0.0,2050,CH_Balance
2050,false,DE_Balance,0.0,0.0,2050,CZ_Balance
2050,false,DE_Balance,0.0,0.0,2050,LU_Balance
2050,false,DE_Balance,0.0,0.0,2050,AT_Balance
2050,false,DE_Balance,0.0,0.0,2050,DK_Balance
2050,false,DE_Balance,0.0,0.0,2050,SE_Balance
2050,false,DE_Balance,0.0,0.0,2050,FR_Balance
2050,false,FR_Balance,0.0,0.0,2050,CH_Balance
2050,false,FR_Balance,0.0,0.0,2050,IE_Balance
2050,false,FR_Balance,0.0,0.0,2050,ES_Balance
2050,false,FR_Balance,0.0,0.0,2050,LU_Balance
2050,false,FR_Balance,0.0,0.0,2050,IT_Balance
2050,false,FR_Balance,0.0,0.0,2050,UK_Balance
2050,false,CH_Balance,0.0,0.0,2050,AT_Balance
2050,false,CH_Balance,0.0,0.0,2050,IT_Balance
2050,false,UK_Balance,0.0,0.0,2050,NO_Balance
2050,false,UK_Balance,0.0,0.0,2050,IE_Balance
2050,false,UK_Balance,0.0,0.0,2050,DK_Balance
2050,false,DK_Balance,0.0,0.0,2050,PL_Balance
2050,false,DK_Balance,0.0,0.0,2050,NO_Balance
2050,false,DK_Balance,0.0,0.0,2050,SE_Balance
2050,false,NO_Balance,0.0,0.0,2050,SE_Balance
2050,false,SE_Balance,0.0,0.0,2050,PL_Balance
2050,false,SE_Balance,0.0,0.0,2050,LT_Balance
2050,false,SE_Balance,0.0,0.0,2050,FI_Balance
2050,false,AT_Balance,0.0,0.0,2050,CZ_Balance
2050,false,AT_Balance,0.0,0.0,2050,SI_Balance
2050,false,AT_Balance,0.0,0.0,2050,HU_Balance
2050,false,AT_Balance,0.0,0.0,2050,IT_Balance
2050,false,CZ_Balance,0.0,0.0,2050,PL_Balance
2050,false,CZ_Balance,0.0,0.0,2050,SK_Balance
2050,false,PL_Balance,0.0,0.0,2050,LT_Balance
2050,false,PL_Balance,0.0,0.0,2050,SK_Balance
2050,false,ES_Balance,0.0,0.0,2050,PT_Balance
2050,false,IT_Balance,0.0,0.0,2050,MT_Balance
2050,false,IT_Balance,0.0,0.0,2050,GR_Balance
2050,false,IT_Balance,0.0,0.0,2050,SI_Balance
2050,false,LT_Balance,0.0,0.0,2050,LV_Balance
2050,false,FI_Balance,0.0,0.0,2050,EE_Balance
2050,false,SI_Balance,0.0,0.0,2050,HU_Balance
2050,false,SI_Balance,0.0,0.0,2050,HR_Balance
2050,false,HU_Balance,0.0,0.0,2050,HR_Balance
2050,false,HU_Balance,0.0,0.0,2050,SK_Balance
2050,false,HU_Balance,0.0,0.0,2050,RO_Balance
2050,false,RO_Balance,0.0,0.0,2050,BG_Balance
2050,false,GR_Balance,0.0,0.0,2050,CY_Balance
2050,false,GR_Balance,0.0,0.0,2050,BG_Balance
2050,false,LV_Balance,0.0,0.0,2050,EE_Balance
