6.288400042428874e7;2.213553028982564e6;398782.8936293243;6.067044739530618e7;1.2197619699889617e7
6.28840757588689e7;2.213553028982564e6;398782.8936293243;6.0670522729886316e7;1.2196751965249043e7
6.2884094356074125e7;2.213553028982564e6;398782.8936293243;6.067054132709157e7;1.2198502238200085e7
6.288381389064742e7;2.213553028982564e6;398782.8936293243;6.067026086166485e7;1.2195164794860076e7
6.288393701739401e7;2.213553028982564e6;398782.8936293243;6.067038398841144e7;1.2178832445942998e7
6.288394103592476e7;2.213553028982564e6;398782.89362932433;6.067038800694218e7;1.2202280134390147e7
6.288410010394048e7;2.213553028982564e6;398782.8936293243;6.0670547074957915e7;1.2201186462997617e7
6.288443467541478e7;2.213553028982564e6;398782.8936293243;6.067088164643219e7;1.2199103355598424e7
6.288386632082276e7;2.213553028982564e6;398782.8936293243;6.067031329184017e7;1.219643765484551e7
6.288399073912218e7;2.213553028982564e6;398782.8936293243;6.067043771013958e7;1.2199877803133937e7
