from_asset,investable,milestone_year,to_asset,variable_cost,dc_opf,reactance
CY_Wind_Onshore,false,2050,CY_E_Balance,0.0,false,0.3
CY_Solar,false,2050,CY_E_Balance,0.0,false,0.3
CY_E_Balance,false,2050,CY_Battery,0.0,false,0.3
CY_Battery,false,2050,CY_E_Balance,0.0,false,0.3
CY_Gas,false,2050,CY_E_Balance,0.079858571,false,0.3
DK_Battery,false,2050,DK_E_Balance,0.0,false,0.3
BG_Battery,false,2050,BG_E_Balance,0.0,false,0.3
FR_Battery,false,2050,FR_E_Balance,0.0,false,0.3
LV_Battery,false,2050,LV_E_Balance,0.0,false,0.3
PT_Battery,false,2050,PT_E_Balance,0.0,false,0.3
SK_Battery,false,2050,SK_E_Balance,0.0,false,0.3
OBZLL_Wind_Offshore,false,2050,OBZLL_E_Balance,0.0,false,0.3
NL_E_Balance,false,2050,NL_electrolyzer,0.0,false,0.3
NL_electrolyzer,false,2050,NL_H_Demand,0.0,false,0.3
EU_SMR_CCS,false,2050,NL_H_Demand,0.05,false,0.3
BE_E_Balance,false,2050,BE_electrolyzer,0.0,false,0.3
BE_electrolyzer,false,2050,BE_H_Demand,0.0,false,0.3
EU_SMR_CCS,false,2050,BE_H_Demand,0.05,false,0.3
DE_E_Balance,false,2050,DE_electrolyzer,0.0,false,0.3
DE_electrolyzer,false,2050,DE_H_Demand,0.0,false,0.3
EU_SMR_CCS,false,2050,DE_H_Demand,0.05,false,0.3
FR_E_Balance,false,2050,FR_electrolyzer,0.0,false,0.3
FR_electrolyzer,false,2050,FR_H_Demand,0.0,false,0.3
EU_SMR_CCS,false,2050,FR_H_Demand,0.05,false,0.3
DK_E_Balance,false,2050,DK_electrolyzer,0.0,false,0.3
DK_electrolyzer,false,2050,DK_H_Demand,0.0,false,0.3
EU_SMR_CCS,false,2050,DK_H_Demand,0.05,false,0.3
UK_E_Balance,false,2050,UK_electrolyzer,0.0,false,0.3
UK_electrolyzer,false,2050,UK_H_Demand,0.0,false,0.3
EU_SMR_CCS,false,2050,UK_H_Demand,0.05,false,0.3
IE_E_Balance,false,2050,IE_electrolyzer,0.0,false,0.3
IE_electrolyzer,false,2050,IE_H_Demand,0.0,false,0.3
EU_SMR_CCS,false,2050,IE_H_Demand,0.05,false,0.3
CH_E_Balance,false,2050,CH_electrolyzer,0.0,false,0.3
CH_electrolyzer,false,2050,CH_H_Demand,0.0,false,0.3
EU_SMR_CCS,false,2050,CH_H_Demand,0.05,false,0.3
AT_E_Balance,false,2050,AT_electrolyzer,0.0,false,0.3
AT_electrolyzer,false,2050,AT_H_Demand,0.0,false,0.3
EU_SMR_CCS,false,2050,AT_H_Demand,0.05,false,0.3
LU_E_Balance,false,2050,LU_electrolyzer,0.0,false,0.3
LU_electrolyzer,false,2050,LU_H_Demand,0.0,false,0.3
EU_SMR_CCS,false,2050,LU_H_Demand,0.05,false,0.3
CZ_E_Balance,false,2050,CZ_electrolyzer,0.0,false,0.3
CZ_electrolyzer,false,2050,CZ_H_Demand,0.0,false,0.3
EU_SMR_CCS,false,2050,CZ_H_Demand,0.05,false,0.3
PL_E_Balance,false,2050,PL_electrolyzer,0.0,false,0.3
PL_electrolyzer,false,2050,PL_H_Demand,0.0,false,0.3
EU_SMR_CCS,false,2050,PL_H_Demand,0.05,false,0.3
SE_E_Balance,false,2050,SE_electrolyzer,0.0,false,0.3
SE_electrolyzer,false,2050,SE_H_Demand,0.0,false,0.3
EU_SMR_CCS,false,2050,SE_H_Demand,0.05,false,0.3
NO_E_Balance,false,2050,NO_electrolyzer,0.0,false,0.3
NO_electrolyzer,false,2050,NO_H_Demand,0.0,false,0.3
EU_SMR_CCS,false,2050,NO_H_Demand,0.05,false,0.3
ES_E_Balance,false,2050,ES_electrolyzer,0.0,false,0.3
ES_electrolyzer,false,2050,ES_H_Demand,0.0,false,0.3
EU_SMR_CCS,false,2050,ES_H_Demand,0.05,false,0.3
PT_E_Balance,false,2050,PT_electrolyzer,0.0,false,0.3
PT_electrolyzer,false,2050,PT_H_Demand,0.0,false,0.3
EU_SMR_CCS,false,2050,PT_H_Demand,0.05,false,0.3
IT_E_Balance,false,2050,IT_electrolyzer,0.0,false,0.3
IT_electrolyzer,false,2050,IT_H_Demand,0.0,false,0.3
EU_SMR_CCS,false,2050,IT_H_Demand,0.05,false,0.3
MT_E_Balance,false,2050,MT_electrolyzer,0.0,false,0.3
MT_electrolyzer,false,2050,MT_H_Demand,0.0,false,0.3
EU_SMR_CCS,false,2050,MT_H_Demand,0.05,false,0.3
SI_E_Balance,false,2050,SI_electrolyzer,0.0,false,0.3
