asset,capacity,capacity_storage_energy,consumer_balance_sense,discount_rate,economic_lifetime,energy_to_power_ratio,group,investment_integer,investment_integer_storage_energy,investment_method,is_seasonal,max_ramp_down,max_ramp_up,min_operating_point,ramping,storage_method_energy,technical_lifetime,type,unit_commitment,unit_commitment_integer,unit_commitment_method,use_binary_storage_method
IE_OCGT,116.0,0.0,,0.0,1.0,0,,False,False,none,False,,,0.0,False,False,1.0,producer,False,False,,
CH_E_ENS,12735.08856,0.0,,0.0,1.0,0,,False,False,none,False,,,0.0,False,False,1.0,producer,False,False,,
CH_Wind_Onshore,2223.0,0.0,,0.0,1.0,0,,True,False,simple,False,,,0.0,False,False,1.0,producer,False,False,,
CH_Solar,13312.0,0.0,,0.0,1.0,0,,True,False,simple,False,,,0.0,False,False,1.0,producer,False,False,,
CH_Nuclear,0.0,0.0,,0.0,1.0,0,,False,False,none,False,,,0.0,False,False,1.0,producer,False,False,,
AT_E_ENS,18940.2772,0.0,,0.0,1.0,0,,False,False,none,False,,,0.0,False,False,1.0,producer,False,False,,
AT_Wind_Onshore,41145.0,0.0,,0.0,1.0,0,,True,False,simple,False,,,0.0,False,False,1.0,producer,False,False,,
AT_Solar,53129.0,0.0,,0.0,1.0,0,,True,False,simple,False,,,0.0,False,False,1.0,producer,False,False,,
AT_Gas,3260.0,0.0,,0.0,1.0,0,,False,False,none,False,,,0.0,False,False,1.0,producer,False,False,,
LU_E_ENS,2251.17408,0.0,,0.0,1.0,0,,False,False,none,False,,,0.0,False,False,1.0,producer,False,False,,
LU_Wind_Onshore,600.0,0.0,,0.0,1.0,0,,True,False,simple,False,,,0.0,False,False,1.0,producer,False,False,,
LU_Solar,2190.0,0.0,,0.0,1.0,0,,True,False,simple,False,,,0.0,False,False,1.0,producer,False,False,,
CZ_E_ENS,12355.1616,0.0,,0.0,1.0,0,,False,False,none,False,,,0.0,False,False,1.0,producer,False,False,,
CZ_Wind_Onshore,4486.0,0.0,,0.0,1.0,0,,True,False,simple,False,,,0.0,False,False,1.0,producer,False,False,,
CZ_Solar,22485.0,0.0,,0.0,1.0,0,,True,False,simple,False,,,0.0,False,False,1.0,producer,False,False,,
CZ_Nuclear,6983.0,0.0,,0.0,1.0,0,,False,False,none,False,,,0.0,False,False,1.0,producer,False,False,,
CZ_Coal,0.0,0.0,,0.0,1.0,0,,False,False,none,False,,,0.0,False,False,1.0,producer,False,False,,
