5.871126456086503e7;2.0907922558992447e6;387905.52795191546;5.6620472304965794e7;1.2308015039117271e7
5.871159000240869e7;2.0907922558992447e6;387905.52795191546;5.662079774650943e7;1.2310663386582503e7
5.8711562350003734e7;2.0907922558992447e6;387905.52795191546;5.6620770094104476e7;1.2310822104829583e7
5.871144322447273e7;2.0907922558992447e6;387905.52795191546;5.662065096857348e7;1.2308247276148574e7
5.8711230134556964e7;2.0907922558992447e6;387905.52795191546;5.662043787865772e7;1.2307858207219787e7
5.871145226358919e7;2.0907922558992447e6;387905.52795191546;5.6620660007689945e7;1.230833705031188e7
5.871176543378782e7;2.0907922558992447e6;387905.52795191546;5.6620973177888595e7;1.2299961789606271e7
5.871144573849763e7;2.0907922558992447e6;387905.52795191546;5.6620653482598364e7;1.2312114416778015e7
5.871138544477283e7;2.0907922558992447e6;387905.52795191546;5.662059318887359e7;1.2305581513851717e7
5.871187353721171e7;2.0907922558992447e6;387905.52795191546;5.662108128131246e7;1.2305236925368214e7
